sex,race,age,edu,state,total,positive
Female,Black,65-74,Post-Grad,NC,4,2
Female,Black,65-74,Post-Grad,ND,2,1
Female,Black,65-74,Post-Grad,NE,3,1
Female,Black,65-74,Post-Grad,NJ,2,0
Female,Black,65-74,Post-Grad,NM,1,0
Female,Black,65-74,Post-Grad,NV,1,1
Female,Black,65-74,Post-Grad,OH,2,2
Female,Black,65-74,Post-Grad,OK,4,0
Female,Black,65-74,Post-Grad,OR,1,1
Female,Black,65-74,Post-Grad,PA,1,1
Female,Black,65-74,Post-Grad,PR,3,0
Female,Black,65-74,Post-Grad,RI,4,2
Female,Black,65-74,Post-Grad,SC,2,0
Female,Black,65-74,Post-Grad,SD,2,1
Female,Black,65-74,Post-Grad,TN,3,1
Female,Black,65-74,Post-Grad,TX,1,0
Female,Black,65-74,Post-Grad,UT,3,2
Female,Black,65-74,Post-Grad,VA,5,1
Female,Black,65-74,Some College,CA,2,1
Female,Black,65-74,Some College,CO,1,0
Female,Black,65-74,Some College,CT,3,2
Female,Black,65-74,Some College,DC,1,0
Female,Black,65-74,Some College,FL,5,1
Female,Black,65-74,Some College,GU,2,1
Female,Black,65-74,Some College,HI,1,1
Female,Black,65-74,Some College,ID,2,0
Female,Black,65-74,Some College,KY,3,1
Female,Black,65-74,Some College,LA,1,1
Female,Black,65-74,Some College,MA,1,1
Female,Black,65-74,Some College,MD,1,0
Female,Black,65-74,Some College,ME,1,0
Female,Black,65-74,Some College,MI,3,2
Female,Black,65-74,Some College,MN,3,2
Female,Black,65-74,Some College,MO,2,1
Female,Black,65-74,Some College,MT,2,1
Female,Black,65-74,Some College,ND,1,0
Female,Black,65-74,Some College,NE,1,0
Female,Black,65-74,Some College,NH,2,0
Female,Black,65-74,Some College,NM,1,0
Female,Black,65-74,Some College,NV,1,1
Female,Black,65-74,Some College,NY,3,3
Female,Black,65-74,Some College,OH,5,3
Female,Black,65-74,Some College,OK,3,1
Female,Black,65-74,Some College,OR,1,1
Female,Black,65-74,Some College,PA,4,1
Female,Black,65-74,Some College,PR,2,2
Female,Black,65-74,Some College,RI,2,1
Female,Black,65-74,Some College,SC,2,0
Female,Black,65-74,Some College,TX,1,0
Female,Black,65-74,Some College,VA,2,0
Female,Black,65-74,Some College,VI,3,1
Female,Black,75+,4-Year College,CA,1,0
Female,Black,75+,4-Year College,CO,1,1
Female,Black,75+,4-Year College,CT,1,1
Female,Black,75+,4-Year College,DC,2,2
Female,Black,75+,4-Year College,DE,5,2
Female,Black,75+,4-Year College,GU,1,1
Female,Black,75+,4-Year College,HI,1,0
Female,Black,75+,4-Year College,IA,2,1
Female,Black,75+,4-Year College,ID,1,0
Female,Black,75+,4-Year College,IN,2,1
Female,Black,75+,4-Year College,KS,1,0
Female,Black,75+,4-Year College,KY,1,0
Female,Black,75+,4-Year College,MA,1,1
Female,Black,75+,4-Year College,MD,3,0
Female,Black,75+,4-Year College,ME,1,0
Female,Black,75+,4-Year College,MI,1,0
Female,Black,75+,4-Year College,MN,2,1
Female,Black,75+,4-Year College,MO,1,0
Female,Black,75+,4-Year College,MT,3,2
Female,Black,75+,4-Year College,ND,3,1
Female,Black,75+,4-Year College,NE,1,1
Female,Black,75+,4-Year College,NV,1,1
Female,Black,75+,4-Year College,NY,5,3
Female,Black,75+,4-Year College,OH,1,1
Female,Black,75+,4-Year College,OK,1,0
Female,Black,75+,4-Year College,PA,1,0
Female,Black,75+,4-Year College,RI,3,1
Female,Black,75+,4-Year College,SD,1,0
Female,Black,75+,4-Year College,TN,1,1
Female,Black,75+,4-Year College,TX,1,0
Female,Black,75+,4-Year College,UT,1,0
Female,Black,75+,4-Year College,VA,2,1
Female,Black,75+,4-Year College,VI,2,1
Female,Black,75+,HS,CA,2,1
Female,Black,75+,HS,CO,1,0
Female,Black,75+,HS,DC,5,5
Female,Black,75+,HS,DE,1,0
Female,Black,75+,HS,FL,2,2
Female,Black,75+,HS,GA,2,2
Female,Black,75+,HS,GU,2,1
Female,Black,75+,HS,IL,2,1
Female,Black,75+,HS,IN,1,1
Female,Black,75+,HS,KS,2,2
Female,Black,75+,HS,KY,1,0
Female,Black,75+,HS,LA,1,1
Female,Black,75+,HS,MA,1,0
Female,Black,75+,HS,MD,1,1
Female,Black,75+,HS,ME,3,3
Female,Black,75+,HS,MI,3,0
Female,Black,75+,HS,MN,3,2
Female,Black,75+,HS,MO,3,0
Female,Black,75+,HS,MS,4,1
Female,Black,75+,HS,MT,2,2
Female,Black,75+,HS,ND,1,1
Female,Black,75+,HS,NE,2,2
Female,Black,75+,HS,NH,2,0
Female,Black,75+,HS,NJ,2,0
Female,Black,75+,HS,NM,1,1
Female,Black,75+,HS,NV,2,2
Female,Black,75+,HS,NY,2,0
Female,Black,75+,HS,OH,4,4
Female,Black,75+,HS,OK,4,2
Female,Black,75+,HS,OR,3,1
Female,Black,75+,HS,PR,1,0
Female,Black,75+,HS,RI,2,1
Female,Black,75+,HS,SC,2,1
Female,Black,75+,HS,SD,1,0
Female,Black,75+,HS,TX,2,1
Female,Black,75+,HS,UT,1,0
Female,Black,75+,HS,VA,2,1
Female,Black,75+,HS,VI,2,2
Female,Black,75+,No HS,CT,1,1
Female,Black,75+,No HS,DC,1,0
Female,Black,75+,No HS,DE,2,1
Female,Black,75+,No HS,FL,3,3
Female,Black,75+,No HS,GA,1,1
Female,Black,75+,No HS,GU,2,2
Female,Black,75+,No HS,IA,1,0
Female,Black,75+,No HS,ID,2,1
Female,Black,75+,No HS,IL,1,0
Female,Black,75+,No HS,IN,2,1
Female,Black,75+,No HS,KS,1,0
Female,Black,75+,No HS,KY,1,1
Female,Black,75+,No HS,MD,2,0
Female,Black,75+,No HS,ME,1,0
Female,Black,75+,No HS,MN,2,1
Female,Black,75+,No HS,MO,1,1
Female,Black,75+,No HS,MS,1,1
Female,Black,75+,No HS,MT,2,0
Female,Black,75+,No HS,NC,1,1
Female,Black,75+,No HS,ND,2,0
Female,Black,75+,No HS,NE,1,1
Female,Black,75+,No HS,NH,2,1
Female,Black,75+,No HS,NJ,1,1
Female,Black,75+,No HS,NV,2,2
Female,Black,75+,No HS,OH,2,2
Female,Black,75+,No HS,OR,2,0
Female,Black,75+,No HS,PA,1,1
Female,Black,75+,No HS,PR,1,0
Female,Black,75+,No HS,SC,4,3
Female,Black,75+,No HS,TN,1,1
Female,Black,75+,No HS,TX,1,0
Female,Black,75+,No HS,UT,3,2
Female,Black,75+,No HS,VA,2,1
Female,Black,75+,No HS,VI,2,1
Female,Black,75+,Post-Grad,CA,1,1
Female,Black,75+,Post-Grad,CO,1,0
Female,Black,75+,Post-Grad,CT,1,0
Female,Black,75+,Post-Grad,DC,2,2
Female,Black,75+,Post-Grad,DE,2,1
Female,Black,75+,Post-Grad,FL,2,2
Female,Black,75+,Post-Grad,GU,1,1
Female,Black,75+,Post-Grad,HI,2,2
Female,Black,75+,Post-Grad,ID,1,0
Female,Black,75+,Post-Grad,IL,2,2
Female,Black,75+,Post-Grad,IN,2,1
Female,Black,75+,Post-Grad,KS,2,2
Female,Black,75+,Post-Grad,KY,3,2
Female,Black,75+,Post-Grad,MA,1,1
Female,Black,75+,Post-Grad,MD,2,2
Female,Black,75+,Post-Grad,ME,3,2
Female,Black,75+,Post-Grad,MI,2,0
Female,Black,75+,Post-Grad,MN,2,2
Female,Black,75+,Post-Grad,MS,2,1
Female,Black,75+,Post-Grad,NC,3,1
Female,Black,75+,Post-Grad,NE,1,1
Female,Black,75+,Post-Grad,NH,2,1
Female,Black,75+,Post-Grad,NJ,6,3
Female,Black,75+,Post-Grad,NM,1,0
Female,Black,75+,Post-Grad,NV,2,1
Female,Black,75+,Post-Grad,NY,3,2
Female,Black,75+,Post-Grad,OK,2,2
Female,Black,75+,Post-Grad,PA,2,1
Female,Black,75+,Post-Grad,PR,2,1
Female,Black,75+,Post-Grad,RI,3,3
Female,Black,75+,Post-Grad,SC,2,1
Female,Black,75+,Post-Grad,TN,1,0
Female,Black,75+,Post-Grad,TX,3,1
Female,Black,75+,Post-Grad,VA,2,2
Female,Black,75+,Post-Grad,VI,2,2
Female,Black,75+,Some College,CO,2,1
Female,Black,75+,Some College,DC,1,1
Female,Black,75+,Some College,DE,2,2
Female,Black,75+,Some College,FL,2,2
Female,Black,75+,Some College,GA,2,1
Female,Black,75+,Some College,GU,1,1
Female,Black,75+,Some College,HI,1,1
Female,Black,75+,Some College,IA,5,3
Female,Black,75+,Some College,IN,1,1
Female,Black,75+,Some College,KY,4,3
Female,Black,75+,Some College,LA,3,2
Female,Black,75+,Some College,MA,1,1
Female,Black,75+,Some College,ME,1,0
Female,Black,75+,Some College,MN,2,1
Female,Black,75+,Some College,MS,1,1
Female,Black,75+,Some College,MT,2,1
Female,Black,75+,Some College,ND,4,2
Female,Black,75+,Some College,NE,4,3
Female,Black,75+,Some College,NJ,1,0
Female,Black,75+,Some College,NV,3,1
Female,Black,75+,Some College,NY,2,2
Female,Black,75+,Some College,OK,1,1
Female,Black,75+,Some College,OR,2,1
Female,Black,75+,Some College,PA,3,1
Female,Black,75+,Some College,PR,3,2
Female,Black,75+,Some College,RI,1,1
Female,Black,75+,Some College,SC,2,1
Female,Black,75+,Some College,TN,1,0
Female,Black,75+,Some College,TX,2,2
Female,Black,75+,Some College,UT,2,1
Female,Black,75+,Some College,VA,2,2
Female,Other,0-17,4-Year College,CA,1,0
Female,Other,0-17,4-Year College,CO,2,2
Female,Other,0-17,4-Year College,DC,1,0
Female,Other,0-17,4-Year College,DE,1,0
Female,Other,0-17,4-Year College,FL,2,1
Female,Other,0-17,4-Year College,GA,1,1
Female,Other,0-17,4-Year College,GU,4,2
Female,Other,0-17,4-Year College,IA,3,1
Female,Other,0-17,4-Year College,ID,1,0
Female,Other,0-17,4-Year College,IN,1,0
Female,Other,0-17,4-Year College,KS,4,1
Female,Other,0-17,4-Year College,KY,1,0
Female,Other,0-17,4-Year College,MA,1,0
Female,Other,0-17,4-Year College,MD,1,0
Female,Other,0-17,4-Year College,MN,2,1
Female,Other,0-17,4-Year College,MT,2,0
Female,Other,0-17,4-Year College,ND,1,0
Female,Other,0-17,4-Year College,NE,1,1
Female,Other,0-17,4-Year College,NH,1,1
Female,Other,0-17,4-Year College,NJ,1,0
Female,Other,0-17,4-Year College,NM,2,0
Female,Other,0-17,4-Year College,NV,3,1
Female,Other,0-17,4-Year College,NY,2,1
Female,Other,0-17,4-Year College,OH,1,0
Female,Other,0-17,4-Year College,OR,1,1
Female,Other,0-17,4-Year College,PA,2,0
Female,Other,0-17,4-Year College,PR,2,0
Female,Other,0-17,4-Year College,SC,1,0
Female,Other,0-17,4-Year College,SD,1,0
Female,Other,0-17,4-Year College,TN,2,0
Female,Other,0-17,4-Year College,TX,1,0
Female,Other,0-17,4-Year College,UT,1,0
Female,Other,0-17,4-Year College,VI,3,1
Female,Other,0-17,HS,CO,1,1
Female,Other,0-17,HS,CT,3,2
Female,Other,0-17,HS,DC,2,1
Female,Other,0-17,HS,GA,2,1
Female,Other,0-17,HS,GU,2,2
Female,Other,0-17,HS,HI,2,2
Female,Other,0-17,HS,IA,3,1
Female,Other,0-17,HS,ID,1,0
Female,Other,0-17,HS,IL,1,0
Female,Other,0-17,HS,IN,2,1
Female,Other,0-17,HS,KY,5,3
Female,Other,0-17,HS,LA,1,0
Female,Other,0-17,HS,ME,2,1
Female,Other,0-17,HS,MI,1,0
Female,Other,0-17,HS,MS,3,2
Female,Other,0-17,HS,MT,2,1
Female,Other,0-17,HS,NC,1,0
Female,Other,0-17,HS,ND,3,2
Female,Other,0-17,HS,NE,3,1
Female,Other,0-17,HS,NH,2,0
Female,Other,0-17,HS,NJ,1,0
Female,Other,0-17,HS,NM,1,1
Female,Other,0-17,HS,NV,2,1
Female,Other,0-17,HS,NY,1,1
Female,Other,0-17,HS,OR,1,1
Female,Other,0-17,HS,RI,1,1
Female,Other,0-17,HS,SC,1,0
Female,Other,0-17,HS,SD,3,1
Female,Other,0-17,HS,TN,5,2
Female,Other,0-17,HS,TX,2,0
Female,Other,0-17,HS,UT,5,5
Female,Other,0-17,HS,VI,1,1
Female,Other,0-17,No HS,CA,2,1
Female,Other,0-17,No HS,CO,3,1
Female,Other,0-17,No HS,CT,2,1
Female,Other,0-17,No HS,DE,3,2
Female,Other,0-17,No HS,FL,3,2
Female,Other,0-17,No HS,GA,1,1
Female,Other,0-17,No HS,HI,1,1
Female,Other,0-17,No HS,IA,1,0
Female,Other,0-17,No HS,ID,4,2
Female,Other,0-17,No HS,IL,2,1
Female,Other,0-17,No HS,IN,1,1
Female,Other,0-17,No HS,KS,1,0
Female,Other,0-17,No HS,LA,2,1
Female,Other,0-17,No HS,MA,3,3
Female,Other,0-17,No HS,MD,5,3
Female,Other,0-17,No HS,MI,2,2
Female,Other,0-17,No HS,MN,2,1
Female,Other,0-17,No HS,MO,1,1
Female,Other,0-17,No HS,MS,1,1
Female,Other,0-17,No HS,MT,1,0
Female,Other,0-17,No HS,NC,1,1
Female,Other,0-17,No HS,ND,2,0
Female,Other,0-17,No HS,NE,1,1
Female,Other,0-17,No HS,NH,1,1
Female,Other,0-17,No HS,NJ,1,1
Female,Other,0-17,No HS,NV,2,2
Female,Other,0-17,No HS,NY,3,3
Female,Other,0-17,No HS,OH,1,1
Female,Other,0-17,No HS,OK,2,2
Female,Other,0-17,No HS,PA,1,1
Female,Other,0-17,No HS,PR,1,1
Female,Other,0-17,No HS,RI,1,0
Female,Other,0-17,No HS,SC,2,0
Female,Other,0-17,No HS,SD,1,1
Female,Other,0-17,No HS,TN,2,0
Female,Other,0-17,No HS,UT,2,1
Female,Other,0-17,No HS,VA,3,3
Female,Other,0-17,No HS,VI,3,3
Female,Other,0-17,Post-Grad,CA,1,0
Female,Other,0-17,Post-Grad,CO,1,0
Female,Other,0-17,Post-Grad,CT,1,1
Female,Other,0-17,Post-Grad,DC,2,0
Female,Other,0-17,Post-Grad,FL,1,1
Female,Other,0-17,Post-Grad,GA,1,0
Female,Other,0-17,Post-Grad,GU,3,3
Female,Other,0-17,Post-Grad,HI,2,1
Female,Other,0-17,Post-Grad,IA,1,1
Female,Other,0-17,Post-Grad,ID,1,1
Female,Other,0-17,Post-Grad,KS,2,2
Female,Other,0-17,Post-Grad,KY,1,0
Female,Other,0-17,Post-Grad,LA,2,1
Female,Other,0-17,Post-Grad,MD,4,2
Female,Other,0-17,Post-Grad,ME,2,1
Female,Other,0-17,Post-Grad,MI,2,2
Female,Other,0-17,Post-Grad,MN,3,3
Female,Other,0-17,Post-Grad,MO,2,1
Female,Other,0-17,Post-Grad,MS,2,1
Female,Other,0-17,Post-Grad,MT,5,3
Female,Other,0-17,Post-Grad,NC,3,3
Female,Other,0-17,Post-Grad,ND,2,1
Female,Other,0-17,Post-Grad,NH,2,2
Female,Other,0-17,Post-Grad,NJ,1,1
Female,Other,0-17,Post-Grad,NV,2,1
Female,Other,0-17,Post-Grad,NY,2,2
Female,Other,0-17,Post-Grad,OH,1,1
Female,Other,0-17,Post-Grad,OK,1,0
Female,Other,0-17,Post-Grad,OR,1,0
Female,Other,0-17,Post-Grad,PR,1,0
Female,Other,0-17,Post-Grad,RI,1,1
Female,Other,0-17,Post-Grad,SC,1,1
Female,Other,0-17,Post-Grad,SD,1,1
Female,Other,0-17,Post-Grad,TX,1,1
Female,Other,0-17,Post-Grad,UT,2,1
Female,Other,0-17,Post-Grad,VA,2,2
Female,Other,0-17,Post-Grad,VI,1,1
Female,Other,0-17,Some College,CA,1,0
Female,Other,0-17,Some College,CO,3,2
Female,Other,0-17,Some College,CT,2,2
Female,Other,0-17,Some College,DC,2,1
Female,Other,0-17,Some College,DE,3,3
Female,Other,0-17,Some College,FL,1,0
Female,Other,0-17,Some College,GU,1,0
Female,Other,0-17,Some College,HI,1,0
Female,Other,0-17,Some College,IA,1,1
Female,Other,0-17,Some College,IL,1,1
Female,Other,0-17,Some College,IN,2,1
Female,Other,0-17,Some College,KS,1,0
Female,Other,0-17,Some College,KY,2,1
Female,Other,0-17,Some College,LA,2,2
Female,Other,0-17,Some College,MA,2,2
Female,Other,0-17,Some College,MD,2,2
Female,Other,0-17,Some College,ME,1,1
Female,Other,0-17,Some College,MI,1,1
Female,Other,0-17,Some College,MN,2,2
Female,Other,0-17,Some College,MO,2,0
Female,Other,0-17,Some College,MS,1,1
Female,Other,0-17,Some College,ND,3,0
Female,Other,0-17,Some College,NE,1,0
Female,Other,0-17,Some College,NH,2,0
Female,Other,0-17,Some College,NJ,2,1
Female,Other,0-17,Some College,NM,1,1
Female,Other,0-17,Some College,NV,1,1
Female,Other,0-17,Some College,NY,1,1
Female,Other,0-17,Some College,OH,3,1
Female,Other,0-17,Some College,OK,1,1
Female,Other,0-17,Some College,OR,1,1
Female,Other,0-17,Some College,PA,2,1
Female,Other,0-17,Some College,PR,1,1
Female,Other,0-17,Some College,RI,1,1
Female,Other,0-17,Some College,SD,2,2
Female,Other,0-17,Some College,TN,1,1
Female,Other,0-17,Some College,TX,7,6
Female,Other,0-17,Some College,UT,1,1
Female,Other,0-17,Some College,VI,1,1
Female,Other,18-34,4-Year College,CA,2,1
Female,Other,18-34,4-Year College,CO,2,0
Female,Other,18-34,4-Year College,CT,2,0
Female,Other,18-34,4-Year College,DE,1,1
Female,Other,18-34,4-Year College,GA,4,3
Female,Other,18-34,4-Year College,GU,2,1
Female,Other,18-34,4-Year College,HI,1,0
Female,Other,18-34,4-Year College,IL,1,1
Female,Other,18-34,4-Year College,KY,1,0
Female,Other,18-34,4-Year College,MD,2,0
Female,Other,18-34,4-Year College,ME,1,0
Female,Other,18-34,4-Year College,MO,2,1
Female,Other,18-34,4-Year College,MS,1,0
Female,Other,18-34,4-Year College,NC,3,1
Female,Other,18-34,4-Year College,ND,3,0
Female,Other,18-34,4-Year College,NH,3,1
Female,Other,18-34,4-Year College,NJ,2,0
Female,Other,18-34,4-Year College,NM,1,0
Female,Other,18-34,4-Year College,NY,1,0
Female,Other,18-34,4-Year College,OK,1,0
Female,Other,18-34,4-Year College,OR,1,0
Female,Other,18-34,4-Year College,RI,1,0
Female,Other,18-34,4-Year College,SD,1,0
Female,Other,18-34,4-Year College,TX,2,0
Female,Other,18-34,4-Year College,UT,1,0
Female,Other,18-34,4-Year College,VA,1,1
Female,Other,18-34,4-Year College,VI,1,1
Female,Other,18-34,HS,CA,1,0
Female,Other,18-34,HS,CO,1,0
Female,Other,18-34,HS,CT,4,2
Female,Other,18-34,HS,DC,1,0
Female,Other,18-34,HS,DE,3,0
Female,Other,18-34,HS,FL,1,0
Female,Other,18-34,HS,GA,3,3
Female,Other,18-34,HS,GU,1,0
Female,Other,18-34,HS,HI,1,1
Female,Other,18-34,HS,IA,1,1
Female,Other,18-34,HS,ID,2,1
Female,Other,18-34,HS,IL,1,1
Female,Other,18-34,HS,IN,2,0
Female,Other,18-34,HS,KS,2,1
Female,Other,18-34,HS,KY,1,1
Female,Other,18-34,HS,MA,1,0
Female,Other,18-34,HS,MD,2,1
Female,Other,18-34,HS,ME,8,3
Female,Other,18-34,HS,MI,3,1
Female,Other,18-34,HS,MN,2,1
Female,Other,18-34,HS,MO,2,0
Female,Other,18-34,HS,MS,3,2
Female,Other,18-34,HS,NH,1,1
Female,Other,18-34,HS,NJ,1,0
Female,Other,18-34,HS,NM,3,0
Female,Other,18-34,HS,NV,1,0
Female,Other,18-34,HS,NY,1,1
Female,Other,18-34,HS,OH,2,0
Female,Other,18-34,HS,OK,1,0
Female,Other,18-34,HS,PA,2,1
Female,Other,18-34,HS,PR,4,1
Female,Other,18-34,HS,RI,2,1
Female,Other,18-34,HS,SC,3,1
Female,Other,18-34,HS,SD,3,1
Female,Other,18-34,HS,TN,1,0
Female,Other,18-34,HS,TX,2,0
Female,Other,18-34,HS,VA,2,2
Female,Other,18-34,No HS,CO,1,1
Female,Other,18-34,No HS,CT,1,0
Female,Other,18-34,No HS,DC,3,3
Female,Other,18-34,No HS,DE,2,2
Female,Other,18-34,No HS,FL,1,1
Female,Other,18-34,No HS,GA,4,3
Female,Other,18-34,No HS,GU,3,2
Female,Other,18-34,No HS,IA,1,1
Female,Other,18-34,No HS,ID,1,1
Female,Other,18-34,No HS,IL,3,2
Female,Other,18-34,No HS,IN,4,1
Female,Other,18-34,No HS,KS,2,1
Female,Other,18-34,No HS,KY,1,0
Female,Other,18-34,No HS,MA,4,2
Female,Other,18-34,No HS,MD,1,0
Female,Other,18-34,No HS,MI,4,2
Female,Other,18-34,No HS,MO,2,1
Female,Other,18-34,No HS,MS,1,1
Female,Other,18-34,No HS,MT,2,2
Female,Other,18-34,No HS,NC,5,2
Female,Other,18-34,No HS,NH,2,2
Female,Other,18-34,No HS,NJ,1,1
Female,Other,18-34,No HS,NM,2,1
Female,Other,18-34,No HS,NV,2,0
Female,Other,18-34,No HS,NY,4,3
Female,Other,18-34,No HS,OH,1,0
Female,Other,18-34,No HS,OK,1,1
Female,Other,18-34,No HS,OR,4,3
Female,Other,18-34,No HS,PR,2,1
Female,Other,18-34,No HS,SC,2,0
Female,Other,18-34,No HS,SD,2,1
Female,Other,18-34,No HS,TN,2,1
Female,Other,18-34,No HS,TX,2,2
Female,Other,18-34,No HS,UT,1,1
Female,Other,18-34,No HS,VA,3,2
Female,Other,18-34,Post-Grad,CO,1,1
Female,Other,18-34,Post-Grad,CT,7,4
Female,Other,18-34,Post-Grad,DC,1,0
Female,Other,18-34,Post-Grad,FL,1,1
Female,Other,18-34,Post-Grad,GA,1,0
Female,Other,18-34,Post-Grad,GU,3,3
Female,Other,18-34,Post-Grad,HI,3,2
Female,Other,18-34,Post-Grad,IA,1,1
Female,Other,18-34,Post-Grad,ID,1,1
Female,Other,18-34,Post-Grad,IL,3,3
Female,Other,18-34,Post-Grad,IN,3,1
Female,Other,18-34,Post-Grad,KS,5,4
Female,Other,18-34,Post-Grad,KY,2,0
Female,Other,18-34,Post-Grad,LA,4,3
Female,Other,18-34,Post-Grad,MA,1,0
Female,Other,18-34,Post-Grad,MD,3,0
Female,Other,18-34,Post-Grad,ME,3,2
Female,Other,18-34,Post-Grad,MI,1,0
Female,Other,18-34,Post-Grad,NC,1,0
Female,Other,18-34,Post-Grad,ND,1,1
Female,Other,18-34,Post-Grad,NE,2,1
Female,Other,18-34,Post-Grad,NH,2,0
Female,Other,18-34,Post-Grad,NM,5,3
Female,Other,18-34,Post-Grad,NV,2,2
Female,Other,18-34,Post-Grad,NY,2,2
Female,Other,18-34,Post-Grad,OK,2,2
Female,Other,18-34,Post-Grad,OR,2,2
Female,Other,18-34,Post-Grad,PA,2,2
Female,Other,18-34,Post-Grad,SD,1,1
Female,Other,18-34,Post-Grad,TN,4,0
Female,Other,18-34,Post-Grad,TX,4,2
Female,Other,18-34,Post-Grad,UT,4,2
Female,Other,18-34,Post-Grad,VA,1,1
Female,Other,18-34,Some College,CA,1,0
Female,Other,18-34,Some College,CO,1,0
Female,Other,18-34,Some College,CT,2,1
Female,Other,18-34,Some College,DC,1,1
Female,Other,18-34,Some College,DE,1,0
Female,Other,18-34,Some College,GA,1,0
Female,Other,18-34,Some College,GU,2,2
Female,Other,18-34,Some College,HI,1,1
Female,Other,18-34,Some College,IA,2,1
Female,Other,18-34,Some College,IL,1,1
Female,Other,18-34,Some College,IN,1,1
Female,Other,18-34,Some College,KS,4,3
Female,Other,18-34,Some College,LA,1,0
Female,Other,18-34,Some College,MA,2,0
Female,Other,18-34,Some College,MD,4,1
Female,Other,18-34,Some College,ME,4,2
Female,Other,18-34,Some College,MI,1,0
Female,Other,18-34,Some College,MN,2,1
Female,Other,18-34,Some College,MO,3,2
Female,Other,18-34,Some College,MS,2,1
Female,Other,18-34,Some College,MT,2,2
Female,Other,18-34,Some College,NC,1,1
Female,Other,18-34,Some College,NE,1,1
Female,Other,18-34,Some College,NM,1,1
Female,Other,18-34,Some College,NY,3,2
Female,Other,18-34,Some College,OH,1,0
Female,Other,18-34,Some College,OK,1,1
Female,Other,18-34,Some College,OR,2,2
Female,Other,18-34,Some College,PA,1,1
Female,Other,18-34,Some College,RI,3,3
Female,Other,18-34,Some College,SD,1,0
Female,Other,18-34,Some College,TN,2,1
Female,Other,18-34,Some College,TX,4,1
Female,Other,18-34,Some College,UT,2,1
Female,Other,35-64,4-Year College,CA,2,1
Female,Other,35-64,4-Year College,CT,2,1
Female,Other,35-64,4-Year College,DE,1,0
Female,Other,35-64,4-Year College,FL,1,1
Female,Other,35-64,4-Year College,GA,2,1
Female,Other,35-64,4-Year College,GU,5,3
Female,Other,35-64,4-Year College,HI,2,0
Female,Other,35-64,4-Year College,ID,2,0
Female,Other,35-64,4-Year College,IL,2,1
Female,Other,35-64,4-Year College,IN,6,1
Female,Other,35-64,4-Year College,KS,3,1
Female,Other,35-64,4-Year College,LA,2,1
Female,Other,35-64,4-Year College,ME,2,0
Female,Other,35-64,4-Year College,MI,4,2
Female,Other,35-64,4-Year College,MO,1,0
Female,Other,35-64,4-Year College,MT,3,0
Female,Other,35-64,4-Year College,ND,2,1
Female,Other,35-64,4-Year College,NE,3,2
Female,Other,35-64,4-Year College,NH,4,1
Female,Other,35-64,4-Year College,NJ,3,0
Female,Other,35-64,4-Year College,NM,1,1
Female,Other,35-64,4-Year College,NV,1,1
Female,Other,35-64,4-Year College,NY,3,2
Female,Other,35-64,4-Year College,OK,3,1
Female,Other,35-64,4-Year College,OR,1,1
Female,Other,35-64,4-Year College,PR,2,0
Female,Other,35-64,4-Year College,SC,2,0
Female,Other,35-64,4-Year College,SD,3,1
Female,Other,35-64,4-Year College,TN,1,1
Female,Other,35-64,4-Year College,UT,1,1
Female,Other,35-64,4-Year College,VA,4,1
Female,Other,35-64,HS,CA,1,0
Female,Other,35-64,HS,CO,3,1
Female,Other,35-64,HS,DC,1,1
Female,Other,35-64,HS,DE,1,0
Female,Other,35-64,HS,FL,3,1
Female,Other,35-64,HS,IA,2,0
Female,Other,35-64,HS,ID,2,0
Female,Other,35-64,HS,IL,1,1
Female,Other,35-64,HS,IN,1,1
Female,Other,35-64,HS,KY,3,2
Female,Other,35-64,HS,LA,1,1
Female,Other,35-64,HS,MA,1,1
Female,Other,35-64,HS,ME,1,0
Female,Other,35-64,HS,MI,4,1
Female,Other,35-64,HS,MN,4,3
Female,Other,35-64,HS,MO,1,1
Female,Other,35-64,HS,MT,1,1
Female,Other,35-64,HS,NC,3,1
Female,Other,35-64,HS,ND,2,1
Female,Other,35-64,HS,NE,2,1
Female,Other,35-64,HS,NH,2,1
Female,Other,35-64,HS,NJ,1,1
Female,Other,35-64,HS,NM,1,0
Female,Other,35-64,HS,NV,1,1
Female,Other,35-64,HS,NY,2,2
Female,Other,35-64,HS,OK,4,4
Female,Other,35-64,HS,OR,5,1
Female,Other,35-64,HS,PA,1,1
Female,Other,35-64,HS,PR,2,0
Female,Other,35-64,HS,RI,1,1
Female,Other,35-64,HS,SD,2,1
Female,Other,35-64,HS,TN,3,2
Female,Other,35-64,HS,TX,2,1
Female,Other,35-64,HS,UT,3,2
Female,Other,35-64,HS,VI,1,1
Female,Other,35-64,No HS,CA,2,2
Female,Other,35-64,No HS,CO,2,0
Female,Other,35-64,No HS,CT,2,1
Female,Other,35-64,No HS,DC,1,0
Female,Other,35-64,No HS,DE,1,0
Female,Other,35-64,No HS,GA,1,1
Female,Other,35-64,No HS,GU,1,1
Female,Other,35-64,No HS,HI,1,1
Female,Other,35-64,No HS,IA,1,1
Female,Other,35-64,No HS,ID,2,0
Female,Other,35-64,No HS,IL,4,2
Female,Other,35-64,No HS,IN,1,0
Female,Other,35-64,No HS,KS,3,1
Female,Other,35-64,No HS,KY,2,2
Female,Other,35-64,No HS,LA,5,1
Female,Other,35-64,No HS,MA,1,1
Female,Other,35-64,No HS,MD,1,0
