sex,race,age,zip,county,state,outcome
Male,Other,79,34478,12083,FL,0.8317510375067291
Male,White,27,34477,12083,FL,0.9358535471343832
Female,Black,27,34474,12083,FL,-0.6366004939612733
Female,Black,66,34475,12083,FL,0.3644769758281655
Female,White,6,34476,12083,FL,0.8462849361859955
Male,Black,12,34480,12083,FL,0.14646590898409806
Female,White,74,34478,12083,FL,0.13752247769458076
Female,Black,9,34480,12083,FL,0.8159619995801064
Male,White,19,34482,12083,FL,0.7472106723826131
Female,Black,48,34476,12083,FL,-0.26014581668630465
Male,White,32,34477,12083,FL,0.5296682460181947
Female,Other,94,34474,12083,FL,-1.0711676116348163
Female,Black,0,34477,12083,FL,0.2295984672090043
Male,Black,96,34475,12083,FL,1.2923600993983966
Female,Black,92,34477,12083,FL,3.752849700856261
Male,White,94,34481,12083,FL,-0.9000364678569878
Male,Other,87,34476,12083,FL,2.042469714692286
Male,Other,29,34481,12083,FL,-0.17090163180804563
Female,White,7,34483,12083,FL,-2.648019243476533
Female,Other,86,34477,12083,FL,0.425601328803879
Male,White,14,34474,12083,FL,-2.5043330121483494
Male,White,70,34483,12083,FL,-0.7000826145703248
Female,Other,47,34482,12083,FL,2.6819388304348095
Female,Black,32,34480,12083,FL,1.0848419913839997
Male,Black,67,34483,12083,FL,-0.3307942348344099
Female,Other,7,34476,12083,FL,-0.4220433058029094
Male,Other,1,34475,12083,FL,-0.9653301240018873
Female,Black,20,34474,12083,FL,-1.2560811484816221
Male,White,67,34480,12083,FL,-0.8980071820522045
Female,Other,70,34478,12083,FL,1.3197571132005974
Female,White,74,34481,12083,FL,1.290889123252433
Female,Black,30,34483,12083,FL,-1.2615341380886687
Male,Black,74,34478,12083,FL,1.1984632491826255
Male,White,87,34482,12083,FL,-1.0755296974907491
Male,Other,28,34476,12083,FL,2.108488835951157
Male,Black,89,34483,12083,FL,-0.1988401839244206
Male,Black,33,34480,12083,FL,-0.005081884858319884
Female,Other,26,34474,12083,FL,-0.8065589976351983
Male,White,88,34475,12083,FL,-1.0672835074532698
Female,Black,34,34475,12083,FL,0.8107350883380562
Male,White,33,34474,12083,FL,-2.809349459280876
Female,Black,1,34476,12083,FL,-0.37541905241458734
Male,Other,69,34477,12083,FL,1.3957242406714059
Male,White,67,34477,12083,FL,-0.34339521781393517
Female,Other,16,34479,12083,FL,-0.008539872563469317
Male,White,84,34480,12083,FL,-1.0804850864795181
Female,Other,50,34479,12083,FL,0.997323306528827
Male,Other,36,34478,12083,FL,-1.1105352079059658
Male,Other,42,34474,12083,FL,-2.7605560962385725
Male,Other,49,34481,12083,FL,1.084423041883314
Female,Other,17,34482,12083,FL,2.6430429573104757
Male,White,65,34476,12083,FL,1.4113654728109926
Female,Black,5,34483,12083,FL,-1.391551581575963
Male,White,68,34479,12083,FL,-0.7590114373098872
Female,White,69,34482,12083,FL,0.4678896077452974
Male,Other,97,34483,12083,FL,-1.5390004919078475
Female,Other,99,34478,12083,FL,0.15649977418841554
Female,White,5,34482,12083,FL,-1.2331855773153968
Female,Other,35,34477,12083,FL,1.6495695119540568
Male,Other,9,34478,12083,FL,-0.5215426765265696
Male,Black,3,34479,12083,FL,-2.1308669211592863
Male,White,10,34475,12083,FL,-1.8929638253298018
Female,Other,77,34482,12083,FL,1.3456548112085214
Male,Other,91,34478,12083,FL,0.42067666245472324
Male,Black,86,34480,12083,FL,0.020618152380689647
Female,Other,66,34478,12083,FL,0.4973984737147331
Female,Other,99,34481,12083,FL,2.8996647196837153
Female,Other,88,34474,12083,FL,-1.335566780584423
Male,Other,73,34481,12083,FL,0.6641118268742504
Male,White,5,34481,12083,FL,-1.286748943135919
Female,Other,49,34482,12083,FL,-1.0641214553427203
Male,Other,62,34477,12083,FL,0.9408510599016998
Female,Other,65,34483,12083,FL,1.9150091990168514
Female,White,13,34481,12083,FL,-1.09539916616396
Female,White,19,34480,12083,FL,-0.44197131502466036
Female,Black,95,34474,12083,FL,-0.027711654418196757
Female,Black,35,34483,12083,FL,-0.10908679563877405
Male,Other,69,34478,12083,FL,-1.3490396016986987
Female,Other,38,34483,12083,FL,-0.6310463693870181
Male,Black,59,34483,12083,FL,-1.029303839541345
Female,Black,68,34475,12083,FL,0.9401648554663784
Male,Black,9,34483,12083,FL,-0.9401571909108208
Female,White,85,34481,12083,FL,0.8489083574101457
Female,White,67,34475,12083,FL,-1.321499153437073
Female,Black,70,34478,12083,FL,0.851263237340437
Female,Other,95,34477,12083,FL,1.3022280900357004
Male,White,29,34474,12083,FL,-1.1232715612782276
Male,Other,66,34483,12083,FL,1.0626021469121731
Male,White,36,34477,12083,FL,1.0262560079980625
Male,Black,36,34474,12083,FL,-0.8156496533232351
Male,Other,31,34475,12083,FL,0.547826119146459
Female,White,65,34474,12083,FL,-0.20797825993398034
Female,Other,97,34474,12083,FL,1.5721584264604136
Male,Other,9,34481,12083,FL,1.7607938085967236
Female,Black,76,34475,12083,FL,-1.134130191480891
Male,White,17,34475,12083,FL,-3.9336758230994535
Male,Black,1,34474,12083,FL,-3.0730467652354623
Female,Black,42,34483,12083,FL,-1.8447315952673418
Female,Black,34,34480,12083,FL,1.084742226282056
Female,Other,69,34479,12083,FL,0.586564179611158
Male,Other,8,34481,12083,FL,2.542337105651948
Male,Other,65,34476,12083,FL,0.4054893821129745
Male,Black,90,34474,12083,FL,-0.21925072681230978
Female,Black,78,34480,12083,FL,1.2774101902206023
Male,Other,83,34475,12083,FL,1.2655499240003998
Male,White,9,34480,12083,FL,0.21581477962677997
Male,White,71,34475,12083,FL,1.1281448956744828
Female,White,66,34475,12083,FL,-1.2385158766894762
Female,Black,67,34483,12083,FL,-1.3232832126502752
Male,White,8,34474,12083,FL,-2.4077854803059235
Male,Black,71,34481,12083,FL,1.5978994132939817
Female,Black,43,34477,12083,FL,0.8677220422978615
Female,Black,35,34475,12083,FL,-0.07529837525895766
Female,Black,2,34475,12083,FL,0.31671718666693316
Male,Other,80,34475,12083,FL,1.0638016030546158
Female,Other,13,34477,12083,FL,1.4719165465640007
Female,Other,36,34474,12083,FL,-1.4823262341598649
Male,White,56,34483,12083,FL,-2.0573396320971433
Male,Black,21,34482,12083,FL,0.9237862816605426
Female,Black,27,34476,12083,FL,2.8886613994412205
Female,Other,67,34477,12083,FL,0.9246963007805422
Female,Other,41,34478,12083,FL,2.66058135523279
Female,White,5,34479,12083,FL,-1.3109757543581377
Male,White,31,34482,12083,FL,1.3233923340976328
Male,Black,77,34479,12083,FL,-0.7463600280705958
Female,Black,91,34477,12083,FL,0.8058507600312657
Female,Black,67,34481,12083,FL,1.2466459041490152
Male,Other,4,34481,12083,FL,0.2983329030109661
Female,Black,15,34478,12083,FL,-2.4263472847288456
Male,Black,78,34475,12083,FL,1.2999927713999186
Female,Black,28,34481,12083,FL,2.968869075776105
Female,Other,30,34475,12083,FL,-0.7065502655445814
Female,Other,6,34482,12083,FL,0.4972617847866568
Male,Other,36,34479,12083,FL,0.4854570282959835
Male,Other,52,34479,12083,FL,-1.2433997577230125
Female,Other,2,34478,12083,FL,1.3152807753925098
Male,Black,86,34482,12083,FL,0.7867100956016552
Male,White,35,34479,12083,FL,-1.3248387901321537
Female,White,90,34475,12083,FL,-1.1024559663791558
Female,White,57,34482,12083,FL,0.4126494516344603
Male,White,75,34483,12083,FL,-2.080196994946249
Male,White,83,34479,12083,FL,-0.8572518054125604
Female,Other,11,34482,12083,FL,-0.07535978043151373
Male,Black,51,34479,12083,FL,-1.8625678941700432
Female,White,52,34483,12083,FL,-0.6849534724777501
Female,Other,95,34478,12083,FL,0.35480558034776877
Female,Other,82,34481,12083,FL,2.345850849387045
Female,White,45,34482,12083,FL,-0.4439943033875007
Female,White,8,34474,12083,FL,-0.6992091480610284
Male,Other,85,34476,12083,FL,0.9870052343600617
Male,Black,87,34483,12083,FL,-2.25715782170066
Male,White,15,34483,12083,FL,-0.6887532936840837
Male,Black,85,34474,12083,FL,-0.10302177076007774
Male,Black,19,34476,12083,FL,1.1980820283216742
Male,Black,81,34483,12083,FL,-1.2208509388836957
Female,Black,13,34479,12083,FL,-0.736214772458949
Male,Other,96,34482,12083,FL,1.171870992906015
Female,White,25,34478,12083,FL,0.8789510380955636
Female,Other,57,34478,12083,FL,-0.28908801357681335
Male,Black,46,34481,12083,FL,-0.4770818745913502
Female,White,9,34474,12083,FL,-2.7455005547017803
Female,Black,38,34477,12083,FL,0.2505532176096334
Male,Black,27,34481,12083,FL,0.6009411012758047
Male,Black,99,34478,12083,FL,1.0672276074377482
Male,Black,28,34478,12083,FL,0.49622859478879106
Female,Black,22,34480,12083,FL,0.8625219100074704
Female,Other,69,34481,12083,FL,0.45035390579824286
Female,White,73,34477,12083,FL,0.4734651138150646
Female,Black,69,34479,12083,FL,0.46549172175985254
Female,Other,1,34477,12083,FL,0.9022037747312197
Female,Other,31,34480,12083,FL,1.4973208473309976
Male,Black,81,34474,12083,FL,-0.9125572998208342
Male,Other,65,34480,12083,FL,0.04269728233181169
Female,Black,13,34479,12083,FL,-1.4255359622479036
Male,Other,100,34480,12083,FL,-0.6714954143760625
Male,Other,26,34481,12083,FL,1.2304547617549868
Female,White,26,34475,12083,FL,0.19542225336245722
Male,White,9,34475,12083,FL,-2.9639425002444697
Female,Black,67,34480,12083,FL,1.8299602947989584
Male,Black,55,34476,12083,FL,0.9331599309560322
Female,Black,93,34475,12083,FL,0.29562367574987497
Male,Black,70,34482,12083,FL,-1.9307560975223763
Male,Black,80,34482,12083,FL,-1.033277297380129
Male,Black,10,34474,12083,FL,-1.5963039610836327
Male,Other,98,34479,12083,FL,0.5595550567558321
Male,Other,22,34476,12083,FL,3.1255138503370006
Female,Black,86,34479,12083,FL,0.08972886572684388
Female,Black,29,34479,12083,FL,1.9503245855935767
Male,Black,8,34475,12083,FL,-1.315518481041923
Male,White,79,34480,12083,FL,1.2256840272645149
Female,Other,96,34476,12083,FL,0.590993913886872
Female,Other,86,34476,12083,FL,2.4924396057618905
Male,Black,68,34481,12083,FL,0.8636409184247973
Male,Other,57,34474,12083,FL,-1.0253101655634123
Female,Black,73,34476,12083,FL,2.4557850371301853
Female,White,96,34478,12083,FL,-0.014476057772282627
Female,White,96,34477,12083,FL,-0.6267661417547824
Male,Black,73,34482,12083,FL,-0.688674201096223
Female,Other,71,34482,12083,FL,2.993751282012985
Male,Black,85,34476,12083,FL,-0.6042518722944603
Male,White,30,34482,12083,FL,0.0010189523736602313
Female,Other,62,34482,12083,FL,-0.025556384852523317
Male,Black,70,34480,12083,FL,0.4770847914343467
Male,Black,90,34476,12083,FL,-0.648430417500639
Female,Black,48,34476,12083,FL,-1.0386637183323035
Female,Other,8,34481,12083,FL,2.2121415994028033
Male,Black,96,34476,12083,FL,2.2921489020880657
Female,Black,79,34482,12083,FL,1.8033857170097936
Female,Black,99,34479,12083,FL,-0.3859165833425255
Female,Black,74,34474,12083,FL,0.5731977299173632
Female,Other,15,34483,12083,FL,-0.4774474491575993
Female,Other,32,34482,12083,FL,0.9874546896432788
Female,White,48,34474,12083,FL,0.28668894224289065
Female,Black,67,34476,12083,FL,1.021613527604441
Female,Black,9,34483,12083,FL,-0.9457958609894415
Male,Other,46,34483,12083,FL,-0.7417797865369171
Male,Black,66,34478,12083,FL,-1.0733168811067597
Male,Black,60,34479,12083,FL,-1.815345190394651
Male,Black,68,34474,12083,FL,-0.7077251862829327
Female,White,14,34478,12083,FL,0.20908209397299893
Male,White,62,34481,12083,FL,-0.4883945400382768
Female,White,72,34476,12083,FL,0.21303251001597523
Male,Other,68,34480,12083,FL,1.6576980256035443
Male,Other,1,34477,12083,FL,0.746342780989333
Male,Black,94,34479,12083,FL,-1.3211700971257367
Female,Black,42,34476,12083,FL,-0.9690335897190057
Female,Black,11,34474,12083,FL,-0.7327436298052734
Female,Other,22,34480,12083,FL,0.9383684448008218
Male,Black,85,34482,12083,FL,0.5323865297286196
Female,White,34,34476,12083,FL,-0.7616735104105061
Female,Black,98,34478,12083,FL,1.2222839567220332
Female,White,33,34477,12083,FL,1.2075799509653056
Male,Black,34,34474,12083,FL,-0.20446118774633817
Female,White,69,34477,12083,FL,0.1501857109924787
Female,Black,66,34480,12083,FL,1.9706659737377592
Female,White,37,34478,12083,FL,2.5202502039938746
Male,White,12,34479,12083,FL,-0.9696879003395893
Male,Black,17,34478,12083,FL,0.20906744769631835
Female,White,95,34476,12083,FL,-1.0789149894676477
Male,Other,56,34475,12083,FL,0.6477797105176855
Female,White,31,34478,12083,FL,0.603790008837964
Female,White,72,34477,12083,FL,1.6050097658271079
Female,Black,11,34480,12083,FL,-2.3913820664409946
Female,Black,84,34476,12083,FL,-0.7843916507031323
Male,Black,21,34479,12083,FL,-0.17140293471101561
Male,White,68,34480,12083,FL,-0.037717144084563836
Male,Other,97,34481,12083,FL,1.3438475586381389
Female,Black,70,34479,12083,FL,0.41437200918561506
Female,Black,14,34478,12083,FL,-0.3607073583948036
Male,Black,38,34483,12083,FL,0.06236899838264176
Male,Other,3,34478,12083,FL,-1.2951510071335104
Male,Other,17,34483,12083,FL,0.9193165989158356
Male,White,76,34477,12083,FL,-0.8012113447811275
Female,Other,3,34482,12083,FL,1.079684987021275
Male,White,9,34479,12083,FL,-1.0385692604506638
Female,Black,72,34480,12083,FL,0.9395319096101893
Male,Other,0,34474,12083,FL,-2.9802953096378975
Male,Other,34,34477,12083,FL,0.14388687528965005
Male,White,29,34483,12083,FL,-1.4286881438387835
Female,White,20,34479,12083,FL,0.9239550174224498
Female,Black,68,34482,12083,FL,0.9813674071687621
Male,White,79,34478,12083,FL,-0.5378331247597455
Female,Black,6,34477,12083,FL,-1.9741340086186805
Male,Black,22,34483,12083,FL,-0.18417323213652634
Male,White,85,34480,12083,FL,-1.674502570514293
Male,Black,27,34474,12083,FL,-0.3579933889774206
Male,White,3,34477,12083,FL,-0.7941364128553713
Female,White,22,34483,12083,FL,-1.263790308060789
Male,White,73,34478,12083,FL,0.475938806190285
Male,White,34,34476,12083,FL,-0.19450686921699895
Female,White,15,34477,12083,FL,-0.5120645933687253
Female,Black,34,34483,12083,FL,0.36150896632149504
Female,Other,15,34483,12083,FL,-0.21532812221057035
Female,Black,25,34477,12083,FL,1.3607556574218895
Female,White,95,34478,12083,FL,0.1818399728400294
Male,Black,100,34481,12083,FL,0.2677783407130546
Male,Black,30,34478,12083,FL,2.031754074979831
Male,White,73,34483,12083,FL,-1.3138107547033435
Female,Black,22,34481,12083,FL,1.1170204641607113
Male,Black,85,34475,12083,FL,-1.6741509215969006
Male,White,19,34479,12083,FL,0.5561444045926281
Female,White,52,34480,12083,FL,-0.6147449124674768
Male,Other,93,34481,12083,FL,1.123368513042512
Male,Black,74,34478,12083,FL,0.3127921616720178
Male,Other,21,34483,12083,FL,-0.15990808317000973
Male,Black,70,34475,12083,FL,-0.23525292778879767
Female,White,39,34476,12083,FL,1.005703866159672
Male,Other,51,34480,12083,FL,0.7386727630762573
Male,Other,17,34474,12083,FL,-2.247121855083015
Male,White,73,34474,12083,FL,-0.14365890835523487
Female,Black,10,34483,12083,FL,-0.8179344266554103
Male,Other,94,34483,12083,FL,-0.9516943166572787
Male,White,60,34474,12083,FL,-3.6017608680740327
Female,Other,47,34476,12083,FL,0.755339323238408
Female,Other,10,34479,12083,FL,-0.7326908660411526
Female,White,80,34483,12083,FL,-0.016253206182092472
Female,White,10,34477,12083,FL,-1.261498003907912
Male,White,35,34478,12083,FL,-0.11631343566255994
Male,White,76,34478,12083,FL,-0.43895243494630337
Female,White,68,34475,12083,FL,-1.0950843434903694
Male,Black,82,34479,12083,FL,-1.3870785967638402
Male,Other,67,34479,12083,FL,0.5665490188713074
Female,Other,26,34478,12083,FL,1.0655076330133202
Female,Other,15,34474,12083,FL,0.19103065308457223
Female,Black,17,34477,12083,FL,0.06543285303418692
Female,White,17,34475,12083,FL,-3.336819813098946
Male,Other,68,34480,12083,FL,-0.18365121979688415
Male,White,10,34477,12083,FL,-0.40383189419248267
Female,Other,63,34475,12083,FL,-0.3171657921178715
Male,Other,1,34480,12083,FL,-1.096727315608383
Female,Other,54,34476,12083,FL,1.9211630335207306
Female,Other,68,34475,12083,FL,0.057784661736166226
Female,Other,55,34482,12083,FL,0.7142023699790399
Female,White,68,34477,12083,FL,1.376420429716056
Male,Black,57,34481,12083,FL,1.2422022932886074
Female,White,30,34480,12083,FL,-0.9845423732451231
Male,White,46,34478,12083,FL,0.3696055312976374
Male,White,22,34481,12083,FL,0.8030677426142909
Female,Other,89,34476,12083,FL,1.713322331675207
Male,Other,68,34477,12083,FL,0.5293697734434497
Female,White,90,34482,12083,FL,-0.5138207380641641
Female,White,82,34479,12083,FL,0.6212945202884423
Female,Black,11,34481,12083,FL,-1.3929402372554538
Female,Black,97,34479,12083,FL,0.14299788797259405
Female,White,8,34475,12083,FL,-3.0890140469984413
Male,White,39,34481,12083,FL,0.6584798783928462
Female,Black,46,34477,12083,FL,-0.6089751208732366
Male,Other,23,34482,12083,FL,-1.1591653958426396
Male,White,73,34483,12083,FL,-2.3236226864544416
Female,White,24,34483,12083,FL,-1.255478144084835
Female,White,26,34479,12083,FL,0.45958746966362823
Male,Other,39,34483,12083,FL,-0.46706824003199265
Female,White,30,34476,12083,FL,-0.43787915755723233
Male,Black,77,34477,12083,FL,-1.1863070578263477
Female,White,6,34481,12083,FL,0.4362918133759135
Male,White,49,34478,12083,FL,0.9758589244864769
Female,Black,15,34483,12083,FL,-1.4847441204657152
Male,White,0,34482,12083,FL,-2.321103894816708
Male,Black,88,34475,12083,FL,-0.05269455524967226
Female,Other,85,34475,12083,FL,0.29855292046465737
Male,Black,96,34482,12083,FL,0.9580304205053539
Male,Other,67,34476,12083,FL,1.1883960804665825
Female,Other,51,34475,12083,FL,0.6044101513866449
Female,Other,44,34478,12083,FL,0.20967952058713268
Male,Other,39,34476,12083,FL,1.5125128243642194
Female,Other,1,34479,12083,FL,1.6845145777685797
Male,Other,1,34479,12083,FL,-0.39828725858557673
Female,Black,49,34480,12083,FL,-0.9417880010189004
Female,Other,38,34483,12083,FL,0.7594725069965731
Male,Other,93,34474,12083,FL,-1.8713653521162699
Female,White,39,34482,12083,FL,-0.7696134208760436
Female,Black,26,34482,12083,FL,0.5736908211895198
Female,Other,73,34478,12083,FL,1.0232917158109833
Male,Black,66,34478,12083,FL,0.4937537419462765
Male,White,70,34479,12083,FL,0.6704662355198054
Male,Other,74,34480,12083,FL,-0.29551984476573634
Male,Other,70,34482,12083,FL,0.37628955663624647
Male,Other,35,34482,12083,FL,1.8869847279158323
Female,White,88,34480,12083,FL,-2.0909829256528876
Male,White,9,34482,12083,FL,-2.7061361021682675
Female,Black,1,34477,12083,FL,-0.6371608869393277
Male,White,4,34482,12083,FL,-1.9223013268885973
Male,Black,91,34475,12083,FL,-2.7579266750496645
Female,Other,70,34480,12083,FL,-0.8671886236250632
Male,Other,4,34479,12083,FL,-1.206714887587269
Female,White,26,34482,12083,FL,-1.3575384932083958
Male,White,28,34482,12083,FL,0.2119676752536126
Male,Black,70,34478,12083,FL,-1.2309321366617396
Male,Other,88,34478,12083,FL,0.7567448254866322
Female,Black,3,34480,12083,FL,-0.3292421148047806
Male,Other,45,34477,12083,FL,0.059181233630937635
Male,White,17,34475,12083,FL,-0.3840390949168746
Female,White,100,34475,12083,FL,-1.063004006735494
Male,Black,13,34480,12083,FL,-0.02120547797666794
Female,Other,10,34479,12083,FL,0.8932016598208458
Female,Other,71,34483,12083,FL,-0.5016414468117151
Male,White,23,34476,12083,FL,-1.3431089210606117
Female,Other,25,34476,12083,FL,2.186636473129705
Female,Other,72,34475,12083,FL,-1.4587654648710706
Female,Other,26,34478,12083,FL,0.6149519302232354
Female,Other,20,34480,12083,FL,-0.11536743978100394
Female,Black,93,34475,12083,FL,1.1462640449951231
Female,White,28,34477,12083,FL,-0.37518362665944627
Female,Other,99,34482,12083,FL,0.45711068390784776
Male,Other,19,34475,12083,FL,-1.1143610224209564
Female,Other,10,34482,12083,FL,-0.9340963949256835
Female,Other,32,34479,12083,FL,1.6382738949954458
Male,Other,58,34477,12083,FL,-0.9378927473721113
Male,Black,10,34477,12083,FL,-0.6052583678996437
Female,Other,56,34480,12083,FL,-1.6500076215872688
Male,Other,72,34478,12083,FL,0.3415160869612067
Female,Black,42,34479,12083,FL,-1.433575737339286
Female,Other,20,34476,12083,FL,0.3939844360019086
Female,Other,27,34483,12083,FL,-0.011610813563195932
Male,White,87,34477,12083,FL,-0.6763126463089442
Female,Other,13,34480,12083,FL,-0.20311273205995017
Male,Black,99,34483,12083,FL,-0.26969985997614343
Male,Black,14,34483,12083,FL,-0.6259161146680249
Female,Black,61,34483,12083,FL,-0.7836226834076097
Male,Other,69,34479,12083,FL,-0.9415767667313597
Male,Other,67,34474,12083,FL,-0.017093975130716366
Male,Black,24,34478,12083,FL,-0.6712480338158695
Female,White,7,34481,12083,FL,0.15958238297408311
Male,White,98,34476,12083,FL,-0.20913484660351317
Male,White,68,34481,12083,FL,-0.5088670651309039
Female,Other,66,34475,12083,FL,-0.9841954239715324
Female,Other,71,34478,12083,FL,2.2017692601895997
Male,Black,56,34474,12083,FL,1.0348374816771257
Female,White,26,34482,12083,FL,-0.7038957824186527
Female,White,57,34482,12083,FL,0.323023792535438
Female,Other,24,34480,12083,FL,-0.0989482795911858
Female,Black,79,34478,12083,FL,1.012426733447158
Male,Other,72,34482,12083,FL,1.8858890072240662
Female,White,87,34483,12083,FL,-2.588845652093698
Male,White,51,34483,12083,FL,-0.37668848067367144
Male,Other,12,34482,12083,FL,-0.18824080039629948
Male,Black,19,34483,12083,FL,-0.6931473456785947
Female,White,55,34483,12083,FL,-1.1782600081626966
Male,Black,35,34474,12083,FL,-0.8735729697941681
Female,White,99,34482,12083,FL,-0.5065353445579788
Female,Black,19,34477,12083,FL,1.0899408006379903
Male,Black,47,34477,12083,FL,-0.306462251864486
Female,White,27,34483,12083,FL,-1.2874322573162007
Male,White,74,34482,12083,FL,0.6145099952561013
Male,White,36,34474,12083,FL,-0.1607178533529009
Male,Black,0,34477,12083,FL,-1.1067779486858345
Male,White,16,34483,12083,FL,-2.47495967940188
Female,Black,72,34478,12083,FL,0.661275762140315
Male,Black,48,34475,12083,FL,0.10349491575008885
Male,Black,26,34478,12083,FL,0.2891006229992066
Male,Other,2,34482,12083,FL,1.331587841103153
Male,Other,75,34482,12083,FL,1.4396195014773572
Female,Black,54,34482,12083,FL,-0.1435302017552414
Male,Other,91,34480,12083,FL,-1.0845199056664465
Female,Other,67,34477,12083,FL,1.9181334823418696
Female,Other,23,34474,12083,FL,0.06527614601460957
Male,Other,63,34474,12083,FL,0.5083160613204298
Female,Black,13,34477,12083,FL,1.2523768341802983
Male,Other,52,34475,12083,FL,-0.06963487734813567
Male,Other,7,34481,12083,FL,-0.3620240414598271
Male,Other,35,34477,12083,FL,0.8157605310898146
Male,Other,3,34483,12083,FL,-2.492119488032668
Female,Black,8,34475,12083,FL,-1.6585108284195127
Female,Black,67,34483,12083,FL,0.7563592716906808
Female,Black,34,34476,12083,FL,0.6900284912578161
Female,Other,73,34477,12083,FL,0.4671417097039121
Male,Other,52,34476,12083,FL,1.4218330956056815
Female,White,9,34480,12083,FL,0.30770578433315454
Male,White,19,34482,12083,FL,-1.1977270638649333
Male,Black,49,34482,12083,FL,0.8740527333645296
Female,White,72,34481,12083,FL,2.0560006917149223
Male,White,67,34476,12083,FL,0.6109902612656106
Male,Other,95,34474,12083,FL,-1.950240738126403
Male,White,20,34475,12083,FL,-0.39471623133742106
Female,Other,6,34477,12083,FL,-1.063557407287349
Male,Other,39,34478,12083,FL,0.518828992480497
Female,Black,13,34480,12083,FL,-0.258973376106741
Female,Black,76,34480,12083,FL,-0.8658900690302245
Female,Other,52,34482,12083,FL,1.642628848363049
Female,Other,96,34476,12083,FL,1.7781663985629996
Female,Other,53,34477,12083,FL,1.217953435837576
Female,Black,74,34474,12083,FL,-0.1214864490950136
Female,Black,100,34476,12083,FL,0.32508650863380484
Male,White,92,34481,12083,FL,0.25917692265257414
Male,White,9,34481,12083,FL,-0.13933240661891322
Female,Other,74,34478,12083,FL,0.6768016130637753
Female,Black,93,34477,12083,FL,0.5993752765517517
Male,Other,18,34483,12083,FL,0.9405886281088239
Male,Other,34,34480,12083,FL,-0.2615198247471192
Female,Other,24,34478,12083,FL,1.8455927395788068
Female,Black,12,34482,12083,FL,-1.4992552289516967
Female,White,84,34476,12083,FL,-0.3178583470861987
Male,Other,93,34479,12083,FL,0.48306292612038215
Male,White,53,34476,12083,FL,-0.5120207241394725
Female,Other,73,34481,12083,FL,1.7025153033716114
Male,Black,64,34476,12083,FL,-0.5101814101156343
Male,Other,69,34477,12083,FL,2.583488719198246
Female,Other,66,34482,12083,FL,1.5785367023255414
Male,White,28,34482,12083,FL,-0.46468724381693294
Male,Other,93,34480,12083,FL,-0.3121890033368486
Male,Black,77,34477,12083,FL,0.3143188905959991
Male,White,22,34477,12083,FL,-1.3491290441358468
Male,White,90,34474,12083,FL,-1.862124595180593
Male,White,59,34482,12083,FL,-1.0871840153807235
Female,White,73,34479,12083,FL,-1.5335494810493728
Female,Other,84,34475,12083,FL,-0.4727849495728507
Male,Other,19,34476,12083,FL,0.5246270298940096
Male,Other,34,34482,12083,FL,-0.21102849857861355
Male,Other,100,34475,12083,FL,0.41259419430079536
Female,Other,34,34481,12083,FL,-0.40282478244705366
Female,Other,73,34482,12083,FL,0.5614653476707839
Male,Black,73,34474,12083,FL,-0.37182609366319797
Female,Other,12,34483,12083,FL,-1.274605613436012
Female,Other,25,34479,12083,FL,-1.6750395497627595
Female,Black,52,34478,12083,FL,0.005908190166043714
Male,Black,52,34481,12083,FL,0.3198272973940576
Male,Other,77,34477,12083,FL,0.8509560179205192
Female,White,1,34475,12083,FL,-0.3444231478499171
Male,White,17,34483,12083,FL,1.0403821039346495
Male,White,5,34476,12083,FL,0.8522771416882008
Male,White,25,34476,12083,FL,-0.8692681114951005
Male,Other,22,34480,12083,FL,-0.03144003383927574
Female,White,19,34475,12083,FL,-1.422625121433549
Male,Other,29,34483,12083,FL,-1.5219401986064383
Female,Black,3,34475,12083,FL,1.6698963383981344
Female,Black,14,34479,12083,FL,-2.8885458559965085
Female,White,33,34474,12083,FL,-0.5199056829476276
Female,White,36,34476,12083,FL,-0.6812188378171393
Female,Other,80,34481,12083,FL,0.40817676840714023
Male,Other,27,34478,12083,FL,0.8025045394459629
Female,Other,87,34480,12083,FL,1.0704580643207255
Female,White,68,34477,12083,FL,0.8348985150572162
Female,Other,17,34475,12083,FL,-0.45540312314290166
Male,Other,71,34479,12083,FL,-1.0764636151928937
Male,White,72,34474,12083,FL,-1.4143668601965764
Female,Other,5,34481,12083,FL,-0.4011733203550075
Male,Black,53,34479,12083,FL,-1.4481985079270019
Female,Other,41,34482,12083,FL,0.12242383405233337
Female,Black,17,34478,12083,FL,0.39774289993296696
Female,Other,36,34478,12083,FL,1.3617639842890674
Male,White,19,34479,12083,FL,-0.4178685912597215
Male,White,100,34481,12083,FL,0.47893977306793223
Female,Black,70,34476,12083,FL,0.9969715463824032
Female,Black,70,34475,12083,FL,-0.7468278475307779
Male,White,74,34476,12083,FL,-0.42920481404875843
Female,Black,64,34476,12083,FL,3.878274561010129
Female,Other,11,34483,12083,FL,-1.17159237361846
Female,White,52,34477,12083,FL,1.4433608310577009
Female,Black,84,34480,12083,FL,0.10506436755792378
Male,Black,43,34474,12083,FL,1.1844897162766164
Male,White,17,34475,12083,FL,-2.4178978635836783
Female,Other,13,34478,12083,FL,0.6140697342883206
Male,White,26,34475,12083,FL,0.23320205607061384
Female,Other,13,34480,12083,FL,0.6436067848029045
Male,Other,11,34475,12083,FL,-2.1920781902855095
Female,White,21,34477,12083,FL,0.26690240881388494
