sex,race,age,time,date,zip,county,state,outcome
Male,Black,14,12,2020-03-16,61875,17019,IL,3.6195612996849773
Female,White,67,1,2019-12-30,61873,17019,IL,6.25936138011355
Male,White,74,6,2020-02-03,61876,17045,IL,4.377490447243238
Female,White,69,9,2020-02-24,61874,17019,IL,5.06268937784374
Male,Other,27,2,2020-01-06,61876,17045,IL,2.8975488465903876
Female,Black,93,10,2020-03-02,61872,17019,IL,5.795436018474928
Male,Black,31,9,2020-02-24,61880,17019,IL,3.1528394921347336
Male,White,0,8,2020-02-17,61878,17019,IL,4.8858071245948755
Male,White,34,9,2020-02-24,61874,17019,IL,2.248756008326752
Female,Other,39,7,2020-02-10,61874,17019,IL,5.1678910511275165
Male,White,72,3,2020-01-13,61880,17019,IL,4.734147849631967
Female,White,66,9,2020-02-24,61872,17019,IL,6.336420545201244
Male,Black,68,4,2020-01-20,61880,17019,IL,3.771505564367004
Female,White,21,8,2020-02-17,61872,17019,IL,3.2955620543183564
Male,White,85,5,2020-01-27,61880,17019,IL,5.172765702139753
Male,White,32,3,2020-01-13,61874,17019,IL,3.4631401958595642
Female,Black,68,4,2020-01-20,61880,17019,IL,5.511526193092658
Female,Black,98,2,2020-01-06,61882,17039,IL,3.9603045670865376
Female,Black,10,8,2020-02-17,61876,17045,IL,3.362319422702083
Male,Other,67,8,2020-02-17,61877,17019,IL,5.546941878135872
Female,White,39,10,2020-03-02,61878,17019,IL,4.281540209997456
Female,White,62,11,2020-03-09,61882,17039,IL,2.7497611552818144
Female,Black,90,12,2020-03-16,61882,17039,IL,4.259586824927794
Female,White,14,5,2020-01-27,61877,17019,IL,4.001249064944949
Female,Black,42,10,2020-03-02,61877,17019,IL,1.7052187793997589
Female,Other,66,9,2020-02-24,61874,17019,IL,5.398063989285737
Male,White,58,4,2020-01-20,61882,17039,IL,4.84759489797591
Female,Black,98,6,2020-02-03,61871,17019,IL,4.638490760762405
Female,White,8,9,2020-02-24,61871,17019,IL,5.1350884376880686
Male,Other,2,3,2020-01-13,61878,17019,IL,6.6230702016441185
Female,Other,93,7,2020-02-10,61873,17019,IL,4.567684185892681
Female,Black,15,8,2020-02-17,61876,17045,IL,6.2068224992063
Female,White,15,10,2020-03-02,61878,17019,IL,5.749376687577065
Female,Other,65,11,2020-03-09,61873,17019,IL,4.668439723639312
Male,Other,60,9,2020-02-24,61876,17045,IL,3.364706447337575
Male,Black,75,10,2020-03-02,61877,17019,IL,4.261871955815042
Male,White,35,4,2020-01-20,61876,17045,IL,2.4755782719165875
Male,White,71,7,2020-02-10,61873,17019,IL,6.441444955683723
Male,Black,28,8,2020-02-17,61873,17019,IL,4.502357664114859
Male,White,15,12,2020-03-16,61871,17019,IL,4.511381434315706
Male,Other,12,8,2020-02-17,61871,17019,IL,7.041210757827241
Male,Other,22,4,2020-01-20,61874,17019,IL,4.971638563165925
Male,White,74,8,2020-02-17,61872,17019,IL,4.611487981642093
Male,Other,2,11,2020-03-09,61872,17019,IL,3.3287311576893934
Female,White,2,5,2020-01-27,61871,17019,IL,3.9644609479415607
Male,Other,81,6,2020-02-03,61871,17019,IL,2.0166693092993797
Female,Black,93,6,2020-02-03,61880,17019,IL,5.256979502627498
Female,Black,30,10,2020-03-02,61882,17039,IL,3.7184628634929067
Male,Black,16,5,2020-01-27,61871,17019,IL,5.199862460663593
Female,Other,21,7,2020-02-10,61876,17045,IL,2.9037008954140364
Male,White,66,5,2020-01-27,61872,17019,IL,4.748791667364354
Male,Other,82,8,2020-02-17,61871,17019,IL,4.297516574534717
Female,Black,55,1,2019-12-30,61875,17019,IL,3.639699572675663
Female,Other,17,1,2019-12-30,61873,17019,IL,4.943611305093165
Male,White,80,2,2020-01-06,61876,17045,IL,3.7249398040428803
Male,Other,33,9,2020-02-24,61877,17019,IL,2.2944611822615997
Male,Black,13,11,2020-03-09,61874,17019,IL,3.95615347990038
Female,Other,3,10,2020-03-02,61880,17019,IL,4.531555594188649
Female,White,28,11,2020-03-09,61875,17019,IL,1.7909652878719413
Male,White,26,1,2019-12-30,61877,17019,IL,3.5798507760494696
Female,Black,96,12,2020-03-16,61878,17019,IL,6.4343661662472496
Female,Other,28,5,2020-01-27,61880,17019,IL,5.936297711511997
Female,White,0,11,2020-03-09,61876,17045,IL,3.4198715545169742
Male,Other,65,2,2020-01-06,61873,17019,IL,3.4885143964903325
Female,Other,28,6,2020-02-03,61877,17019,IL,4.246598732466967
Female,White,21,6,2020-02-03,61880,17019,IL,4.391082183036275
Female,Other,23,4,2020-01-20,61878,17019,IL,7.095258240731543
Female,Black,19,3,2020-01-13,61874,17019,IL,2.5440195162754544
Female,Other,0,5,2020-01-27,61873,17019,IL,6.474456666896361
Female,Black,68,2,2020-01-06,61877,17019,IL,5.059171625390522
Female,Other,72,8,2020-02-17,61874,17019,IL,5.925867180625486
Female,Other,58,3,2020-01-13,61871,17019,IL,4.692101967442306
Female,Other,52,8,2020-02-17,61873,17019,IL,3.029749722853084
Female,Other,30,1,2019-12-30,61875,17019,IL,5.543434944161309
Female,Other,95,8,2020-02-17,61880,17019,IL,4.982961581229761
Male,Black,10,2,2020-01-06,61882,17039,IL,2.0956994448840676
Male,Other,28,12,2020-03-16,61875,17019,IL,7.1189676596972316
Female,Black,23,5,2020-01-27,61871,17019,IL,4.274475845385668
Male,White,88,9,2020-02-24,61872,17019,IL,5.375077819047084
Female,Other,71,7,2020-02-10,61880,17019,IL,6.213590473084802
Male,White,27,2,2020-01-06,61880,17019,IL,4.1191539573205835
Female,White,95,12,2020-03-16,61876,17045,IL,4.299066942392761
Male,White,16,5,2020-01-27,61874,17019,IL,4.652403978427792
Male,White,26,3,2020-01-13,61872,17019,IL,5.235626762364655
Female,Other,39,12,2020-03-16,61878,17019,IL,5.082775813741
Female,Black,94,3,2020-01-13,61871,17019,IL,6.195210671191039
Male,White,70,4,2020-01-20,61874,17019,IL,4.842274615857432
Male,White,40,10,2020-03-02,61882,17039,IL,3.803152480843791
Male,Other,98,8,2020-02-17,61872,17019,IL,4.5163020723934775
Female,Black,71,10,2020-03-02,61871,17019,IL,7.2575572798976165
Female,Black,65,6,2020-02-03,61871,17019,IL,6.047223151488719
Female,White,69,11,2020-03-09,61871,17019,IL,5.7847462611992
Female,Other,85,8,2020-02-17,61876,17045,IL,2.727686538081352
Male,Other,97,11,2020-03-09,61875,17019,IL,3.667900343712824
Male,Other,57,7,2020-02-10,61876,17045,IL,3.684108788439775
Female,Black,5,11,2020-03-09,61871,17019,IL,6.167860524888013
Female,White,70,1,2019-12-30,61882,17039,IL,6.360780271464884
Male,Other,24,7,2020-02-10,61873,17019,IL,5.568837224670811
Female,Other,59,8,2020-02-17,61873,17019,IL,2.6649411030625156
Female,Black,27,5,2020-01-27,61873,17019,IL,5.537833230444632
Female,Other,66,10,2020-03-02,61871,17019,IL,9.35685462629056
Male,White,34,3,2020-01-13,61873,17019,IL,4.036199908713508
Male,White,74,2,2020-01-06,61873,17019,IL,5.781981904488076
Male,Other,28,9,2020-02-24,61877,17019,IL,4.556201418797459
Female,Black,76,4,2020-01-20,61874,17019,IL,5.5595883917371935
Female,Black,65,7,2020-02-10,61880,17019,IL,3.919865629024704
Female,Black,99,11,2020-03-09,61872,17019,IL,5.670822089954809
Female,Black,49,5,2020-01-27,61877,17019,IL,3.662391075585929
Male,Black,66,2,2020-01-06,61874,17019,IL,6.348771920355401
Female,Black,90,3,2020-01-13,61878,17019,IL,5.849029855600337
Female,White,66,8,2020-02-17,61874,17019,IL,6.8036622284783626
Male,Other,2,11,2020-03-09,61878,17019,IL,5.058880454555589
Female,White,2,1,2019-12-30,61872,17019,IL,6.42410373926091
Female,White,97,9,2020-02-24,61874,17019,IL,5.286183807171122
Female,Black,7,6,2020-02-03,61880,17019,IL,2.4636831524439153
Female,White,57,2,2020-01-06,61871,17019,IL,5.64092009023794
Male,White,1,11,2020-03-09,61873,17019,IL,4.5940638345415845
Male,White,45,5,2020-01-27,61878,17019,IL,3.964413314801956
Female,White,75,3,2020-01-13,61873,17019,IL,4.338661367887551
Female,Other,22,8,2020-02-17,61874,17019,IL,6.000880087840041
Female,Black,16,10,2020-03-02,61874,17019,IL,1.70493029621869
Male,Black,27,6,2020-02-03,61878,17019,IL,5.928705629867839
Female,Black,12,11,2020-03-09,61875,17019,IL,4.605368400950179
Male,Other,38,10,2020-03-02,61871,17019,IL,5.041267162119295
Male,Black,4,5,2020-01-27,61871,17019,IL,4.773708294025122
Female,Black,27,8,2020-02-17,61878,17019,IL,5.234963414892187
Male,White,13,5,2020-01-27,61880,17019,IL,3.718549962533925
Male,White,81,6,2020-02-03,61877,17019,IL,1.7923907585851675
Female,Black,10,8,2020-02-17,61877,17019,IL,4.955413192219838
Female,Other,73,7,2020-02-10,61874,17019,IL,8.487624450569534
Female,White,0,12,2020-03-16,61871,17019,IL,4.487161671215823
Male,Other,87,12,2020-03-16,61878,17019,IL,5.267073051154816
Male,White,36,5,2020-01-27,61878,17019,IL,5.1226273784069605
Male,White,74,1,2019-12-30,61882,17039,IL,5.74697879693109
Male,Black,65,3,2020-01-13,61871,17019,IL,5.844718117791628
Male,Other,47,10,2020-03-02,61875,17019,IL,3.481180707571025
Female,Other,48,8,2020-02-17,61872,17019,IL,3.5715218121786907
Female,Black,53,3,2020-01-13,61871,17019,IL,2.65530388627306
Female,White,1,6,2020-02-03,61875,17019,IL,4.135589582245742
Female,Other,23,12,2020-03-16,61877,17019,IL,5.242364311880641
Male,Black,36,9,2020-02-24,61873,17019,IL,4.542406502162988
Male,White,22,12,2020-03-16,61877,17019,IL,2.570238649006532
Male,White,91,6,2020-02-03,61882,17039,IL,5.3859213441310505
Male,White,5,2,2020-01-06,61871,17019,IL,3.9559225171672554
Female,Other,90,9,2020-02-24,61880,17019,IL,6.074088916306739
Male,White,33,5,2020-01-27,61878,17019,IL,4.959944876108375
Male,Black,66,8,2020-02-17,61873,17019,IL,3.626798329385954
Female,Other,73,6,2020-02-03,61872,17019,IL,7.313463543124773
Female,Other,73,1,2019-12-30,61871,17019,IL,7.329394765186457
Male,Other,69,12,2020-03-16,61871,17019,IL,6.526768898482551
Female,Other,55,1,2019-12-30,61877,17019,IL,5.324733294719398
Male,Other,70,8,2020-02-17,61875,17019,IL,4.831188455275037
Male,Black,50,11,2020-03-09,61877,17019,IL,3.277210975488271
Female,White,21,9,2020-02-24,61872,17019,IL,4.17330184558833
Male,White,73,12,2020-03-16,61872,17019,IL,5.687426527868457
Male,Other,10,7,2020-02-10,61871,17019,IL,4.07542381929799
Male,White,32,1,2019-12-30,61878,17019,IL,4.771094113590642
Male,Other,23,5,2020-01-27,61873,17019,IL,3.1603261324805922
Male,Black,72,2,2020-01-06,61874,17019,IL,6.27029188289516
Male,Other,85,5,2020-01-27,61875,17019,IL,4.8385498958033075
Female,White,92,12,2020-03-16,61880,17019,IL,3.252628564526563
Female,Other,0,3,2020-01-13,61872,17019,IL,4.567938971522085
Male,Other,24,9,2020-02-24,61876,17045,IL,5.645630770042272
Male,Other,100,8,2020-02-17,61871,17019,IL,5.412433429961373
Male,White,73,5,2020-01-27,61876,17045,IL,5.763862467967609
Female,White,7,10,2020-03-02,61876,17045,IL,3.978960756676724
Male,Other,83,10,2020-03-02,61873,17019,IL,2.495606558049942
Female,White,71,2,2020-01-06,61875,17019,IL,4.633903178087973
Male,Other,65,5,2020-01-27,61872,17019,IL,5.650792758889667
Female,White,10,11,2020-03-09,61874,17019,IL,4.029072083893228
Female,Other,57,10,2020-03-02,61871,17019,IL,4.436622090672735
Female,Black,68,4,2020-01-20,61880,17019,IL,5.898690632673189
Male,Other,1,4,2020-01-20,61873,17019,IL,4.762290635231728
Female,Black,38,4,2020-01-20,61872,17019,IL,4.187811634815256
Male,Black,33,4,2020-01-20,61871,17019,IL,4.7946915517097555
Female,Black,96,6,2020-02-03,61874,17019,IL,4.927929248694473
Female,Other,92,3,2020-01-13,61871,17019,IL,4.362281697121676
Female,Other,85,2,2020-01-06,61878,17019,IL,5.890447103283171
Female,Black,62,10,2020-03-02,61880,17019,IL,4.1313495734611605
Male,Black,59,3,2020-01-13,61876,17045,IL,1.9828429739513815
Male,Black,10,1,2019-12-30,61873,17019,IL,1.3203350442118418
Male,Other,65,8,2020-02-17,61876,17045,IL,4.675975287113221
Male,White,72,7,2020-02-10,61877,17019,IL,5.0910641749397705
Male,Other,20,2,2020-01-06,61871,17019,IL,4.992273405531471
Female,Other,45,10,2020-03-02,61871,17019,IL,5.339028639842632
Male,Black,72,9,2020-02-24,61878,17019,IL,6.354364761839071
Female,White,29,3,2020-01-13,61882,17039,IL,4.132989474980034
Male,White,37,10,2020-03-02,61877,17019,IL,2.187584292996991
Female,White,84,6,2020-02-03,61880,17019,IL,5.303805045697841
Male,Other,59,8,2020-02-17,61874,17019,IL,2.8494052894564805
Male,White,0,8,2020-02-17,61872,17019,IL,3.4025739811297377
Female,White,31,5,2020-01-27,61876,17045,IL,3.4718382483024093
Female,Other,34,6,2020-02-03,61872,17019,IL,5.0145815462581265
Female,Other,49,6,2020-02-03,61876,17045,IL,1.8573719384705243
Male,White,82,12,2020-03-16,61878,17019,IL,4.91730788023401
Female,Black,85,3,2020-01-13,61875,17019,IL,6.625464742199247
Male,Other,92,6,2020-02-03,61873,17019,IL,4.736998766905926
Female,Other,44,3,2020-01-13,61873,17019,IL,4.566385727874413
Male,Other,18,11,2020-03-09,61874,17019,IL,5.963705579746397
Female,Other,49,4,2020-01-20,61874,17019,IL,5.908819256906757
Male,Black,86,8,2020-02-17,61875,17019,IL,5.136281313262415
Male,Black,44,5,2020-01-27,61872,17019,IL,4.004143795713914
Male,White,45,8,2020-02-17,61877,17019,IL,0.8337048136767276
Male,Black,67,12,2020-03-16,61878,17019,IL,5.869503987411505
Male,Black,73,7,2020-02-10,61877,17019,IL,4.589663313920886
Male,Black,46,1,2019-12-30,61878,17019,IL,4.660889271244564
Male,White,96,11,2020-03-09,61876,17045,IL,2.359768209906841
Male,White,17,11,2020-03-09,61875,17019,IL,3.057801069341954
Female,White,98,2,2020-01-06,61872,17019,IL,3.9136205052574953
Male,Other,23,11,2020-03-09,61872,17019,IL,4.5749634674396065
Female,Other,33,10,2020-03-02,61874,17019,IL,5.128324095669334
Female,Black,59,2,2020-01-06,61877,17019,IL,3.4015782029321455
Male,White,70,3,2020-01-13,61882,17039,IL,5.144147169149014
Female,White,69,10,2020-03-02,61878,17019,IL,6.089025012836535
Female,Black,43,6,2020-02-03,61875,17019,IL,3.7096721400550834
Male,Black,63,4,2020-01-20,61882,17039,IL,2.193230843991194
Female,Black,34,8,2020-02-17,61872,17019,IL,5.331035922836244
Female,Other,22,1,2019-12-30,61873,17019,IL,5.215774281602218
Female,Other,70,12,2020-03-16,61882,17039,IL,4.349999318740495
Female,Other,11,2,2020-01-06,61874,17019,IL,4.485170017132005
Female,White,3,3,2020-01-13,61882,17039,IL,4.24816644102726
Male,White,99,2,2020-01-06,61880,17019,IL,5.133377434288052
Female,White,0,11,2020-03-09,61877,17019,IL,2.3935667260876596
Female,Black,33,2,2020-01-06,61880,17019,IL,2.73626323970838
Female,White,68,12,2020-03-16,61875,17019,IL,7.041104156847478
Female,Other,40,12,2020-03-16,61882,17039,IL,4.4874775760643475
Male,White,74,3,2020-01-13,61874,17019,IL,4.806088750177172
Female,Other,30,11,2020-03-09,61874,17019,IL,5.0175255340873575
Male,Black,9,5,2020-01-27,61873,17019,IL,4.447746496902237
Male,White,65,11,2020-03-09,61872,17019,IL,3.7698015300695573
Female,Other,96,1,2019-12-30,61876,17045,IL,4.03834782786543
Male,Other,25,8,2020-02-17,61873,17019,IL,4.306407296819846
Male,Black,90,2,2020-01-06,61882,17039,IL,3.854946703051564
Female,Other,69,7,2020-02-10,61873,17019,IL,6.62718727228815
Male,Black,35,11,2020-03-09,61875,17019,IL,2.2255867113706613
Female,White,51,9,2020-02-24,61876,17045,IL,3.131529910429256
Female,Black,3,1,2019-12-30,61876,17045,IL,2.414610824522915
Female,White,24,5,2020-01-27,61882,17039,IL,3.721957663517969
Female,Black,14,1,2019-12-30,61878,17019,IL,4.900585012121751
Female,Black,68,11,2020-03-09,61872,17019,IL,6.0407809079099595
Female,Other,11,2,2020-01-06,61876,17045,IL,4.496900732591239
Male,Black,70,7,2020-02-10,61877,17019,IL,3.385486455949279
Male,Other,29,5,2020-01-27,61873,17019,IL,4.75976151664875
Male,Black,34,6,2020-02-03,61882,17039,IL,3.6993631877608992
Male,White,60,1,2019-12-30,61877,17019,IL,2.0396001262281054
Female,Black,88,2,2020-01-06,61873,17019,IL,4.741901415207275
Female,Other,24,8,2020-02-17,61872,17019,IL,3.3783629705392597
Male,White,39,11,2020-03-09,61876,17045,IL,3.9503270676990545
Female,White,89,5,2020-01-27,61874,17019,IL,4.507097522800842
Female,Other,1,11,2020-03-09,61876,17045,IL,2.7192292476223248
Female,Other,72,11,2020-03-09,61877,17019,IL,5.602125622375924
Male,White,69,10,2020-03-02,61871,17019,IL,6.854293240200665
Male,Black,29,4,2020-01-20,61877,17019,IL,4.191323047905604
Female,Black,59,4,2020-01-20,61876,17045,IL,2.31468602474314
Male,Other,3,5,2020-01-27,61875,17019,IL,3.174313574132853
Male,White,37,6,2020-02-03,61872,17019,IL,2.8175200418123336
Female,Black,73,5,2020-01-27,61880,17019,IL,7.233493463806563
Male,Black,4,12,2020-03-16,61875,17019,IL,3.0860669858462177
Female,Black,69,11,2020-03-09,61877,17019,IL,6.4936415466443504
Male,Other,65,2,2020-01-06,61880,17019,IL,4.728602320717592
Male,Black,56,10,2020-03-02,61880,17019,IL,3.2723390301514828
Female,White,99,5,2020-01-27,61882,17039,IL,5.4243349278391655
Male,White,57,12,2020-03-16,61882,17039,IL,3.452015310284216
Male,Black,28,6,2020-02-03,61877,17019,IL,2.155636993345638
Male,Black,84,6,2020-02-03,61873,17019,IL,3.748143118264537
Female,White,43,10,2020-03-02,61875,17019,IL,5.006181036534757
Male,White,60,8,2020-02-17,61878,17019,IL,5.722797499344668
Female,Other,41,8,2020-02-17,61874,17019,IL,2.384992102301471
Male,White,71,8,2020-02-17,61872,17019,IL,4.190002824335078
Male,Other,55,12,2020-03-16,61872,17019,IL,4.160805667612355
Female,Other,72,6,2020-02-03,61877,17019,IL,5.062970219061914
Male,Other,69,5,2020-01-27,61871,17019,IL,4.897209418038582
Male,Other,42,9,2020-02-24,61880,17019,IL,4.791175104880802
Male,Other,71,1,2019-12-30,61871,17019,IL,4.797263765569896
Male,Other,35,1,2019-12-30,61876,17045,IL,2.2771137840793263
Female,White,47,12,2020-03-16,61871,17019,IL,2.411881221524851
Male,Other,20,4,2020-01-20,61878,17019,IL,5.7151481747422315
Male,Black,1,3,2020-01-13,61875,17019,IL,4.292093229345316
Male,Other,87,4,2020-01-20,61873,17019,IL,4.184327163827474
Female,White,15,1,2019-12-30,61875,17019,IL,5.383479669135976
Male,Other,73,5,2020-01-27,61874,17019,IL,5.886461453483469
Female,Black,74,7,2020-02-10,61882,17039,IL,4.751911673651848
Female,Other,65,5,2020-01-27,61874,17019,IL,6.682610884731408
Male,Other,16,6,2020-02-03,61877,17019,IL,5.033338377499236
Male,Black,71,6,2020-02-03,61880,17019,IL,6.543173702855402
Male,White,66,9,2020-02-24,61880,17019,IL,6.6855319838373575
Male,Black,47,7,2020-02-10,61874,17019,IL,2.096047134493644
Male,White,49,2,2020-01-06,61873,17019,IL,3.954403073783212
Female,Black,52,7,2020-02-10,61873,17019,IL,2.675505392711961
Female,White,30,9,2020-02-24,61871,17019,IL,5.612796362031242
Male,White,73,3,2020-01-13,61874,17019,IL,4.040237375372923
Female,Black,84,1,2019-12-30,61872,17019,IL,5.399443640973587
Male,White,14,4,2020-01-20,61876,17045,IL,2.6160327341702416
Male,Other,71,10,2020-03-02,61882,17039,IL,4.579656994218486
Female,White,5,1,2019-12-30,61872,17019,IL,4.892677543949006
Male,Black,30,4,2020-01-20,61873,17019,IL,3.7485283034507666
Female,Other,68,8,2020-02-17,61878,17019,IL,7.996478700551242
Female,Black,58,12,2020-03-16,61872,17019,IL,3.32147219716177
Male,White,89,2,2020-01-06,61880,17019,IL,4.134652958366579
Female,Black,73,10,2020-03-02,61871,17019,IL,5.91846669740466
Male,White,86,4,2020-01-20,61871,17019,IL,4.4036216169143865
Male,Other,4,11,2020-03-09,61872,17019,IL,4.517891171940518
Male,Black,74,3,2020-01-13,61875,17019,IL,6.4255199917155075
Male,White,60,1,2019-12-30,61882,17039,IL,2.082773178534946
Female,White,14,7,2020-02-10,61872,17019,IL,3.330645408886573
Female,Black,69,8,2020-02-17,61882,17039,IL,3.7857415256836022
Male,Other,27,7,2020-02-10,61871,17019,IL,4.667494543536814
Male,White,61,12,2020-03-16,61872,17019,IL,3.389086035713568
Female,White,83,10,2020-03-02,61880,17019,IL,2.9884070002987966
Female,Other,66,9,2020-02-24,61873,17019,IL,4.965580739558867
Male,Other,9,1,2019-12-30,61877,17019,IL,2.327682589842054
Female,Other,81,2,2020-01-06,61876,17045,IL,5.36639382859846
Female,White,18,2,2020-01-06,61873,17019,IL,3.317356681937419
Male,Black,70,10,2020-03-02,61871,17019,IL,4.708853848188761
Female,Black,95,9,2020-02-24,61880,17019,IL,3.988288977370469
Male,Black,77,4,2020-01-20,61874,17019,IL,4.733306187779475
Male,Black,85,2,2020-01-06,61874,17019,IL,2.6286006788741387
Male,White,2,9,2020-02-24,61878,17019,IL,5.423774742585296
Female,Black,22,10,2020-03-02,61871,17019,IL,5.584871657680064
Male,Black,79,3,2020-01-13,61880,17019,IL,4.497388605084592
Male,White,20,4,2020-01-20,61882,17039,IL,3.783123804970589
Male,White,66,4,2020-01-20,61876,17045,IL,4.905863062475708
Female,Other,23,10,2020-03-02,61876,17045,IL,4.204023074299686
Male,Black,37,8,2020-02-17,61872,17019,IL,2.659145088160537
Male,Black,4,7,2020-02-10,61876,17045,IL,3.159601646963992
Female,White,73,9,2020-02-24,61878,17019,IL,6.548898225442298
Male,White,75,3,2020-01-13,61874,17019,IL,2.4117377098381354
Female,Other,38,3,2020-01-13,61880,17019,IL,3.252149950538917
Female,Other,25,8,2020-02-17,61875,17019,IL,5.944934183361106
Female,White,91,5,2020-01-27,61873,17019,IL,3.571986258428328
Male,White,65,5,2020-01-27,61873,17019,IL,3.255431982539113
Female,White,7,9,2020-02-24,61873,17019,IL,4.597166582722966
Female,Other,65,12,2020-03-16,61871,17019,IL,7.900812056243938
Female,White,12,11,2020-03-09,61873,17019,IL,4.2846314188749
Male,Black,56,9,2020-02-24,61871,17019,IL,2.9482414895537197
Male,Black,20,6,2020-02-03,61875,17019,IL,5.176345216408839
Male,White,61,6,2020-02-03,61876,17045,IL,0.8390570901202106
Male,Black,93,12,2020-03-16,61875,17019,IL,5.429968390984709
Female,White,78,12,2020-03-16,61882,17039,IL,4.508163580641061
Female,Other,40,9,2020-02-24,61877,17019,IL,4.61746992403807
Female,Black,25,11,2020-03-09,61882,17039,IL,4.480957389962064
Female,Black,12,1,2019-12-30,61871,17019,IL,5.573407660170141
Male,Other,98,8,2020-02-17,61872,17019,IL,5.553369939623939
Male,Black,74,10,2020-03-02,61882,17039,IL,5.6045829168379955
Male,White,25,3,2020-01-13,61875,17019,IL,4.802244841513705
Female,Other,79,2,2020-01-06,61873,17019,IL,6.601491919243525
Female,Other,10,12,2020-03-16,61875,17019,IL,4.646432845320872
Female,White,34,11,2020-03-09,61872,17019,IL,5.5886329346579195
Male,Other,80,7,2020-02-10,61871,17019,IL,5.964581727824084
Male,Other,11,11,2020-03-09,61880,17019,IL,4.872334847670753
Male,Black,20,3,2020-01-13,61874,17019,IL,3.6252804207628246
Male,Other,74,9,2020-02-24,61882,17039,IL,5.868988167047305
Female,Other,69,3,2020-01-13,61874,17019,IL,5.07564659534948
Male,White,71,6,2020-02-03,61882,17039,IL,4.157552554850176
Female,Black,66,10,2020-03-02,61882,17039,IL,4.332501107039549
Female,Other,9,8,2020-02-17,61873,17019,IL,3.4297033574640867
Male,Other,71,7,2020-02-10,61875,17019,IL,6.238745329469702
Female,Black,18,7,2020-02-10,61874,17019,IL,3.7222219254284745
Female,Black,87,1,2019-12-30,61873,17019,IL,5.250750610640735
Female,Other,65,1,2019-12-30,61878,17019,IL,8.031960210184115
Female,Black,63,7,2020-02-10,61872,17019,IL,3.6008118821191992
Male,Other,97,4,2020-01-20,61871,17019,IL,5.536817428190283
Male,Other,97,9,2020-02-24,61872,17019,IL,4.940472545191139
Female,White,8,9,2020-02-24,61875,17019,IL,4.320684157289489
Male,White,66,5,2020-01-27,61874,17019,IL,3.8359434353275432
Female,Other,90,11,2020-03-09,61872,17019,IL,5.360607021467982
Male,White,0,3,2020-01-13,61877,17019,IL,2.6538366990050752
Male,Other,23,4,2020-01-20,61876,17045,IL,2.1990896445235775
Female,Black,69,6,2020-02-03,61876,17045,IL,4.826120628455303
Male,Other,59,10,2020-03-02,61876,17045,IL,1.6947323823208442
Male,White,7,2,2020-01-06,61877,17019,IL,2.4705920780848105
Female,White,68,3,2020-01-13,61875,17019,IL,4.324137711871408
Female,Black,69,2,2020-01-06,61878,17019,IL,7.2655766755091795
Female,Black,91,1,2019-12-30,61872,17019,IL,4.15078550357764
Female,White,34,8,2020-02-17,61871,17019,IL,2.999715942133232
Female,Black,8,10,2020-03-02,61878,17019,IL,5.360659822518731
Female,Other,42,3,2020-01-13,61871,17019,IL,5.018482168175471
Male,White,21,1,2019-12-30,61871,17019,IL,4.279099786970306
Male,Black,49,12,2020-03-16,61873,17019,IL,2.0917165550656787
Male,White,14,8,2020-02-17,61878,17019,IL,3.645563112141623
Male,Black,74,3,2020-01-13,61877,17019,IL,3.3638137992245696
Male,Other,87,10,2020-03-02,61880,17019,IL,4.59299178420621
Male,Black,15,4,2020-01-20,61880,17019,IL,5.1436430116823555
Male,White,67,2,2020-01-06,61874,17019,IL,5.914994131587527
Female,Black,47,6,2020-02-03,61874,17019,IL,2.4474826964925307
Female,Other,97,7,2020-02-10,61877,17019,IL,2.604229721922711
Male,White,22,8,2020-02-17,61882,17039,IL,4.832610211750843
Male,Other,92,2,2020-01-06,61880,17019,IL,5.278971315011074
Male,White,71,6,2020-02-03,61875,17019,IL,4.4685466103562455
Female,White,67,6,2020-02-03,61880,17019,IL,5.041411890863889
Male,Other,84,5,2020-01-27,61872,17019,IL,4.748211227747949
Male,White,18,12,2020-03-16,61880,17019,IL,4.780936986389947
Female,White,74,1,2019-12-30,61875,17019,IL,6.393731511084296
Male,Other,71,6,2020-02-03,61871,17019,IL,5.721489279790514
Female,Black,21,1,2019-12-30,61874,17019,IL,4.689969034950398
Female,Black,37,8,2020-02-17,61871,17019,IL,4.392770304194264
Male,Other,47,8,2020-02-17,61871,17019,IL,5.437653048278054
Male,White,61,6,2020-02-03,61872,17019,IL,2.9208755686884134
Male,Black,24,8,2020-02-17,61876,17045,IL,4.5383713175437705
Male,Other,35,9,2020-02-24,61871,17019,IL,4.785110804216552
Female,Other,58,7,2020-02-10,61877,17019,IL,0.7650029056206136
Female,White,57,10,2020-03-02,61880,17019,IL,1.5671943937863682
Female,Black,99,8,2020-02-17,61876,17045,IL,2.536717082115791
Female,Other,67,4,2020-01-20,61877,17019,IL,5.009820592378379
Male,Black,62,9,2020-02-24,61877,17019,IL,4.128187539487169
Female,Other,67,4,2020-01-20,61876,17045,IL,5.894036200613372
Female,Black,8,1,2019-12-30,61871,17019,IL,4.975956540545042
Male,White,24,9,2020-02-24,61876,17045,IL,4.978429858337078
Male,White,15,10,2020-03-02,61874,17019,IL,4.620822581793811
Male,Black,70,12,2020-03-16,61871,17019,IL,7.257866220602877
Male,Other,1,12,2020-03-16,61882,17039,IL,3.508775751356228
Female,Black,96,6,2020-02-03,61876,17045,IL,4.203297237118108
