zip,sex,race,age,county,state,outcome
24064,female,white,0-17,51023,51,6.929183780761836
24064,male,white,35-64,51023,51,6.401016735131915
24064,female,white,65-74,51023,51,5.083231426097106
24064,female,white,75+,51023,51,9.009036604862231
24064,male,other,18-34,51023,51,3.891399356797498
24064,female,other,18-34,51023,51,5.814007236791699
24064,male,other,35-64,51023,51,6.38266028169378
24064,female,black,75+,51023,51,6.52195420119969
24064,female,white,35-64,51023,51,8.39443529152395
24064,male,white,75+,51023,51,5.108237776927789
24064,female,black,0-17,51023,51,6.159853497529505
24064,male,other,75+,51023,51,7.9529101982261405
24064,female,other,65-74,51023,51,5.271761871618056
24064,male,other,35-64,51023,51,7.436981902748196
24064,male,white,18-34,51023,51,3.481043835712549
24064,female,other,75+,51023,51,9.395411252799173
24064,male,other,18-34,51023,51,5.012586991099447
24064,female,other,35-64,51023,51,11.405826100445298
24064,female,white,75+,51023,51,7.656255907807256
24064,male,other,35-64,51023,51,5.48343630646979
24064,female,white,75+,51023,51,7.962580205369956
24064,male,black,18-34,51023,51,3.29262031165388
24064,female,white,65-74,51023,51,4.522236399639559
24064,female,white,0-17,51023,51,8.110815200386373
24064,female,white,75+,51023,51,7.995810798687443
24064,male,black,18-34,51023,51,1.8670729875073735
24064,female,black,65-74,51023,51,4.8034657288418785
24064,male,white,18-34,51023,51,2.6184342816781867
24064,male,white,65-74,51023,51,0.8559295913201062
24064,female,black,18-34,51023,51,3.969202248089906
24064,male,other,0-17,51023,51,6.450557681537007
24064,female,black,75+,51023,51,6.302055214804288
24064,female,white,18-34,51023,51,5.967806906626235
24064,female,other,0-17,51023,51,8.736330021337738
24064,female,other,35-64,51023,51,10.47245286124595
24064,female,other,35-64,51023,51,10.110134329495784
24064,male,other,35-64,51023,51,6.005423859065277
24064,female,white,65-74,51023,51,6.064929351731223
24064,female,black,18-34,51023,51,4.988415108594507
24064,female,black,0-17,51023,51,5.408732255591067
24064,male,black,65-74,51023,51,3.0429454743451196
24064,female,black,0-17,51023,51,5.769949723215864
24064,male,white,35-64,51023,51,7.208132326693043
24064,male,black,0-17,51023,51,4.065945595399619
24064,female,other,0-17,51023,51,9.13218623769068
24064,female,other,18-34,51023,51,6.646647164078656
24064,female,black,0-17,51023,51,7.436363859548777
24064,male,other,65-74,51023,51,3.851019920496217
24064,male,black,75+,51023,51,5.850972470882173
24064,male,white,75+,51023,51,5.145734351994929
24064,female,white,35-64,51023,51,9.41218544870586
24064,male,other,18-34,51023,51,4.7026106908595615
24064,female,other,65-74,51023,51,5.478703189509638
24064,female,other,65-74,51023,51,5.731682932466628
24064,female,other,18-34,51023,51,5.713599326484162
24064,male,white,18-34,51023,51,3.6782605059340927
24064,female,other,18-34,51023,51,4.976979976646914
24064,female,black,35-64,51023,51,6.687101974410481
24064,female,other,35-64,51023,51,10.613935736001268
24064,female,white,75+,51023,51,8.7555595458858555
24064,female,black,18-34,51023,51,6.48538304235305
24064,male,black,0-17,51023,51,6.230890779931893
24064,male,other,18-34,51023,51,4.315428373621708
24064,female,black,18-34,51023,51,5.6756521347529665
24064,female,white,0-17,51023,51,8.104872793252682
24064,female,black,18-34,51023,51,5.421152503300441
24064,male,other,0-17,51023,51,7.665505265782358
24064,female,other,65-74,51023,51,6.225643391391053
24064,female,black,0-17,51023,51,6.668956025162137
24064,male,white,18-34,51023,51,1.5803145349402978
24064,male,other,65-74,51023,51,2.712328353672273
24064,male,white,0-17,51023,51,5.480668565231332
24064,female,black,35-64,51023,51,7.940917255777201
24064,male,white,75+,51023,51,6.809995251027559
24064,female,black,35-64,51023,51,7.550436534479122
24064,female,white,75+,51023,51,8.70976261641929
24064,female,white,75+,51023,51,7.635208340828533
24064,male,black,75+,51023,51,5.665131528094209
24064,female,white,0-17,51023,51,9.596800012817226
24064,male,black,0-17,51023,51,5.465662232125612
24064,female,white,18-34,51023,51,5.364175507397498
24064,male,black,18-34,51023,51,3.056860742170418
24064,female,black,35-64,51023,51,7.091644521015739
24064,female,white,75+,51023,51,8.331920957165503
24064,male,other,65-74,51023,51,3.476402241478845
24064,female,white,18-34,51023,51,6.191731002132981
24064,female,other,35-64,51023,51,8.72400463227764
24064,male,black,35-64,51023,51,6.552064066850744
24064,female,white,18-34,51023,51,6.06371269205047
24064,male,white,65-74,51023,51,1.8785534817119451
24064,female,other,35-64,51023,51,11.084688667450305
24064,female,white,35-64,51023,51,8.943467545922902
24064,male,white,75+,51023,51,4.841993759106387
24064,male,other,65-74,51023,51,3.00956983331262
24064,male,black,65-74,51023,51,1.4514950991524558
24064,female,white,35-64,51023,51,8.39914889394626
24064,male,white,0-17,51023,51,4.2834062040889735
24064,male,black,35-64,51023,51,5.4541893237344405
24064,male,white,0-17,51023,51,5.85731009938683
24064,female,white,18-34,51023,51,6.7945415598696615
24064,female,other,65-74,51023,51,5.923557062451051
24064,female,white,65-74,51023,51,6.367380790583676
24064,male,white,0-17,51023,51,9.588382913036448
24064,female,other,18-34,51023,51,6.901590097063033
24064,male,black,65-74,51023,51,2.323910318485885
24064,male,white,65-74,51023,51,2.187048475019938
24064,male,other,65-74,51023,51,3.749863322598982
24064,male,black,18-34,51023,51,3.008973488774048
24064,female,black,35-64,51023,51,7.890685462127632
24064,male,other,18-34,51023,51,4.611966626561408
24064,female,white,35-64,51023,51,9.520513327574909
24064,female,black,18-34,51023,51,4.25122714070892
24064,female,other,65-74,51023,51,6.347706018193057
24064,female,black,65-74,51023,51,3.517860257909396
24064,female,other,35-64,51023,51,10.652614312480184
24064,female,other,75+,51023,51,8.748450241538091
24064,male,white,65-74,51023,51,2.1378738373217026
24064,male,white,35-64,51023,51,7.4304152915573
24064,female,white,0-17,51023,51,8.413903739799926
24064,male,other,65-74,51023,51,3.995079430269828
24064,female,white,18-34,51023,51,5.386622511645853
24064,female,other,0-17,51023,51,8.145437606425494
24064,female,other,0-17,51023,51,8.924845209063076
24064,female,black,75+,51023,51,5.813264042863317
24064,female,other,65-74,51023,51,5.965136902874349
24064,male,other,18-34,51023,51,4.2266726004317325
24064,female,white,65-74,51023,51,5.772209994970028
24064,female,white,35-64,51023,51,10.148482059456608
24064,male,white,0-17,51023,51,5.806577945434808
24064,male,other,75+,51023,51,4.421111997720205
24064,female,other,35-64,51023,51,9.225409846280828
24064,female,other,18-34,51023,51,5.8824079125227975
24064,male,black,18-34,51023,51,2.599009381522163
24064,female,other,18-34,51023,51,7.763710543708889
24064,female,white,18-34,51023,51,5.952021843539795
24064,female,black,0-17,51023,51,9.935684710995544
24064,male,other,0-17,51023,51,7.39876522796763
24064,female,white,75+,51023,51,8.233129364822618
24064,female,other,18-34,51023,51,5.682859136459725
24064,female,other,75+,51023,51,7.990415324922331
24064,female,other,75+,51023,51,10.041992966725036
24064,female,white,35-64,51023,51,8.986924734033105
24064,male,black,0-17,51023,51,5.076318892610501
24064,male,white,35-64,51023,51,5.630689912961943
24064,female,other,18-34,51023,51,6.15685743252173
24064,male,black,18-34,51023,51,2.0273878391855455
24064,female,other,18-34,51023,51,8.614340589579191
24064,female,black,35-64,51023,51,8.428078419869106
24064,male,white,75+,51023,51,6.285742481432966
24064,female,white,0-17,51023,51,7.48223433914572
24064,female,black,0-17,51023,51,7.730513378394701
24064,female,other,65-74,51023,51,6.557085208205045
24064,female,other,35-64,51023,51,11.16763292709459
24064,male,white,35-64,51023,51,5.015764779173307
24064,female,white,18-34,51023,51,5.541006661392511
24064,female,white,0-17,51023,51,9.31447512799412
24064,female,other,0-17,51023,51,7.530321680239728
24064,female,white,18-34,51023,51,6.727895297518688
24064,female,other,0-17,51023,51,9.252665719132288
24064,female,other,0-17,51023,51,10.118650600974368
24064,female,black,0-17,51023,51,7.706451430729953
24064,female,black,0-17,51023,51,7.768830569913824
24064,female,other,0-17,51023,51,9.71456651260997
24064,female,white,65-74,51023,51,5.664088306900442
24064,female,other,65-74,51023,51,5.950978192152716
24064,female,white,0-17,51023,51,9.507345172609709
24064,female,other,65-74,51023,51,4.429664795864619
24064,female,white,0-17,51023,51,8.428134133798372
24064,male,white,0-17,51023,51,6.348247122689871
24064,female,other,35-64,51023,51,7.931993740050755
24064,female,black,0-17,51023,51,7.480187185281593
24064,female,black,0-17,51023,51,6.630901485781276
24064,male,white,0-17,51023,51,4.110682320517739
24064,female,other,0-17,51023,51,7.056721564789032
24064,female,other,18-34,51023,51,5.7410948232796
24064,male,black,18-34,51023,51,2.1221008830308707
24064,male,black,0-17,51023,51,5.885920770365687
24064,female,white,18-34,51023,51,5.918636334976236
24064,male,black,18-34,51023,51,2.167674297112516
24064,male,black,75+,51023,51,5.453903740050244
24064,male,white,0-17,51023,51,6.119886086439659
24064,female,white,75+,51023,51,7.746620963493037
24064,female,black,0-17,51023,51,7.419797693277857
24064,male,black,35-64,51023,51,4.652717227490797
24064,female,black,75+,51023,51,5.337982967316252
24064,female,white,35-64,51023,51,10.529881693576636
24064,female,other,0-17,51023,51,8.425384422408538
24064,female,white,65-74,51023,51,4.3731230076584975
24064,male,black,75+,51023,51,3.373557967797975
24064,female,black,18-34,51023,51,5.304053900264116
24064,male,other,65-74,51023,51,3.2230533771708796
24064,female,other,65-74,51023,51,6.731451195717755
24064,male,other,0-17,51023,51,4.7040666322453015
24064,male,white,35-64,51023,51,7.679523623098261
24064,male,other,18-34,51023,51,2.3146919176671763
24064,female,black,0-17,51023,51,8.337677945504305
24064,female,black,35-64,51023,51,7.7068346731915875
24064,male,white,65-74,51023,51,4.328090861969704
24064,male,white,18-34,51023,51,2.9290009397004937
24064,male,other,35-64,51023,51,6.398481688895488
24064,female,white,0-17,51023,51,6.806368296954762
24064,female,white,75+,51023,51,8.60878557072949
24064,male,white,18-34,51023,51,4.290534965580452
24064,female,other,18-34,51023,51,5.22681383465389
24064,male,black,35-64,51023,51,5.962536566591176
24064,female,other,0-17,51023,51,8.435355956397492
24064,male,other,0-17,51023,51,5.825233153137916
24064,female,black,35-64,51023,51,7.854445425235674
24064,male,other,18-34,51023,51,4.445665474797623
24064,male,other,0-17,51023,51,7.9486523607585955
24064,male,white,65-74,51023,51,2.8588394499811707
24064,female,white,75+,51023,51,8.7973657887776735
24064,male,black,65-74,51023,51,2.0940727082110535
24064,female,black,65-74,51023,51,4.9528633804195605
24064,female,white,65-74,51023,51,6.3288258319738055
24064,female,white,0-17,51023,51,8.134988668410518
24064,male,white,65-74,51023,51,3.2223046586787736
24064,female,white,65-74,51023,51,4.592469396420135
24064,male,white,75+,51023,51,7.418244047616574
24064,male,white,0-17,51023,51,6.011734989729889
24064,female,black,18-34,51023,51,5.479761095368641
24064,female,black,65-74,51023,51,2.594243005566611
24064,male,other,65-74,51023,51,3.920820828615051
24064,male,white,18-34,51023,51,1.993205833903042
24064,female,black,65-74,51023,51,4.868579759403351
24064,female,other,35-64,51023,51,10.413433090313855
24064,male,other,0-17,51023,51,5.825430626116971
24064,female,black,75+,51023,51,7.443345956082989
24064,male,white,75+,51023,51,6.470876522011509
24064,female,other,0-17,51023,51,9.020493283820194
24064,male,black,65-74,51023,51,1.0111897712480475
24064,female,black,75+,51023,51,5.758156854689682
24064,female,white,35-64,51023,51,8.669857050710192
24064,male,black,18-34,51023,51,2.4672608647260073
24064,male,white,75+,51023,51,4.20480859914814
24064,male,black,75+,51023,51,4.263715510653543
24064,male,white,65-74,51023,51,3.173416030294357
24064,female,other,18-34,51023,51,5.632332244365993
24064,female,white,75+,51023,51,8.446853370015045
24064,female,black,0-17,51023,51,5.982238326796145
24064,male,other,18-34,51023,51,3.09071961094161
24064,female,other,65-74,51023,51,5.043553669152406
24064,female,other,75+,51023,51,9.81891811053093
24064,female,black,0-17,51023,51,9.063965790327645
24064,female,white,75+,51023,51,6.876297348869719
24064,female,white,75+,51023,51,6.820843891788899
24064,female,other,75+,51023,51,10.550996536826249
24064,female,white,0-17,51023,51,7.542492058972642
24064,male,other,35-64,51023,51,7.381737712857845
24064,female,white,75+,51023,51,9.540185445955784
24064,male,other,35-64,51023,51,6.33854927001922
24064,female,white,0-17,51023,51,6.962907642601345
24064,female,black,18-34,51023,51,3.7704286057678065
24064,female,black,65-74,51023,51,5.1096658615968416
24064,female,other,35-64,51023,51,10.743888389081748
24064,female,black,35-64,51023,51,8.099097159215082
24064,female,other,35-64,51023,51,8.197577215444742
24064,female,other,75+,51023,51,10.268609473032472
24064,male,black,35-64,51023,51,6.509429899496032
24064,male,other,18-34,51023,51,3.746387593994009
24064,male,white,65-74,51023,51,2.9963377932323567
24064,male,other,75+,51023,51,6.290748895587418
24064,female,white,35-64,51023,51,9.029906134564026
24064,male,white,18-34,51023,51,4.714427507322669
24064,female,white,18-34,51023,51,5.439589695676071
24064,male,black,18-34,51023,51,0.8437259821738874
24064,male,white,35-64,51023,51,7.017002753968238
24064,female,white,65-74,51023,51,5.444188467957615
24064,female,other,0-17,51023,51,9.98424996540329
24064,male,other,35-64,51023,51,7.85343830324836
24064,female,other,65-74,51023,51,7.227850184475043
24064,female,other,0-17,51023,51,8.243430672747861
24064,female,black,18-34,51023,51,4.815013869534841
24064,male,black,35-64,51023,51,6.853088910742139
24064,female,black,18-34,51023,51,5.460851746479471
24064,female,black,35-64,51023,51,9.409162080988429
24064,male,white,75+,51023,51,6.387177110378282
24064,male,black,0-17,51023,51,7.198945889942809
24064,female,white,18-34,51023,51,6.691455354227525
24064,male,black,18-34,51023,51,1.161789018895417
24064,female,black,18-34,51023,51,5.993146940727115
24064,male,black,35-64,51023,51,6.420164591003692
24064,male,white,75+,51023,51,4.498781789803478
24064,female,black,0-17,51023,51,7.181559749486379
24064,female,other,75+,51023,51,7.846960670198177
24064,male,white,65-74,51023,51,1.9126301940786052
24064,female,white,18-34,51023,51,7.210357987317929
24064,female,black,65-74,51023,51,3.9942558884095583
24064,male,black,0-17,51023,51,6.899182779284529
24064,male,black,35-64,51023,51,5.340132979895989
24064,male,white,65-74,51023,51,3.0639415211749164
24064,male,other,18-34,51023,51,3.2688979651499452
24064,male,white,0-17,51023,51,4.6675546483252
24064,female,other,35-64,51023,51,9.12210501615578
24064,female,white,75+,51023,51,7.914517408766991
24064,female,white,35-64,51023,51,9.792335579722508
24064,male,white,35-64,51023,51,7.904407722896047
24064,female,white,18-34,51023,51,6.93463987005208
24064,male,other,65-74,51023,51,1.180827206587991
24064,female,white,18-34,51023,51,5.9729163233189935
24064,male,other,18-34,51023,51,2.145461698554935
24064,male,white,35-64,51023,51,5.195907117233682
24064,female,black,0-17,51023,51,8.411574234043279
24064,male,white,18-34,51023,51,3.4105095476733265
24064,female,white,65-74,51023,51,5.509344647236295
24064,female,other,75+,51023,51,8.536135706938207
24064,female,white,65-74,51023,51,5.264913265026691
24064,male,white,35-64,51023,51,7.473121868815427
24064,female,white,75+,51023,51,8.515928003020496
24064,female,white,75+,51023,51,7.872143381847087
24064,male,white,75+,51023,51,6.1602059194687575
24064,male,black,35-64,51023,51,4.308203212425426
24064,female,white,65-74,51023,51,6.121685489432653
24064,male,white,18-34,51023,51,2.469685403915687
24064,female,other,65-74,51023,51,4.232916851139722
24064,female,white,35-64,51023,51,11.378280961274651
24064,female,white,18-34,51023,51,7.201428751776487
24064,male,white,75+,51023,51,6.056099841400811
24064,male,other,0-17,51023,51,7.595638791482084
24064,female,other,65-74,51023,51,5.62566447352402
24064,female,other,65-74,51023,51,5.792284178300072
24064,male,other,0-17,51023,51,8.360074342314086
24064,female,other,65-74,51023,51,7.166716548901749
24064,male,white,35-64,51023,51,7.139030138899795
24064,male,other,18-34,51023,51,4.424691134672342
24064,female,white,75+,51023,51,7.753802818949666
24064,male,black,0-17,51023,51,5.013492749113573
24064,male,white,65-74,51023,51,2.528019380585046
24064,male,other,0-17,51023,51,8.21893252249314
24064,female,other,18-34,51023,51,6.653010431309233
24064,male,black,65-74,51023,51,0.7014140344501532
24064,male,other,0-17,51023,51,6.257746056811619
24064,female,black,35-64,51023,51,7.499547873328404
24064,female,black,0-17,51023,51,5.880329265123935
24064,female,black,65-74,51023,51,4.0593653004873955
24064,male,other,18-34,51023,51,3.3232189230309843
24064,male,other,0-17,51023,51,7.46327170301596
24064,male,other,75+,51023,51,8.24891808910229
24064,male,white,65-74,51023,51,0.8792904923772324
24064,female,other,75+,51023,51,9.750154794771838
24064,female,other,18-34,51023,51,5.444588682242089
24064,female,black,75+,51023,51,6.1338800995905896
24064,female,white,65-74,51023,51,4.660766860023616
24064,female,other,18-34,51023,51,5.117987014134553
24064,male,other,75+,51023,51,7.1365585631154
24064,female,other,65-74,51023,51,5.318616891472894
24064,female,other,18-34,51023,51,5.053954013261105
24064,female,white,65-74,51023,51,3.7990789216981096
24064,female,black,0-17,51023,51,8.05020220115229
24064,male,white,75+,51023,51,5.317303640080946
24064,male,other,75+,51023,51,5.810552382725237
24064,female,white,35-64,51023,51,8.264134345533066
24064,female,other,75+,51023,51,7.918289215080951
24064,female,black,75+,51023,51,7.181402138172413
24064,female,black,75+,51023,51,7.5972699698593935
24064,female,other,75+,51023,51,8.451835895928872
24064,male,black,75+,51023,51,5.446446989321971
24064,male,black,65-74,51023,51,0.4580086264522462
24064,female,other,0-17,51023,51,8.505162477611274
24064,male,white,75+,51023,51,5.372943491234873
24064,female,other,18-34,51023,51,5.731949472906371
24064,female,black,35-64,51023,51,9.43667772189551
24064,female,other,75+,51023,51,8.399272706267059
24064,female,black,18-34,51023,51,3.4697722449269266
24064,male,black,18-34,51023,51,0.49478231174591736
24064,female,white,18-34,51023,51,6.47215543316602
24064,male,white,75+,51023,51,4.933567916259421
24064,female,white,0-17,51023,51,9.495608862198324
24064,male,black,65-74,51023,51,2.108270452862457
24064,male,other,65-74,51023,51,2.46281460966447
24064,female,black,0-17,51023,51,10.663383175197843
24064,male,other,0-17,51023,51,5.754398198109881
24064,female,other,75+,51023,51,10.154352603409732
24064,male,white,18-34,51023,51,4.7090059813485174
24064,male,white,65-74,51023,51,1.0117104200963516
24064,female,other,35-64,51023,51,9.520611526657412
24064,male,black,65-74,51023,51,0.3296232970302395
24064,female,white,75+,51023,51,7.955874194574655
24064,male,black,0-17,51023,51,6.3239928104802265
24064,male,black,75+,51023,51,5.024904806852441
24064,female,black,0-17,51023,51,5.4601764814745986
24064,male,other,75+,51023,51,5.861030905973608
24064,male,white,18-34,51023,51,2.994396964699212
24064,male,white,75+,51023,51,4.857391571467085
24064,male,black,0-17,51023,51,5.65267983978544
24064,male,white,35-64,51023,51,7.803597408398846
24064,male,white,0-17,51023,51,5.674841052074206
24064,female,black,35-64,51023,51,8.528271714463221
24064,male,other,75+,51023,51,5.6215452901212855
24064,female,other,75+,51023,51,8.222331894643675
24064,male,other,65-74,51023,51,2.8403441062986508
24064,female,other,65-74,51023,51,5.943375012377272
24064,female,other,75+,51023,51,8.774212908650535
24064,male,black,35-64,51023,51,5.835723217600862
24064,male,white,18-34,51023,51,4.523305844926311
24064,female,white,65-74,51023,51,4.738258890681955
24064,female,white,35-64,51023,51,9.200473165569798
24064,male,other,75+,51023,51,5.172136202169222
24064,male,white,35-64,51023,51,7.531548657642731
24064,male,white,75+,51023,51,6.611997611421765
24064,female,other,18-34,51023,51,5.772948452056448
24064,male,black,75+,51023,51,4.949801391309396
24064,male,other,0-17,51023,51,6.549941603245404
24064,male,white,35-64,51023,51,5.376475041399626
24064,male,black,0-17,51023,51,3.4007993677916453
24064,female,other,0-17,51023,51,9.050748819044244
24064,male,black,18-34,51023,51,2.2277441652789283
24064,male,white,35-64,51023,51,7.299923518552794
24064,female,black,75+,51023,51,4.901088567945867
24064,female,white,0-17,51023,51,8.830366949587194
24064,female,other,0-17,51023,51,10.147775408167115
24064,male,black,75+,51023,51,4.382552206696581
24064,female,white,18-34,51023,51,7.581118157531346
24064,male,black,0-17,51023,51,6.3160923190045555
24064,female,other,35-64,51023,51,9.8030809583789
24064,male,black,75+,51023,51,3.1892966918850476
24064,male,other,65-74,51023,51,1.1680408161034777
24064,female,white,0-17,51023,51,7.752550686363614
24064,female,white,75+,51023,51,8.645852764197816
24064,female,other,35-64,51023,51,8.482342828406956
24064,male,black,75+,51023,51,5.035014089438215
24064,female,other,0-17,51023,51,10.307530049110447
24064,male,other,0-17,51023,51,7.865265623038705
24064,female,other,65-74,51023,51,4.908922914903365
24064,female,black,75+,51023,51,6.6680521960569035
24064,male,white,35-64,51023,51,6.807097176220225
24064,male,black,65-74,51023,51,2.7877066408429383
24064,male,black,18-34,51023,51,1.1687939145738628
24064,male,other,18-34,51023,51,2.7640494719977236
24064,female,white,0-17,51023,51,8.574657347290486
24064,male,white,0-17,51023,51,8.054466395964585
24064,female,other,65-74,51023,51,3.841136338926389
24064,male,other,0-17,51023,51,5.816529662380756
24064,male,other,18-34,51023,51,3.664177365970945
24064,female,white,35-64,51023,51,8.645826849239187
24064,male,black,35-64,51023,51,4.751434971736542
24064,male,black,75+,51023,51,4.785831861389973
24064,male,white,35-64,51023,51,5.2621978742855395
24064,female,other,18-34,51023,51,4.923186492081244
24064,female,black,65-74,51023,51,2.906185854209839
24064,female,other,35-64,51023,51,8.782934576915915
24064,female,black,65-74,51023,51,3.860944115304694
24064,female,white,75+,51023,51,7.974352940440691
24064,male,other,65-74,51023,51,3.442935640520986
24064,female,black,18-34,51023,51,5.503469861717516
24064,male,black,65-74,51023,51,-0.6015551404009145
24064,male,black,0-17,51023,51,3.0940027612689285
24064,male,other,0-17,51023,51,7.597352542105276
24064,female,black,0-17,51023,51,7.089526407930915
24064,female,black,0-17,51023,51,7.513763344444105
24064,female,black,75+,51023,51,4.426466949369266
24064,female,black,35-64,51023,51,7.781616499304174
24064,male,other,75+,51023,51,5.6290039072389995
24064,male,other,0-17,51023,51,6.9178592782041015
24064,male,other,18-34,51023,51,2.648517325557006
24064,female,white,35-64,51023,51,8.193118011589613
24064,male,white,35-64,51023,51,7.067548503223488
24064,female,black,18-34,51023,51,4.792087805750759
24064,male,white,35-64,51023,51,6.569812053447402
24064,male,black,35-64,51023,51,4.466391281485871
24064,male,black,65-74,51023,51,1.8837235914343944
24064,female,other,75+,51023,51,7.98403384564284
24064,female,other,35-64,51023,51,7.02566510891457
24064,male,white,35-64,51023,51,6.379197940148191
24065,female,black,65-74,51067,51,3.878826267575485
24065,female,white,18-34,51067,51,5.249225580612375
24065,male,white,35-64,51067,51,6.815311612452108
24065,female,white,0-17,51067,51,8.309010799259545
24065,male,other,65-74,51067,51,2.534923588562629
24065,female,white,0-17,51067,51,5.392792311869147
24065,female,white,65-74,51067,51,5.093181434133375
24065,female,other,0-17,51067,51,9.689184870513024
24065,female,white,75+,51067,51,7.031111860721877
24065,male,other,18-34,51067,51,2.4770686317046104
24065,male,white,0-17,51067,51,4.308742237530695
24065,male,other,65-74,51067,51,2.610703045735628
24065,male,white,65-74,51067,51,2.9442578773585435
24065,female,black,35-64,51067,51,7.165135198070674
24065,male,black,35-64,51067,51,5.119577148192614
24065,female,white,18-34,51067,51,3.8815214198666648
24065,male,other,18-34,51067,51,2.3900317292950386
24065,female,black,65-74,51067,51,2.556541343427215
24065,female,other,75+,51067,51,7.177503265031987
24065,male,white,18-34,51067,51,2.6270263592502947
24065,female,other,0-17,51067,51,7.205867720554809
24065,male,black,18-34,51067,51,1.7006776954536091
24065,male,other,35-64,51067,51,6.542718504104503
24065,male,other,35-64,51067,51,5.754273053019054
24065,female,white,75+,51067,51,7.622159429167016
24065,female,other,0-17,51067,51,8.653359071250824
24065,female,white,35-64,51067,51,8.589841471881629
24065,male,white,35-64,51067,51,6.558298893782579
24065,male,black,18-34,51067,51,0.8232679709382672
24065,male,black,65-74,51067,51,2.1095982384781204
24065,female,black,75+,51067,51,6.109925933844378
24065,male,other,75+,51067,51,3.913430816379373
24065,male,white,0-17,51067,51,4.955262708270386
24065,female,other,18-34,51067,51,7.554354612225255
24065,male,black,0-17,51067,51,4.421872765426499
24065,male,black,0-17,51067,51,2.1676380906589583
24065,male,black,35-64,51067,51,3.848129587058609
24065,female,white,0-17,51067,51,6.845618704971691
24065,male,other,65-74,51067,51,2.7064589079469275
24065,male,white,65-74,51067,51,2.637183150225541
24065,female,other,18-34,51067,51,4.692047752064323
24065,male,other,75+,51067,51,4.741511485689605
24065,male,white,18-34,51067,51,1.904884047661224
24065,male,other,35-64,51067,51,6.2552298921096
24065,male,white,18-34,51067,51,2.4577408772140164
24065,female,black,75+,51067,51,5.447305273894358
24065,female,other,35-64,51067,51,10.399661145849112
24065,male,white,75+,51067,51,4.462544327954722
24065,female,other,35-64,51067,51,8.14178070974608
24065,female,white,0-17,51067,51,7.561356957400996
24065,male,white,35-64,51067,51,4.340989108198487
24065,male,black,35-64,51067,51,3.989217367936432
24065,female,black,0-17,51067,51,7.386518376805628
24065,female,black,0-17,51067,51,8.179233734345148
24065,male,black,0-17,51067,51,3.636153814843684
24065,male,white,35-64,51067,51,4.741740365187424
24065,female,other,35-64,51067,51,9.17231062467064
24065,female,other,18-34,51067,51,6.531415068818276
24065,male,black,75+,51067,51,3.656334248231456
24065,male,white,18-34,51067,51,1.8295378280990768
24065,male,other,35-64,51067,51,4.367189545525557
24065,female,other,18-34,51067,51,5.726141586466226
24065,male,other,75+,51067,51,5.967175808438645
24065,female,white,65-74,51067,51,3.532983024374572
24065,female,other,65-74,51067,51,5.8402708989738255
24065,female,white,35-64,51067,51,9.044851236034138
24065,female,white,65-74,51067,51,3.1283406639465445
24065,female,black,65-74,51067,51,3.6335686660061386
24065,male,white,35-64,51067,51,5.54860661972366
24065,male,white,65-74,51067,51,3.6677294456375313
24065,female,white,65-74,51067,51,3.982544619239534
24065,male,other,18-34,51067,51,2.085108820411026
24065,male,black,65-74,51067,51,-0.4209526364865571
24065,male,other,18-34,51067,51,3.0383965178083083
24065,male,white,35-64,51067,51,8.085559349819679
24065,female,other,65-74,51067,51,3.841346034831576
24065,male,other,0-17,51067,51,7.749679401634079
24065,male,black,18-34,51067,51,1.9271109709575784
24065,female,white,65-74,51067,51,3.878635346578288
24065,female,black,75+,51067,51,6.130803959664881
24065,female,white,35-64,51067,51,6.872733901771266
24065,male,black,0-17,51067,51,4.6843277777402434
24065,female,white,65-74,51067,51,3.416227323709238
24065,female,white,35-64,51067,51,7.695312198551415
24065,female,other,65-74,51067,51,4.054084556346206
24065,female,black,18-34,51067,51,3.9232067115496063
24065,male,white,18-34,51067,51,1.6866843320865934
24065,female,white,0-17,51067,51,9.348926334505466
24065,female,black,18-34,51067,51,3.4907122862632636
24065,female,black,18-34,51067,51,5.173363460221776
24065,male,black,75+,51067,51,3.242096756357306
24065,male,white,65-74,51067,51,1.9260029123991504
24065,female,other,18-34,51067,51,5.5417695808253296
24065,male,black,65-74,51067,51,1.721900726598669
24065,female,white,0-17,51067,51,6.963464253608041
24065,male,other,75+,51067,51,6.2740988819862755
24065,female,other,75+,51067,51,7.284965574784192
24065,male,black,75+,51067,51,5.842672168141082
24065,female,other,75+,51067,51,8.847895793878727
24065,female,other,75+,51067,51,8.344722156633875
24065,male,black,35-64,51067,51,5.681752348115065
24065,male,white,75+,51067,51,5.903929716326723
24065,male,black,75+,51067,51,3.133146164014779
24065,female,black,18-34,51067,51,3.6026139759818037
24065,female,white,75+,51067,51,7.217948755292515
24065,female,white,18-34,51067,51,4.123850076645402
24065,male,black,65-74,51067,51,1.5574031647508515
24065,female,black,75+,51067,51,7.731172904659371
24065,male,other,65-74,51067,51,2.945329676151659
24065,female,white,0-17,51067,51,8.87259564610747
24065,female,other,35-64,51067,51,9.744555942086643
24065,female,white,75+,51067,51,6.230624764622169
24065,male,other,18-34,51067,51,3.326339090096549
24065,male,other,65-74,51067,51,2.152616718209996
24065,male,other,18-34,51067,51,4.272832634332779
24065,male,white,0-17,51067,51,5.395867961425339
24065,male,white,75+,51067,51,4.731737474684894
24065,female,black,18-34,51067,51,3.3773027241867952
