zip,county,male_white_0-17,male_white_18-34,male_white_35-64,male_white_65-74,male_white_75+,male_black_0-17,male_black_18-34,male_black_35-64,male_black_65-74,male_black_75+,male_other_0-17,male_other_18-34,male_other_35-64,male_other_65-74,male_other_75+,female_white_0-17,female_white_18-34,female_white_35-64,female_white_65-74,female_white_75+,female_black_0-17,female_black_18-34,female_black_35-64,female_black_65-74,female_black_75+,female_other_0-17,female_other_18-34,female_other_35-64,female_other_65-74,female_other_75+
22241,51013,143,385,468,172,32,20,0,19,9,0,0,38,120,0,0,291,510,382,220,76,0,5,0,0,0,79,57,85,0,20
22242,51013,46,390,290,15,111,0,103,83,0,0,59,295,180,20,0,21,297,348,78,49,24,237,46,0,18,112,322,144,38,0
22243,51013,46,390,290,15,111,0,103,83,0,0,59,295,180,20,0,21,297,348,78,49,24,237,46,0,18,112,322,144,38,0
22244,51013,46,390,290,15,111,0,103,83,0,0,59,295,180,20,0,21,297,348,78,49,24,237,46,0,18,112,322,144,38,0
22245,51013,46,390,290,15,111,0,103,83,0,0,59,295,180,20,0,21,297,348,78,49,24,237,46,0,18,112,322,144,38,0
22301,51510,2938,2491,6040,1190,447,112,519,684,72,58,902,648,773,48,58,2599,3069,5502,1053,466,242,530,720,132,112,683,735,912,66,97
22302,51510,2681,2960,6009,1236,1054,224,696,1194,281,87,1005,1045,1299,202,181,2331,3727,6550,1565,1313,231,856,1277,161,163,1057,1038,2338,164,233
22303,51059,1742,1996,4183,861,598,287,505,885,96,32,971,701,1361,60,50,1715,1981,3773,963,779,283,550,807,85,24,684,919,1094,100,123
22304,51510,2519,4380,7314,1375,666,2219,1922,4277,598,157,1888,2279,3314,230,44,2486,4386,6932,1776,1231,1972,2875,3823,530,360,1800,2318,3866,582,363
22305,51510,2529,1943,4627,918,277,264,786,593,38,35,1077,675,1270,26,157,2065,2416,4516,684,305,350,762,576,118,57,778,776,1024,140,92
22306,51059,3445,2473,6211,1350,691,1144,1004,1796,399,123,2298,1898,2599,161,141,3617,2800,6378,1438,992,1558,1447,1977,362,156,2337,1199,2646,275,306
22307,51059,1605,1075,3084,806,592,127,326,400,54,32,1135,497,841,39,46,1672,1243,3160,817,713,368,435,599,135,78,1014,397,791,98,176
22308,51059,2030,669,3098,880,538,365,128,203,28,6,200,111,400,43,50,1997,739,3133,840,709,296,193,243,119,83,215,286,329,120,78
22309,51059,3275,2216,3865,884,398,1816,1569,2489,255,277,2080,1220,2167,213,77,3030,2142,4042,770,684,1538,786,2151,509,341,1462,1681,2258,231,111
22310,51059,2895,2925,6139,1172,673,800,944,1607,587,182,2004,1438,2508,320,91,2962,2941,6244,1175,935,591,685,1630,297,102,1458,1371,2441,468,312
22311,51510,1054,1823,2458,412,397,1167,1519,2203,295,45,1326,1313,1518,305,31,913,1975,3033,608,639,993,1061,2328,337,95,1712,1246,1874,132,89
22312,51059,1223,1623,3253,1090,427,1191,1012,2218,234,50,1520,2055,2476,323,109,1350,1719,3145,867,641,806,1025,2179,176,47,1218,1712,2763,292,78
22313,51510,98,387,545,58,0,8,50,160,22,51,64,9,36,15,0,153,499,546,102,60,70,79,98,57,32,92,101,59,18,0
22314,51510,1652,4303,6845,1541,879,800,770,1691,150,152,840,877,1375,96,65,1771,4664,6706,1635,864,631,862,1476,420,257,855,1102,1509,353,155
22315,51059,2795,3299,5703,1216,572,917,1239,2012,639,159,1745,1288,2161,301,131,2988,2718,5618,1203,777,783,820,2365,543,134,1464,1261,2508,339,304
22320,51510,212,298,654,227,102,132,21,89,0,0,80,24,31,8,0,147,363,658,270,98,61,101,45,8,12,12,24,87,14,0
22332,51510,66,481,448,41,0,9,131,272,17,0,21,61,151,0,0,90,269,508,60,8,0,138,83,0,10,25,98,62,56,0
22333,51510,13,212,167,10,6,39,63,65,0,0,42,67,82,0,0,49,141,173,11,7,27,44,94,0,13,40,182,118,6,0
22350,51510,235,273,242,22,0,210,178,223,7,0,221,73,236,0,13,125,356,429,25,13,313,22,429,113,0,194,223,85,20,0
22401,51630,1455,2753,2805,614,371,735,1004,872,185,34,628,801,557,109,0,1364,3735,2910,761,575,692,696,1219,292,66,994,979,743,78,0
22402,51630,306,406,437,134,53,358,311,52,16,0,44,63,12,0,0,207,399,393,85,166,31,163,99,0,0,16,6,16,14,0
22403,51179,158,413,817,309,327,147,278,405,19,28,184,88,166,0,0,231,302,536,298,329,226,329,350,15,0,107,235,133,25,0
22404,51630,817,1066,1337,196,139,202,457,315,104,6,157,421,308,24,0,858,1246,1315,317,121,468,267,696,107,29,342,612,324,60,0
22405,51179,3598,3900,6520,1514,1026,940,1030,1572,117,68,1230,889,976,41,11,3872,3040,6497,1883,1348,831,995,1425,222,187,945,887,1013,117,50
22406,51179,4135,3477,8215,1616,1190,715,714,1777,200,59,1484,820,1377,126,28,3923,2912,7803,1884,1371,916,1002,1595,197,84,951,855,1336,201,27
22407,51177,7145,6358,12500,2588,1679,1977,2037,3437,586,283,2630,1783,2049,127,73,6935,6240,12427,3141,2411,2332,1916,3569,663,436,2773,1890,2433,358,73
22408,51177,4321,5494,7645,1643,853,1174,1719,2474,434,83,1542,1534,1688,123,54,3688,4888,7775,1860,985,1537,1020,2949,531,159,1843,1646,1793,167,97
22412,51179,582,392,911,323,237,121,11,306,114,0,147,68,247,34,0,311,496,909,371,235,105,334,314,110,0,233,149,310,0,0
22427,51033,718,1358,1446,468,263,154,224,558,50,78,171,293,134,12,13,572,777,1372,369,275,132,216,405,158,126,237,192,170,12,32
22428,51033,353,57,356,237,86,53,83,165,0,47,65,56,19,0,13,256,284,437,193,113,50,61,177,1,46,165,37,82,5,15
22430,51179,272,374,587,102,35,89,123,199,4,27,39,33,169,0,2,380,302,638,92,13,73,60,229,18,40,164,28,175,15,13
22432,51133,128,187,833,484,479,113,60,175,21,356,73,0,0,29,30,322,156,809,591,393,115,274,142,115,202,161,44,127,0,65
22433,51137,395,355,739,298,86,0,14,90,35,15,104,23,78,0,0,508,335,803,137,96,19,0,49,40,0,47,7,6,0,0
22435,51133,377,430,1159,533,425,337,382,768,136,117,38,176,80,0,24,482,208,833,518,499,287,88,547,319,57,0,46,70,45,46
22436,51057,539,1414,1473,322,268,280,357,684,225,47,143,240,146,27,0,458,646,1211,347,248,252,297,578,372,195,84,155,115,7,17
22437,51057,371,414,1029,462,218,164,114,369,35,19,55,21,79,0,10,515,453,1132,389,231,33,169,331,145,67,196,59,158,0,0
22438,51057,241,162,720,169,110,202,231,365,175,37,64,3,52,17,0,262,251,555,226,113,170,152,401,317,172,25,0,65,0,0
22442,51193,76,20,313,98,152,0,125,200,3,59,0,54,27,0,0,144,144,128,150,73,0,65,119,0,99,0,0,82,0,0
22443,51193,1063,961,1989,766,334,111,226,401,130,65,324,228,142,31,0,953,853,2284,917,538,261,249,329,54,52,262,110,350,16,6
22446,51033,298,1252,753,153,158,78,126,319,50,10,79,237,94,10,0,196,395,656,121,135,82,145,177,55,23,59,155,50,7,17
22448,51099,588,657,849,139,76,121,158,260,58,34,126,86,95,1,13,376,494,756,192,125,68,154,205,107,0,76,162,71,5,0
22451,51099,581,369,671,151,87,125,145,221,77,19,127,14,83,0,0,452,411,818,163,88,155,118,227,48,8,144,83,80,4,8
22454,51057,159,195,538,293,99,28,62,97,0,0,0,14,51,0,0,217,268,670,189,104,0,16,140,8,0,137,46,111,0,0
22460,51159,528,722,1569,517,382,187,417,948,43,436,367,295,143,2,30,692,558,1279,659,646,137,226,326,244,274,205,97,192,0,46
22463,51179,441,335,653,72,30,181,201,291,16,0,233,207,207,0,0,532,401,491,83,28,131,120,286,15,24,237,130,240,75,0
22469,51193,150,44,571,226,285,284,151,362,112,100,0,54,27,0,0,184,228,272,223,148,169,131,358,207,145,0,26,102,0,0
22471,51179,381,425,925,114,97,26,14,113,28,0,105,37,86,0,0,507,430,778,221,20,34,8,109,0,0,119,28,92,16,0
22472,51159,63,227,533,176,113,1,230,497,7,36,38,176,39,0,0,204,59,328,105,175,1,0,126,39,0,0,0,36,0,46
22473,51133,751,899,2660,1689,1260,570,729,1257,117,510,171,193,207,43,54,1103,708,2712,1747,1457,544,609,990,406,365,276,73,210,49,111
22476,51057,174,113,383,91,91,179,216,291,175,16,37,3,31,15,0,142,153,276,171,86,170,142,350,215,115,12,0,27,0,0
22480,51103,166,173,588,504,414,269,203,280,56,68,0,59,19,14,0,267,171,702,423,595,249,184,224,172,32,79,9,23,4,0
22481,51099,359,234,668,153,68,32,23,72,14,12,6,68,14,12,0,416,135,674,158,96,53,26,97,26,31,35,49,26,0,6
22482,51103,135,208,855,649,564,299,248,368,50,89,0,16,17,43,0,279,177,917,614,527,332,344,317,165,54,110,9,87,4,65
22485,51099,2802,2627,5089,1243,687,561,710,1033,286,171,666,391,473,39,13,2712,2342,5111,1248,883,605,577,1122,216,132,545,536,568,25,14
22488,51193,74,24,258,128,133,284,26,162,109,41,0,0,0,0,0,40,84,144,73,75,169,66,239,207,46,0,26,20,0,0
22501,51033,345,243,650,216,75,89,237,181,86,14,110,81,11,0,0,419,401,578,124,150,49,52,172,89,0,65,164,150,0,0
22503,51103,459,621,2047,1204,947,428,524,1132,97,470,142,193,71,43,30,815,495,1894,1250,1086,427,504,808,333,354,251,53,196,4,111
22504,51057,259,300,725,374,173,52,138,264,0,8,0,14,63,8,13,362,364,975,283,160,20,100,212,8,15,164,50,111,0,8
22507,51103,146,75,298,198,137,82,46,210,40,10,31,1,15,0,0,76,141,280,262,181,78,85,349,14,136,20,0,16,0,0
22508,51137,1733,1438,3356,1246,712,152,285,414,248,16,370,111,324,57,0,1926,1507,3291,1362,911,244,47,455,81,30,285,123,356,126,0
22509,51057,174,113,383,91,91,179,216,291,175,16,37,3,31,15,0,142,153,276,171,86,170,142,350,215,115,12,0,27,0,0
22511,51133,240,179,368,229,179,52,126,109,20,40,0,0,41,0,24,238,65,361,340,249,117,22,182,73,11,0,20,14,45,0
22513,51103,122,132,383,346,218,232,188,250,29,68,0,16,17,14,0,213,139,477,292,337,233,145,191,165,16,70,9,17,4,0
22514,51033,1042,444,1651,609,253,406,282,1190,289,159,228,109,140,2,23,1145,818,1743,635,304,257,427,888,375,298,270,97,310,5,15
22517,51103,146,75,298,198,137,82,46,210,40,10,31,1,15,0,0,76,141,280,262,181,78,85,349,14,136,20,0,16,0,0
22520,51193,826,939,2116,728,636,554,449,975,265,241,609,319,246,7,0,739,1170,1807,818,730,381,473,839,411,334,273,93,562,13,0
22523,51103,146,75,298,198,137,82,46,210,40,10,31,1,15,0,0,76,141,280,262,181,78,85,349,14,136,20,0,16,0,0
22524,51193,74,24,258,128,133,284,26,162,109,41,0,0,0,0,0,40,84,144,73,75,169,66,239,207,46,0,26,20,0,0
22526,51099,359,234,668,153,68,32,23,72,14,12,6,68,14,12,0,416,135,674,158,96,53,26,97,26,31,35,49,26,0,6
22528,51103,146,75,298,198,137,82,46,210,40,10,31,1,15,0,0,76,141,280,262,181,78,85,349,14,136,20,0,16,0,0
22529,51193,74,24,258,128,133,284,26,162,109,41,0,0,0,0,0,40,84,144,73,75,169,66,239,207,46,0,26,20,0,0
22530,51133,52,99,245,256,134,90,79,16,0,0,29,0,95,0,0,50,148,457,157,122,0,83,0,0,0,25,0,0,0,0
22534,51177,754,522,1401,277,216,163,48,303,31,33,391,98,63,0,0,611,653,1133,361,143,67,162,234,60,15,215,204,83,19,6
22535,51033,298,1252,753,153,158,78,126,319,50,10,79,237,94,10,0,196,395,656,121,135,82,145,177,55,23,59,155,50,7,17
22538,51033,298,1252,753,153,158,78,126,319,50,10,79,237,94,10,0,196,395,656,121,135,82,145,177,55,23,59,155,50,7,17
22539,51133,65,175,717,559,480,157,139,134,21,21,29,0,95,29,0,116,186,897,479,312,99,282,126,0,38,65,0,70,0,65
22542,51137,635,637,1468,576,156,0,14,126,44,15,211,36,126,0,0,717,604,1365,444,208,40,36,113,40,9,226,15,47,0,0
22544,51099,359,234,668,153,68,32,23,72,14,12,6,68,14,12,0,416,135,674,158,96,53,26,97,26,31,35,49,26,0,6
22545,51179,631,581,1351,199,137,40,11,111,0,0,649,56,184,14,0,597,301,1389,332,113,136,46,100,0,0,139,200,170,16,0
22546,51033,2405,1508,4405,1195,510,621,501,1410,569,185,503,240,223,0,12,2686,2013,4373,1025,679,544,582,1233,415,328,590,450,456,19,18
22547,51099,581,369,671,151,87,125,145,221,77,19,127,14,83,0,0,452,411,818,163,88,155,118,227,48,8,144,83,80,4,8
22548,51159,350,384,675,160,136,140,187,394,36,65,256,119,104,2,0,232,381,582,285,268,120,151,184,90,110,84,53,99,0,0
22551,51177,3412,3110,6369,2009,804,560,528,1020,137,111,1209,334,598,91,17,3185,3312,6019,1839,1078,326,517,909,187,206,964,537,599,114,20
22552,51033,67,49,337,78,19,23,15,74,0,21,27,0,21,2,0,120,98,279,55,27,0,10,51,102,57,13,0,38,0,0
22553,51177,4222,3793,7295,1544,881,809,977,1648,297,214,1535,865,931,117,40,4355,3930,7558,1937,1134,577,802,1428,337,319,1373,817,1154,174,25
22554,51179,6269,6554,10717,1807,574,2577,2550,4116,395,169,2903,2957,3179,181,131,5876,5274,9588,1268,749,2234,1811,3933,378,205,3719,2166,3829,517,47
22555,51179,272,374,587,102,35,89,123,199,4,27,39,33,169,0,2,380,302,638,92,13,73,60,229,18,40,164,28,175,15,13
22556,51179,4220,3350,7206,1376,587,1204,868,1678,213,38,2176,1197,1680,109,35,3799,3133,6975,1143,674,879,775,1826,136,118,1883,1022,1841,281,18
22558,51193,121,115,412,155,98,116,103,143,85,53,94,18,24,0,0,138,79,488,121,183,82,163,237,100,79,8,14,88,6,0
22560,51057,702,694,1992,717,439,678,402,1069,267,112,146,27,177,17,10,846,848,1993,785,512,404,628,1118,527,296,266,81,243,4,0
22565,51177,503,575,730,178,57,80,72,177,16,51,277,55,114,74,0,292,634,832,258,160,76,115,207,25,114,274,75,138,45,9
22567,51137,1187,1100,2922,1140,463,0,38,320,54,22,410,120,254,0,0,1385,1302,2770,764,496,49,36,254,79,39,255,41,115,21,0
22572,51159,813,1146,2336,806,597,555,554,1272,269,218,647,441,258,7,0,799,1085,2007,773,832,382,408,846,450,235,273,93,516,13,46
22576,51103,166,173,588,504,414,269,203,280,56,68,0,59,19,14,0,267,171,702,423,595,249,184,224,172,32,79,9,23,4,0
22577,51193,74,24,258,128,133,284,26,162,109,41,0,0,0,0,0,40,84,144,73,75,169,66,239,207,46,0,26,20,0,0
22578,51103,230,312,908,627,566,386,242,323,74,68,12,59,37,61,0,326,260,1037,638,650,270,218,331,192,39,79,9,31,4,0
22579,51133,13,76,472,303,346,67,60,118,21,21,0,0,0,29,0,66,38,440,322,190,99,199,126,0,38,40,0,70,0,65
22580,51033,2725,3037,4268,1022,600,529,480,1412,339,205,792,503,540,84,13,2312,2712,4561,1149,743,521,562,1231,262,368,927,627,522,95,46
22581,51193,121,115,412,155,98,116,103,143,85,53,94,18,24,0,0,138,79,488,121,183,82,163,237,100,79,8,14,88,6,0
22601,51840,3658,4121,6933,1919,1557,339,507,883,128,107,919,910,1206,31,99,3016,3723,6363,2233,2412,304,539,692,152,81,1627,891,713,117,115
22602,51069,5901,4428,9391,2582,1371,294,223,441,118,3,871,659,745,27,82,4946,4328,10127,2575,1901,110,188,459,63,71,795,537,789,73,28
22603,51069,4055,4422,8682,2399,1563,279,185,431,124,9,856,320,520,21,39,4202,3798,8463,2297,2091,80,284,329,62,80,584,426,554,52,44
22604,51840,327,243,653,61,105,5,10,15,0,0,101,125,163,0,0,257,268,545,126,57,9,0,7,42,0,377,26,181,0,0
22610,51187,760,960,2110,771,310,0,24,62,0,5,21,28,49,48,0,1046,757,2178,717,439,0,0,26,0,28,179,51,163,11,0
22611,51043,1025,837,2259,641,328,11,68,129,20,58,149,29,146,2,20,988,813,2259,703,507,117,2,84,26,85,97,71,148,1,22
22620,51043,531,415,1213,387,225,33,26,53,20,19,48,71,73,8,5,496,313,1181,297,366,16,2,64,26,0,39,63,122,1,8
22622,51069,527,768,1354,267,152,40,31,78,9,0,82,21,115,0,0,664,785,1112,321,182,42,72,33,14,0,107,0,107,16,0
22623,51157,338,170,556,229,145,11,0,23,0,0,41,17,18,23,0,287,199,450,146,179,0,47,76,0,0,0,19,29,9,0
22624,51069,810,1044,2077,546,362,98,31,85,9,0,155,21,143,0,0,938,1002,1946,631,456,47,82,38,14,0,165,28,149,16,0
22625,51069,548,808,1810,633,315,16,1,21,27,0,81,0,21,0,0,1044,684,1928,503,262,0,0,53,0,56,8,0,48,3,0
22626,51171,276,179,634,219,48,0,0,1,0,54,155,0,21,0,0,245,205,545,197,106,0,0,0,20,34,55,60,66,0,0
22627,51157,648,515,1310,539,376,11,12,29,0,0,204,45,69,23,0,438,501,1320,558,371,0,84,163,0,0,83,19,66,16,0
22630,51187,5076,4448,10269,2838,1551,289,354,492,59,95,738,600,729,83,16,4684,4563,9761,2774,2118,227,280,451,134,127,1026,564,967,118,32
22637,51069,548,808,1810,633,315,16,1,21,27,0,81,0,21,0,0,1044,684,1928,503,262,0,0,53,0,56,8,0,48,3,0
22639,51061,539,225,1365,599,183,44,0,88,56,15,57,26,44,7,1,418,396,1298,540,141,32,0,48,18,35,95,103,52,14,9
22640,51157,338,170,556,229,145,11,0,23,0,0,41,17,18,23,0,287,199,450,146,179,0,47,76,0,0,0,19,29,9,0
22641,51171,181,303,568,376,61,0,0,0,0,0,0,0,0,0,0,270,381,655,318,139,0,0,0,0,0,0,0,15,0,6
22642,51187,1608,1061,3092,731,326,52,70,73,27,14,57,185,251,16,5,948,1006,2774,795,221,44,0,104,18,5,92,75,230,37,17
22643,51061,226,65,576,270,110,8,0,47,27,6,57,26,44,7,0,84,126,458,276,12,14,0,24,18,5,54,61,41,11,9
22644,51171,802,658,1932,668,385,7,0,7,0,0,54,0,48,11,0,819,977,1679,671,525,0,0,7,0,0,44,27,31,0,6
22645,51069,2350,2202,4783,1401,816,126,34,122,31,0,187,300,124,0,14,2498,2550,4785,1343,899,47,41,142,26,26,143,187,202,32,6
22646,51043,289,164,600,169,74,5,26,39,20,19,48,4,50,2,0,298,115,574,131,260,2,2,7,26,0,39,49,27,1,0
22649,51187,289,214,653,160,169,88,0,24,0,0,16,49,8,0,11,299,283,546,182,205,28,0,57,11,11,0,18,26,25,0
22650,51139,503,560,1242,474,341,0,60,119,10,5,28,12,167,15,0,511,742,1456,423,482,0,0,14,0,5,28,0,141,15,0
22652,51171,684,689,1329,661,327,0,9,16,0,0,9,8,66,11,0,533,505,1402,574,451,0,0,46,29,6,21,13,24,4,20
22654,51069,857,727,1360,485,193,0,0,0,0,0,43,126,0,0,0,659,1027,1486,454,264,0,0,20,0,0,42,0,42,3,6
22655,51069,4030,2651,6662,1738,1165,241,333,454,35,7,589,483,437,90,48,3432,2787,6501,2093,1289,158,139,400,36,33,736,540,528,109,23
22656,51069,1102,1206,2020,377,200,51,31,79,9,3,83,21,115,21,0,936,1145,1835,514,270,54,72,33,25,0,107,0,136,16,0
22657,51171,2365,2146,4881,1578,724,30,30,109,23,59,387,28,185,57,0,2312,2093,4895,1696,1069,7,0,55,20,62,370,147,284,0,6
22660,51171,1078,837,2566,887,433,7,0,8,0,54,209,0,69,11,0,1064,1182,2224,868,631,0,0,7,20,34,99,87,97,0,6
22663,51069,1840,1118,3506,952,599,128,101,197,25,26,352,192,151,3,40,1878,1335,3438,982,846,31,34,151,47,11,447,316,216,98,16
22664,51171,1738,1335,3194,965,727,7,60,78,3,0,218,124,276,72,0,1803,1409,3149,1186,1067,0,0,77,2,11,289,316,324,26,70
22701,51047,4569,4048,9100,2393,1358,528,856,1941,217,283,1861,708,1486,56,46,4850,4033,9188,2231,1572,634,916,1573,429,205,1817,478,1361,52,11
22709,51113,490,344,742,314,48,68,76,53,83,16,44,0,52,0,7,406,401,749,180,197,0,0,30,71,70,22,87,57,0,0
22711,51113,222,198,514,220,106,0,0,42,0,0,25,0,0,0,0,347,138,459,252,172,0,0,28,0,0,0,0,18,0,0
22712,51061,2202,1945,3944,724,370,133,184,463,100,73,377,356,375,56,3,2404,1977,3850,701,445,155,126,355,171,67,324,186,372,87,16
22713,51047,714,738,1936,689,411,55,12,166,20,121,264,60,74,0,0,948,671,2115,726,521,61,158,149,21,0,346,33,69,25,0
22714,51047,871,610,1697,416,192,32,87,241,2,30,346,79,165,0,0,825,653,1411,420,226,0,82,134,3,20,215,54,68,22,0
22715,51113,256,267,593,172,59,0,0,0,0,0,40,74,71,6,46,210,301,718,153,82,0,8,103,0,10,81,0,10,6,0
22716,51157,1273,1057,2748,868,573,55,33,215,43,133,377,277,118,0,9,1324,1125,3083,1078,742,61,187,167,46,13,396,33,152,25,0
22718,51047,503,319,970,240,109,32,75,143,2,30,317,19,140,0,0,376,418,770,267,175,0,70,103,3,20,185,54,68,0,0
22719,51113,222,198,514,220,106,0,0,42,0,0,25,0,0,0,0,347,138,459,252,172,0,0,28,0,0,0,0,18,0,0
22720,51061,613,421,1323,246,125,7,5,116,24,8,112,75,51,12,0,465,458,1189,221,181,0,0,11,39,18,72,20,57,46,16
22722,51113,478,465,1107,392,165,0,0,42,0,0,65,74,71,6,46,557,439,1177,405,254,0,8,131,0,10,81,0,28,6,0
22723,51113,452,336,1041,344,372,0,64,75,2,0,56,62,11,0,2,551,284,958,522,316,132,51,101,0,5,29,12,26,54,0
22724,51047,927,610,1539,355,245,0,33,147,23,12,142,277,69,0,9,825,689,1609,505,272,0,41,49,25,13,80,0,83,22,0
22725,51113,256,267,593,172,59,0,0,0,0,0,40,74,71,6,46,210,301,718,153,82,0,8,103,0,10,81,0,10,6,0
22726,51047,503,319,970,240,109,32,75,143,2,30,317,19,140,0,0,376,418,770,267,175,0,70,103,3,20,185,54,68,0,0
22727,51113,1198,947,2376,830,479,68,140,128,85,16,140,136,134,6,55,1167,986,2425,855,595,132,59,234,71,85,132,99,93,60,0
22728,51061,1759,1558,3343,739,421,67,44,310,88,7,876,192,388,73,3,1611,1217,3395,796,456,161,85,319,94,30,253,350,356,82,7
22729,51047,288,469,975,217,131,79,112,432,51,43,108,131,248,0,0,333,346,647,233,157,45,77,168,48,45,435,101,221,0,0
22730,51113,746,611,1335,486,107,68,76,53,83,16,84,74,123,6,53,616,702,1467,333,279,0,8,133,71,80,103,87,67,6,0
22731,51113,720,482,1269,438,314,68,140,86,85,16,75,62,63,0,9,610,547,1248,450,341,132,51,103,71,75,51,99,65,54,0
22732,51113,490,344,742,314,48,68,76,53,83,16,44,0,52,0,7,406,401,749,180,197,0,0,30,71,70,22,87,57,0,0
22733,51047,1181,1393,3186,675,446,238,350,825,51,50,445,286,391,6,46,1377,1372,2808,748,621,170,162,731,100,152,574,271,321,6,0
22734,51061,1907,1550,3499,650,364,92,224,461,14,96,513,316,366,6,0,2084,1777,3181,709,453,69,134,315,70,50,452,120,266,37,9
22735,51047,882,858,2289,771,345,55,0,202,20,121,166,106,94,6,46,1354,808,2422,719,583,61,129,193,21,10,344,33,60,24,0
22736,51047,503,319,970,240,109,32,75,143,2,30,317,19,140,0,0,376,418,770,267,175,0,70,103,3,20,185,54,68,0,0
22737,51047,1594,1470,3580,960,501,55,76,379,64,133,359,315,139,0,9,1781,1498,3649,901,690,69,171,206,60,13,550,101,184,40,0
22738,51113,720,482,1269,438,314,68,140,86,85,16,75,62,63,0,9,610,547,1248,450,341,132,51,103,71,75,51,99,65,54,0
22740,51157,1274,1106,3006,1138,662,66,12,231,20,121,330,77,92,23,0,1582,1008,3024,1124,872,61,205,253,21,0,346,52,116,34,0
22741,51047,1088,722,1495,306,188,118,344,373,25,41,391,93,223,16,0,861,893,1568,520,335,81,247,422,79,38,403,81,130,0,0
22742,51061,332,128,566,59,39,0,5,40,7,8,7,31,33,6,0,196,222,487,103,86,0,0,4,10,0,49,0,41,12,9
22743,51113,339,309,760,407,226,0,0,43,0,0,25,0,30,0,0,507,342,811,396,324,0,0,28,0,0,15,1,18,0,0
22747,51157,648,515,1310,539,376,11,12,29,0,0,204,45,69,23,0,438,501,1320,558,371,0,84,163,0,0,83,19,66,16,0
22748,51113,230,138,527,124,266,0,64,33,2,0,31,62,11,0,2,204,146,499,270,144,132,51,73,0,5,29,12,8,54,0
22749,51157,310,345,754,310,231,0,12,6,0,0,163,28,51,0,0,151,302,870,412,192,0,37,87,0,0,83,0,37,7,0
22801,51660,5259,10451,9206,2323,1670,680,1085,913,137,20,1928,2012,2034,104,62,4970,12314,9792,2401,2254,334,954,593,67,33,1541,1882,1741,161,20
22802,51660,4186,4645,7168,1996,1295,527,594,589,129,17,1817,1211,1617,59,23,3898,4780,7713,2067,1537,246,492,399,41,13,1343,883,1349,112,0
22803,51660,360,426,474,34,0,56,95,173,97,0,145,238,184,27,12,266,539,567,74,54,59,124,95,20,0,330,138,177,59,0
22807,51660,1328,6617,2540,408,313,87,644,217,0,0,934,1279,848,63,0,1252,8217,2518,578,512,47,565,157,26,17,610,1283,686,7,0
22810,51171,235,228,668,100,303,10,17,16,0,0,0,44,35,0,0,207,346,461,272,107,22,0,16,0,0,0,0,77,0,0
22811,51165,337,165,686,220,65,0,0,0,0,0,24,11,0,0,0,357,254,667,217,140,0,0,0,0,0,28,44,8,9,0
22812,51165,2190,2507,3947,1190,846,4,88,49,14,10,163,348,173,57,7,2758,2453,3987,1359,955,5,173,42,0,26,278,174,145,11,0
22815,51165,2810,2497,5478,1299,917,25,27,85,0,0,162,201,166,7,0,2604,2531,4919,1572,1038,37,20,20,0,0,200,164,257,51,0
22820,51165,337,165,686,220,65,0,0,0,0,0,24,11,0,0,0,357,254,667,217,140,0,0,0,0,0,28,44,8,9,0
22821,51165,2323,2046,3775,1016,911,140,140,146,14,27,255,210,132,14,7,2455,2391,3529,1111,1086,35,195,95,10,26,240,243,204,11,0
22824,51171,2392,2044,4416,1413,1172,10,151,132,9,0,277,244,388,88,0,2666,1964,4490,1623,1361,25,15,129,11,20,350,357,522,28,70
22827,51165,2480,2062,4384,1442,861,38,116,86,20,8,180,120,384,39,0,2443,2110,5063,1440,1110,103,61,136,24,11,269,140,255,2,21
22830,51165,808,481,1418,439,168,21,21,7,0,0,177,26,0,0,0,760,584,1263,344,250,0,50,10,0,0,60,44,53,9,0
22831,51165,1006,645,1681,468,261,25,29,26,0,0,180,39,91,0,0,1072,787,1388,430,304,5,57,30,0,0,53,28,63,11,0
22832,51165,762,541,1335,410,331,0,92,6,0,0,264,315,297,16,0,645,554,1427,506,273,16,19,29,0,0,149,129,44,15,0
22833,51165,97,126,572,88,114,0,0,0,0,0,24,81,13,0,0,130,123,492,175,97,0,0,0,0,0,0,31,12,0,0
22834,51165,983,604,1586,405,218,15,10,37,0,0,54,10,47,7,0,1040,675,1558,363,334,15,13,0,0,0,71,43,89,39,0
22835,51139,2292,1990,4491,1381,884,0,73,151,10,5,129,122,350,32,0,2125,1978,4501,1429,1135,3,0,37,0,5,236,81,211,73,10
22840,51165,826,726,1745,631,351,66,62,60,20,0,48,97,280,8,0,1087,757,2155,566,418,41,40,87,13,11,130,96,172,0,0
22841,51165,1526,2003,2652,921,434,97,21,121,9,0,144,160,153,47,7,1688,1360,2969,791,538,0,34,49,0,0,194,117,180,13,0
22842,51171,1657,1587,3439,1252,953,10,100,77,6,0,122,128,189,27,0,1734,1487,3385,1185,999,25,15,105,38,15,105,81,224,6,20
22843,51015,1212,1671,2603,987,425,0,7,17,15,0,124,171,71,52,0,1657,1188,2773,853,334,0,28,8,0,0,101,25,110,0,0
22844,51171,1553,1596,3158,1173,780,0,20,57,6,0,151,168,176,27,0,1379,1127,3227,1149,848,3,7,58,29,6,59,64,160,6,20
22845,51171,235,228,668,100,303,10,17,16,0,0,0,44,35,0,0,207,346,461,272,107,22,0,16,0,0,0,0,77,0,0
