sex,race,age,edu,state,response,repvote
male,white,58,hs,AL,1,0.643741436
male,white,44,no hs,AR,0,0.642851377
female,white,67,hs,IN,0,0.601173095
female,white,44,post-grad,KS,1,0.611114703
female,white,48,hs,TN,1,0.63624343
female,white,41,hs,IL,1,0.409799486
female,white,85,no hs,NM,1,0.453492051
female,white,90,hs,MO,1,0.59818561
male,other,64,4-year college,FL,1,0.506188355
female,black,25,some college,TX,1,0.547132256
female,black,48,hs,VA,0,0.471736237
female,white,87,hs,GA,1,0.526611726
male,white,51,hs,OH,0,0.542676846
female,other,47,hs,HI,0,0.325586625
female,white,66,hs,SC,1,0.574602564
male,white,24,hs,CA,0,0.338717892
male,white,18,some college,CA,1,0.338717892
female,black,53,hs,PA,1,0.503755358
female,white,57,hs,MS,1,0.590898473
female,white,59,4-year college,MI,0,0.501176682
male,other,48,some college,WA,1,0.412130688
female,black,28,some college,TN,0,0.63624343
male,white,64,hs,CT,1,0.428584525
male,white,84,post-grad,TX,1,0.547132256
female,white,46,4-year college,WA,0,0.412130688
female,white,41,4-year college,FL,0,0.506188355
female,white,57,post-grad,PA,1,0.503755358
female,white,23,post-grad,WI,0,0.50407989
male,other,34,hs,CA,1,0.338717892
female,white,29,4-year college,NY,0,0.382275815
female,other,39,4-year college,NJ,0,0.427158099
male,other,50,some college,AR,1,0.642851377
female,black,40,some college,NY,0,0.382275815
male,white,84,hs,MO,0,0.59818561
female,black,24,some college,CA,0,0.338717892
male,white,35,4-year college,PA,1,0.503755358
female,white,66,4-year college,OR,0,0.438441611
female,white,96,hs,AZ,1,0.518900234
female,white,67,hs,OR,0,0.438441611
female,white,47,4-year college,AZ,0,0.518900234
female,black,81,some college,MI,0,0.501176682
male,black,50,4-year college,WA,1,0.412130688
male,white,86,post-grad,WA,0,0.412130688
female,white,63,post-grad,MI,0,0.501176682
female,white,45,4-year college,OR,0,0.438441611
female,white,42,hs,NY,0,0.382275815
male,black,24,hs,NJ,1,0.427158099
male,white,37,4-year college,TX,0,0.547132256
female,white,53,hs,NE,0,0.635476741
male,white,36,4-year college,IL,0,0.409799486
male,white,79,post-grad,ID,1,0.683101767
female,black,49,post-grad,IN,0,0.601173095
female,white,60,4-year college,CA,0,0.338717892
female,other,34,4-year college,NY,0,0.382275815
female,white,94,some college,WV,0,0.721610523
female,white,38,post-grad,MO,1,0.59818561
female,white,55,some college,FL,0,0.506188355
female,white,54,post-grad,CO,0,0.473166666
female,other,18,hs,WY,0,0.757053196
female,white,31,some college,CO,1,0.473166666
female,white,62,post-grad,MD,1,0.359837503
female,white,68,hs,LA,1,0.601716772
male,white,59,some college,VA,1,0.471736237
female,other,49,4-year college,OH,0,0.542676846
male,white,46,hs,SC,1,0.574602564
female,other,21,post-grad,OH,0,0.542676846
female,white,26,hs,MI,0,0.501176682
female,white,29,no hs,OH,1,0.542676846
male,black,82,post-grad,CA,0,0.338717892
female,white,28,some college,AR,1,0.642851377
male,white,54,post-grad,VA,0,0.471736237
female,white,56,post-grad,CO,0,0.473166666
male,other,64,4-year college,NC,1,0.519037458
female,white,38,post-grad,KS,0,0.611114703
female,white,100,hs,AZ,1,0.518900234
female,other,25,hs,CA,0,0.338717892
male,white,25,hs,MI,0,0.501176682
female,black,30,4-year college,IL,0,0.409799486
male,white,18,hs,NC,0,0.519037458
female,white,73,some college,PA,0,0.503755358
female,white,47,hs,IA,0,0.550635478
male,other,32,4-year college,CA,0,0.338717892
male,other,40,some college,MA,0,0.353487213
female,white,88,some college,NY,1,0.382275815
female,white,61,4-year college,CA,1,0.338717892
male,white,55,some college,KS,0,0.611114703
female,white,47,hs,PA,1,0.503755358
female,white,21,some college,OH,0,0.542676846
female,white,35,some college,ND,0,0.698092429
male,other,95,4-year college,GA,1,0.526611726
male,white,83,post-grad,FL,1,0.506188355
female,black,43,some college,FL,1,0.506188355
male,white,58,hs,NY,0,0.382275815
female,white,86,no hs,IL,1,0.409799486
female,white,54,some college,NE,0,0.635476741
female,white,33,hs,NJ,0,0.427158099
female,black,68,some college,IN,0,0.601173095
female,black,19,hs,VA,1,0.471736237
female,white,70,hs,OH,0,0.542676846
female,white,23,4-year college,NY,0,0.382275815
male,white,72,hs,FL,1,0.506188355
male,white,40,post-grad,CT,1,0.428584525
female,white,69,hs,KY,0,0.65670629
male,white,28,some college,PA,0,0.503755358
female,other,42,4-year college,NC,0,0.519037458
female,white,51,some college,OR,0,0.438441611
female,black,67,some college,AR,0,0.642851377
female,other,42,some college,FL,1,0.506188355
female,white,54,hs,PA,1,0.503755358
male,other,27,some college,MI,0,0.501176682
male,white,52,4-year college,MD,1,0.359837503
male,white,56,4-year college,OH,0,0.542676846
female,white,44,some college,MO,1,0.59818561
female,white,39,post-grad,OH,0,0.542676846
female,white,28,some college,LA,1,0.601716772
male,white,59,some college,WV,1,0.721610523
male,white,23,hs,CA,0,0.338717892
male,white,25,4-year college,TX,0,0.547132256
male,white,18,hs,NH,1,0.498029716
male,white,24,4-year college,NY,1,0.382275815
female,white,18,some college,OH,0,0.542676846
female,white,21,hs,ND,0,0.698092429
male,white,51,4-year college,IN,1,0.601173095
female,white,65,hs,KY,1,0.65670629
female,white,30,4-year college,OR,1,0.438441611
female,white,30,post-grad,IA,0,0.550635478
female,other,23,hs,NC,1,0.519037458
female,white,48,no hs,FL,0,0.506188355
female,white,31,no hs,CO,0,0.473166666
male,white,86,post-grad,NH,0,0.498029716
female,white,69,4-year college,AL,0,0.643741436
female,white,24,hs,FL,0,0.506188355
female,white,66,hs,FL,1,0.506188355
male,white,66,no hs,OH,1,0.542676846
female,white,94,hs,AL,1,0.643741436
female,white,39,some college,LA,1,0.601716772
male,black,50,hs,IN,1,0.601173095
male,white,50,some college,NJ,0,0.427158099
female,white,96,no hs,UT,1,0.623836582
male,white,59,hs,TX,0,0.547132256
male,white,63,hs,NJ,0,0.427158099
male,white,79,hs,TX,1,0.547132256
female,white,49,4-year college,IL,0,0.409799486
female,white,30,some college,MA,0,0.353487213
female,white,61,hs,WI,1,0.50407989
male,white,67,some college,UT,0,0.623836582
male,white,45,post-grad,GA,0,0.526611726
female,white,57,4-year college,MT,0,0.611096643
female,white,64,hs,MI,0,0.501176682
female,black,45,no hs,TN,0,0.63624343
male,white,45,hs,MI,1,0.501176682
female,white,31,no hs,FL,0,0.506188355
female,black,64,some college,MD,0,0.359837503
male,other,40,some college,CA,0,0.338717892
male,black,44,some college,AL,1,0.643741436
male,white,18,some college,IL,0,0.409799486
female,black,40,some college,AL,0,0.643741436
male,white,57,4-year college,MD,1,0.359837503
female,white,19,hs,WI,1,0.50407989
female,white,42,hs,FL,0,0.506188355
male,white,38,4-year college,MA,0,0.353487213
female,white,46,some college,MI,1,0.501176682
male,white,97,post-grad,MI,0,0.501176682
male,white,18,hs,AZ,1,0.518900234
female,white,24,some college,IL,1,0.409799486
male,white,86,post-grad,SC,1,0.574602564
male,white,47,hs,NC,1,0.519037458
female,white,53,4-year college,MI,0,0.501176682
male,white,36,some college,ND,0,0.698092429
female,white,34,4-year college,AL,1,0.643741436
female,other,29,4-year college,AZ,0,0.518900234
male,white,75,some college,FL,1,0.506188355
male,white,33,4-year college,OH,0,0.542676846
female,white,23,4-year college,KS,1,0.611114703
male,other,54,some college,DE,0,0.440013786
female,other,31,some college,GA,1,0.526611726
female,white,52,hs,PA,0,0.503755358
male,white,85,hs,AZ,0,0.518900234
female,white,22,hs,OK,0,0.693047372
male,black,29,some college,PA,0,0.503755358
male,white,42,hs,KS,0,0.611114703
female,other,21,some college,CA,0,0.338717892
male,white,45,post-grad,OR,0,0.438441611
male,other,31,post-grad,FL,0,0.506188355
male,white,50,some college,MI,1,0.501176682
male,other,34,some college,AZ,0,0.518900234
female,white,21,some college,NJ,0,0.427158099
male,white,72,4-year college,IL,1,0.409799486
male,black,40,some college,TX,1,0.547132256
male,white,24,some college,CA,0,0.338717892
female,white,50,some college,WI,1,0.50407989
male,white,85,post-grad,MO,1,0.59818561
male,other,18,some college,TX,0,0.547132256
male,white,53,some college,OH,1,0.542676846
female,white,44,some college,NC,0,0.519037458
female,white,67,some college,AZ,0,0.518900234
female,white,66,no hs,AL,0,0.643741436
female,white,59,some college,FL,1,0.506188355
female,white,32,post-grad,OH,0,0.542676846
male,white,49,some college,TX,0,0.547132256
female,other,26,hs,TX,0,0.547132256
female,white,18,hs,OH,0,0.542676846
female,other,35,some college,TX,1,0.547132256
female,other,68,post-grad,TX,0,0.547132256
female,white,49,4-year college,PA,1,0.503755358
female,black,18,some college,AL,0,0.643741436
female,other,64,some college,NY,0,0.382275815
male,white,69,post-grad,TX,0,0.547132256
female,other,19,some college,TX,1,0.547132256
male,other,20,some college,NY,0,0.382275815
male,white,61,post-grad,MD,0,0.359837503
female,white,24,post-grad,MA,0,0.353487213
female,white,22,hs,PA,0,0.503755358
male,white,71,some college,TX,1,0.547132256
female,white,22,some college,NY,1,0.382275815
female,white,35,some college,MI,0,0.501176682
female,white,94,hs,MD,1,0.359837503
female,white,63,post-grad,NE,0,0.635476741
female,white,41,some college,NY,0,0.382275815
male,white,27,4-year college,NC,0,0.519037458
female,other,47,hs,TX,1,0.547132256
female,white,30,4-year college,FL,0,0.506188355
male,white,35,4-year college,NC,1,0.519037458
male,black,30,4-year college,TN,1,0.63624343
female,white,56,hs,WI,1,0.50407989
female,white,35,post-grad,TX,0,0.547132256
female,white,64,hs,FL,1,0.506188355
male,white,77,hs,MD,1,0.359837503
female,white,58,hs,IL,0,0.409799486
female,white,66,hs,IL,0,0.409799486
female,black,32,some college,NY,0,0.382275815
female,other,20,4-year college,FL,0,0.506188355
female,white,51,some college,IN,0,0.601173095
female,white,45,some college,OR,1,0.438441611
male,black,40,hs,IL,1,0.409799486
female,white,19,some college,OH,0,0.542676846
male,other,47,some college,TX,1,0.547132256
female,white,27,some college,CA,1,0.338717892
female,white,65,hs,IL,1,0.409799486
male,white,79,4-year college,MS,1,0.590898473
male,white,65,some college,IA,0,0.550635478
female,white,60,hs,AZ,0,0.518900234
male,white,80,4-year college,PA,1,0.503755358
female,white,66,post-grad,MD,1,0.359837503
male,white,37,post-grad,TN,0,0.63624343
female,white,54,hs,OH,0,0.542676846
female,other,24,some college,TN,0,0.63624343
female,white,19,some college,MO,1,0.59818561
male,white,53,some college,VA,1,0.471736237
female,white,71,hs,KY,1,0.65670629
female,white,52,some college,WI,0,0.50407989
female,other,24,some college,NJ,0,0.427158099
female,other,65,4-year college,TX,0,0.547132256
male,white,88,4-year college,MA,1,0.353487213
female,white,51,hs,MA,0,0.353487213
female,white,34,4-year college,OR,0,0.438441611
male,white,47,some college,TX,1,0.547132256
female,white,27,4-year college,OH,0,0.542676846
female,other,29,hs,GA,0,0.526611726
female,white,25,4-year college,TX,1,0.547132256
male,white,55,4-year college,MS,1,0.590898473
male,white,36,some college,KY,0,0.65670629
female,white,48,4-year college,OR,0,0.438441611
female,other,68,4-year college,FL,1,0.506188355
female,black,24,some college,FL,0,0.506188355
male,white,83,4-year college,SC,1,0.574602564
male,white,61,some college,CA,0,0.338717892
male,white,57,post-grad,KS,0,0.611114703
female,white,63,some college,TN,0,0.63624343
female,black,40,post-grad,NY,0,0.382275815
female,white,55,hs,IL,0,0.409799486
female,white,32,4-year college,IL,0,0.409799486
female,white,28,some college,NJ,1,0.427158099
female,other,20,hs,NJ,1,0.427158099
female,other,44,some college,CA,0,0.338717892
male,white,68,some college,OH,1,0.542676846
female,white,46,some college,NM,1,0.453492051
male,white,25,4-year college,CA,1,0.338717892
male,white,36,hs,NM,0,0.453492051
female,white,88,some college,LA,1,0.601716772
male,black,46,some college,NY,0,0.382275815
female,white,45,some college,SC,0,0.574602564
female,white,42,4-year college,WI,0,0.50407989
male,white,53,some college,FL,1,0.506188355
female,white,58,hs,NH,0,0.498029716
female,white,99,hs,IL,1,0.409799486
male,white,40,some college,NY,0,0.382275815
male,white,85,hs,MD,0,0.359837503
female,white,81,hs,TN,0,0.63624343
female,white,63,some college,FL,1,0.506188355
female,other,26,some college,CA,0,0.338717892
female,white,24,some college,MI,0,0.501176682
female,white,41,4-year college,NY,0,0.382275815
female,white,67,hs,RI,0,0.416892959
male,white,65,some college,KS,0,0.611114703
female,white,25,4-year college,PA,0,0.503755358
female,white,63,post-grad,OH,1,0.542676846
male,white,97,4-year college,NH,0,0.498029716
male,white,56,4-year college,SD,1,0.659718581
female,white,48,hs,TX,1,0.547132256
female,white,84,post-grad,WA,0,0.412130688
male,white,52,no hs,CA,0,0.338717892
female,white,69,4-year college,CA,0,0.338717892
female,white,64,hs,NC,1,0.519037458
male,white,55,post-grad,CA,0,0.338717892
female,white,42,post-grad,OH,1,0.542676846
female,white,68,4-year college,AZ,0,0.518900234
female,white,58,hs,CA,1,0.338717892
female,white,26,4-year college,KY,0,0.65670629
female,other,22,4-year college,FL,1,0.506188355
male,white,25,hs,IL,1,0.409799486
female,other,29,hs,CA,0,0.338717892
female,white,23,hs,GA,0,0.526611726
male,white,47,no hs,GA,0,0.526611726
male,white,78,some college,SC,1,0.574602564
male,black,18,hs,CA,0,0.338717892
female,black,61,no hs,TN,0,0.63624343
female,white,47,4-year college,PA,1,0.503755358
female,white,59,some college,NY,0,0.382275815
male,white,30,4-year college,NY,0,0.382275815
female,white,38,some college,PA,0,0.503755358
female,white,23,some college,NC,1,0.519037458
female,white,29,no hs,CA,0,0.338717892
female,other,45,post-grad,NC,1,0.519037458
male,white,37,some college,OH,0,0.542676846
male,white,32,4-year college,IL,0,0.409799486
male,white,71,4-year college,FL,1,0.506188355
male,black,60,hs,IL,0,0.409799486
male,white,56,hs,AL,1,0.643741436
female,white,26,hs,TX,1,0.547132256
male,white,18,hs,TX,0,0.547132256
female,white,65,4-year college,OH,0,0.542676846
female,white,51,hs,MO,1,0.59818561
male,white,47,post-grad,PA,0,0.503755358
male,white,67,4-year college,FL,1,0.506188355
male,white,62,some college,IL,0,0.409799486
male,white,27,hs,OH,0,0.542676846
female,other,22,post-grad,CA,0,0.338717892
female,black,41,some college,OH,1,0.542676846
male,other,55,some college,CA,0,0.338717892
male,black,42,hs,CT,1,0.428584525
female,white,29,4-year college,MI,1,0.501176682
female,white,18,4-year college,CA,0,0.338717892
female,black,57,some college,WI,0,0.50407989
female,white,41,some college,MD,0,0.359837503
female,white,59,post-grad,MO,0,0.59818561
female,white,26,hs,TX,0,0.547132256
male,white,33,hs,NC,1,0.519037458
female,white,39,post-grad,IN,0,0.601173095
female,white,61,some college,AL,1,0.643741436
female,other,34,some college,TX,0,0.547132256
female,white,37,hs,PA,1,0.503755358
male,white,29,4-year college,ND,0,0.698092429
male,white,34,post-grad,PA,1,0.503755358
male,white,89,post-grad,GA,0,0.526611726
male,white,53,post-grad,WV,1,0.721610523
female,white,66,some college,NY,0,0.382275815
female,white,63,some college,IA,0,0.550635478
female,white,69,some college,CO,0,0.473166666
male,white,89,some college,IA,1,0.550635478
female,other,43,some college,NV,0,0.487062906
female,white,47,some college,PA,0,0.503755358
female,white,18,4-year college,WI,0,0.50407989
female,white,33,some college,GA,1,0.526611726
female,white,63,4-year college,MI,1,0.501176682
male,white,48,post-grad,WI,0,0.50407989
female,other,25,some college,CA,1,0.338717892
male,white,25,4-year college,FL,1,0.506188355
female,white,30,hs,NJ,1,0.427158099
male,white,43,some college,CA,1,0.338717892
female,white,56,some college,HI,1,0.325586625
female,white,57,some college,WA,0,0.412130688
female,black,22,hs,NC,1,0.519037458
female,other,20,some college,CA,1,0.338717892
female,other,28,some college,TX,0,0.547132256
male,white,59,4-year college,VA,1,0.471736237
female,white,23,hs,CA,1,0.338717892
female,other,35,post-grad,PA,0,0.503755358
female,black,45,hs,IL,1,0.409799486
male,white,46,hs,NY,0,0.382275815
male,white,67,some college,PA,0,0.503755358
male,white,40,post-grad,GA,1,0.526611726
male,white,69,some college,TN,0,0.63624343
male,white,32,post-grad,FL,1,0.506188355
female,black,30,some college,GA,0,0.526611726
male,white,53,4-year college,WI,0,0.50407989
female,white,22,hs,PA,0,0.503755358
male,white,91,post-grad,FL,0,0.506188355
female,white,29,4-year college,NY,0,0.382275815
male,white,26,4-year college,IL,1,0.409799486
male,white,31,4-year college,MD,0,0.359837503
female,black,53,some college,TX,0,0.547132256
female,white,27,4-year college,ME,0,0.484032089
male,white,55,some college,KY,0,0.65670629
female,white,28,some college,CA,0,0.338717892
female,white,34,no hs,AL,1,0.643741436
female,white,65,some college,PA,1,0.503755358
female,black,21,hs,NY,0,0.382275815
female,white,61,hs,CT,0,0.428584525
female,other,28,post-grad,AZ,0,0.518900234
female,white,43,some college,MN,1,0.491681431
female,white,59,hs,MO,0,0.59818561
male,white,36,some college,OH,0,0.542676846
female,other,84,some college,AZ,1,0.518900234
male,white,66,hs,MO,0,0.59818561
female,white,49,4-year college,MI,0,0.501176682
female,white,26,hs,FL,1,0.506188355
female,white,45,hs,OH,0,0.542676846
female,black,23,hs,NM,0,0.453492051
female,other,55,4-year college,NY,0,0.382275815
female,other,20,some college,FL,1,0.506188355
male,other,43,post-grad,CA,0,0.338717892
female,white,20,some college,FL,0,0.506188355
male,white,82,4-year college,CA,0,0.338717892
male,white,63,4-year college,CA,1,0.338717892
female,other,39,some college,HI,1,0.325586625
female,white,98,hs,MA,1,0.353487213
female,white,43,4-year college,TX,0,0.547132256
male,other,35,4-year college,CT,0,0.428584525
female,other,47,some college,AL,1,0.643741436
male,white,62,4-year college,PA,0,0.503755358
male,white,55,some college,PA,1,0.503755358
male,white,69,hs,PA,1,0.503755358
female,black,38,some college,IN,0,0.601173095
female,other,19,some college,MA,0,0.353487213
female,white,54,post-grad,TX,0,0.547132256
male,white,54,hs,CA,1,0.338717892
female,other,59,4-year college,TX,0,0.547132256
male,white,60,no hs,IL,0,0.409799486
female,white,27,some college,IN,0,0.601173095
male,white,30,some college,VA,0,0.471736237
male,white,38,some college,MS,0,0.590898473
female,white,37,post-grad,TX,0,0.547132256
female,white,70,some college,MD,0,0.359837503
female,white,62,hs,LA,1,0.601716772
male,white,93,some college,AZ,1,0.518900234
female,white,63,some college,MA,0,0.353487213
male,white,67,hs,MD,0,0.359837503
female,white,61,4-year college,MO,1,0.59818561
male,other,62,post-grad,NY,0,0.382275815
female,white,54,hs,WI,1,0.50407989
male,other,18,some college,GA,0,0.526611726
female,white,78,some college,CA,1,0.338717892
female,white,28,hs,UT,1,0.623836582
male,black,29,some college,PA,1,0.503755358
female,white,33,4-year college,CA,0,0.338717892
female,white,54,hs,MS,0,0.590898473
female,white,65,hs,SC,1,0.574602564
female,black,59,some college,PA,0,0.503755358
male,white,52,4-year college,UT,0,0.623836582
male,other,54,4-year college,PA,1,0.503755358
male,white,98,4-year college,FL,1,0.506188355
female,white,47,no hs,WY,1,0.757053196
female,other,23,some college,OH,0,0.542676846
male,white,73,post-grad,MO,0,0.59818561
male,white,65,post-grad,GA,0,0.526611726
female,black,97,post-grad,WI,0,0.50407989
female,white,51,some college,AZ,1,0.518900234
female,white,92,some college,WA,1,0.412130688
female,white,83,some college,AZ,1,0.518900234
female,white,36,some college,GA,0,0.526611726
female,white,99,some college,FL,0,0.506188355
female,white,60,some college,TX,1,0.547132256
female,black,21,4-year college,MN,0,0.491681431
female,white,74,hs,AZ,0,0.518900234
male,white,22,no hs,OH,1,0.542676846
male,white,35,4-year college,PA,1,0.503755358
female,white,75,hs,SC,0,0.574602564
male,other,42,hs,NY,0,0.382275815
female,white,28,hs,OH,1,0.542676846
male,white,61,hs,CA,1,0.338717892
female,white,69,hs,TN,0,0.63624343
female,white,77,some college,CA,1,0.338717892
male,other,51,some college,FL,0,0.506188355
female,black,51,hs,MO,1,0.59818561
female,other,37,no hs,AZ,1,0.518900234
male,other,29,some college,CA,0,0.338717892
female,other,25,no hs,AZ,0,0.518900234
male,white,28,some college,MO,0,0.59818561
male,white,44,4-year college,VA,1,0.471736237
male,white,35,some college,OH,1,0.542676846
female,white,54,4-year college,IL,0,0.409799486
female,white,29,hs,IL,1,0.409799486
female,white,33,post-grad,TX,1,0.547132256
male,other,41,4-year college,NY,0,0.382275815
female,white,43,some college,VA,0,0.471736237
male,white,83,some college,PA,1,0.503755358
male,white,77,post-grad,NY,0,0.382275815
female,white,67,post-grad,MS,0,0.590898473
male,other,48,post-grad,TX,0,0.547132256
male,white,57,4-year college,NM,0,0.453492051
male,other,29,4-year college,TX,0,0.547132256
female,white,50,some college,FL,0,0.506188355
female,white,70,4-year college,CA,0,0.338717892
male,white,76,some college,FL,1,0.506188355
female,white,69,some college,WV,1,0.721610523
female,white,32,4-year college,CA,0,0.338717892
female,other,31,hs,TX,0,0.547132256
male,white,55,some college,UT,1,0.623836582
male,white,56,4-year college,NC,1,0.519037458
female,other,57,post-grad,VA,1,0.471736237
female,white,72,hs,PA,1,0.503755358
female,white,68,some college,FL,1,0.506188355
female,white,74,4-year college,TN,1,0.63624343
male,white,50,some college,OR,0,0.438441611
male,white,27,no hs,LA,0,0.601716772
female,white,18,some college,MI,0,0.501176682
female,white,40,hs,SC,0,0.574602564
male,other,21,some college,CA,1,0.338717892
female,white,82,hs,FL,1,0.506188355
female,white,30,hs,NH,0,0.498029716
female,white,55,post-grad,OR,1,0.438441611
female,white,38,post-grad,PA,0,0.503755358
female,white,66,some college,CO,0,0.473166666
male,white,64,post-grad,MD,1,0.359837503
male,other,43,post-grad,NY,0,0.382275815
male,white,54,some college,NY,0,0.382275815
female,white,62,hs,NY,1,0.382275815
male,white,64,some college,FL,0,0.506188355
male,white,47,some college,KS,0,0.611114703
female,white,47,hs,PA,1,0.503755358
male,white,74,post-grad,IL,1,0.409799486
female,black,63,4-year college,GA,0,0.526611726
female,white,56,hs,TN,1,0.63624343
male,white,82,some college,MN,0,0.491681431
female,white,81,hs,FL,1,0.506188355
female,white,30,4-year college,AZ,0,0.518900234
male,other,39,some college,MN,1,0.491681431
female,white,54,hs,OR,1,0.438441611
male,other,26,some college,NJ,0,0.427158099
female,white,45,hs,NY,0,0.382275815
female,white,49,no hs,MI,0,0.501176682
female,white,49,some college,IL,1,0.409799486
female,white,62,some college,AL,0,0.643741436
female,white,52,hs,NY,1,0.382275815
male,white,32,4-year college,IN,0,0.601173095
male,white,63,hs,ID,0,0.683101767
female,white,32,4-year college,IL,0,0.409799486
female,white,21,4-year college,TX,0,0.547132256
female,other,32,post-grad,ND,0,0.698092429
male,white,59,hs,NJ,0,0.427158099
female,white,20,hs,NY,0,0.382275815
female,white,86,post-grad,IN,1,0.601173095
female,white,67,some college,OH,0,0.542676846
male,white,23,some college,OH,0,0.542676846
female,white,29,4-year college,LA,1,0.601716772
male,white,38,post-grad,IL,0,0.409799486
female,black,23,some college,CA,0,0.338717892
male,white,58,4-year college,VA,0,0.471736237
male,white,59,post-grad,FL,1,0.506188355
male,white,19,4-year college,NY,0,0.382275815
female,white,50,some college,WA,1,0.412130688
female,white,24,4-year college,IA,0,0.550635478
female,other,24,some college,UT,0,0.623836582
female,white,18,4-year college,PA,1,0.503755358
female,white,49,4-year college,WI,0,0.50407989
female,black,47,some college,NC,1,0.519037458
female,white,44,some college,IA,1,0.550635478
female,white,61,hs,OR,0,0.438441611
female,white,42,post-grad,IA,1,0.550635478
female,white,21,4-year college,WI,0,0.50407989
female,white,23,some college,IN,1,0.601173095
female,black,27,hs,PA,1,0.503755358
male,white,59,hs,CA,1,0.338717892
male,white,83,post-grad,NV,1,0.487062906
male,other,53,post-grad,CA,0,0.338717892
female,white,96,some college,CA,0,0.338717892
female,black,61,hs,OH,1,0.542676846
female,white,60,some college,KY,1,0.65670629
female,white,100,post-grad,MD,0,0.359837503
female,white,36,some college,KY,1,0.65670629
female,white,66,some college,AR,1,0.642851377
female,white,21,hs,ME,0,0.484032089
female,white,25,some college,TX,0,0.547132256
female,other,27,hs,OK,0,0.693047372
male,white,27,hs,MI,0,0.501176682
female,white,19,hs,FL,1,0.506188355
female,white,23,4-year college,FL,0,0.506188355
female,black,40,some college,IN,1,0.601173095
female,white,68,hs,IL,0,0.409799486
male,white,65,hs,PA,0,0.503755358
male,white,20,some college,FL,0,0.506188355
male,white,68,4-year college,IL,1,0.409799486
female,white,28,hs,ME,0,0.484032089
male,white,51,hs,FL,1,0.506188355
male,white,18,some college,NY,0,0.382275815
male,other,26,4-year college,TX,0,0.547132256
female,black,30,4-year college,NY,1,0.382275815
male,white,92,4-year college,UT,0,0.623836582
female,other,65,hs,OR,0,0.438441611
female,white,92,some college,VA,0,0.471736237
female,white,60,hs,CA,0,0.338717892
male,white,56,hs,OR,0,0.438441611
male,white,56,some college,NY,0,0.382275815
female,black,58,post-grad,VA,1,0.471736237
female,black,56,4-year college,TX,0,0.547132256
female,other,32,4-year college,NY,1,0.382275815
male,white,64,4-year college,MI,1,0.501176682
female,other,43,4-year college,NJ,0,0.427158099
female,black,46,4-year college,MD,0,0.359837503
female,white,28,4-year college,MI,1,0.501176682
male,white,39,some college,IL,0,0.409799486
male,black,21,some college,DE,1,0.440013786
female,black,46,4-year college,LA,0,0.601716772
male,white,31,hs,NY,1,0.382275815
female,white,48,4-year college,MA,0,0.353487213
female,black,69,some college,VA,0,0.471736237
female,white,33,some college,OH,0,0.542676846
female,white,51,4-year college,GA,0,0.526611726
male,other,44,post-grad,TN,0,0.63624343
male,white,95,4-year college,AL,1,0.643741436
male,black,26,no hs,TX,0,0.547132256
male,white,28,hs,LA,0,0.601716772
female,white,44,4-year college,AR,1,0.642851377
male,white,60,4-year college,AR,0,0.642851377
female,other,32,hs,MN,0,0.491681431
female,white,22,hs,IN,1,0.601173095
female,other,51,post-grad,WA,1,0.412130688
male,white,62,post-grad,GA,1,0.526611726
male,white,66,hs,IL,0,0.409799486
female,white,23,4-year college,WI,0,0.50407989
male,white,38,post-grad,MI,0,0.501176682
male,white,66,hs,IN,1,0.601173095
female,white,49,4-year college,VA,0,0.471736237
female,other,25,some college,TX,0,0.547132256
male,white,54,hs,NC,0,0.519037458
male,white,66,hs,MI,0,0.501176682
male,white,32,some college,NJ,1,0.427158099
male,white,25,4-year college,CA,0,0.338717892
female,white,66,some college,WI,0,0.50407989
female,white,92,some college,IL,0,0.409799486
female,white,65,post-grad,GA,1,0.526611726
male,white,34,hs,WA,0,0.412130688
female,other,60,hs,NY,0,0.382275815
male,black,60,some college,MI,1,0.501176682
male,black,30,hs,CO,1,0.473166666
male,white,29,some college,MO,0,0.59818561
female,white,23,4-year college,NY,0,0.382275815
male,white,43,4-year college,CO,0,0.473166666
female,white,66,hs,FL,0,0.506188355
male,white,63,some college,FL,1,0.506188355
female,other,52,hs,OH,1,0.542676846
male,white,86,4-year college,IL,1,0.409799486
female,white,43,hs,NY,0,0.382275815
male,white,47,hs,IL,0,0.409799486
female,white,44,some college,VA,0,0.471736237
female,other,43,no hs,AR,1,0.642851377
female,white,35,4-year college,MT,0,0.611096643
male,white,63,some college,IN,1,0.601173095
female,white,20,some college,CT,0,0.428584525
female,white,24,4-year college,WI,0,0.50407989
female,white,55,some college,FL,0,0.506188355
male,white,50,hs,NC,1,0.519037458
female,white,63,no hs,AR,0,0.642851377
male,white,25,some college,CA,1,0.338717892
male,white,32,post-grad,AK,0,0.583856547
male,white,66,some college,NY,0,0.382275815
male,white,57,hs,KY,0,0.65670629
female,white,57,some college,AL,0,0.643741436
male,other,37,hs,CA,0,0.338717892
female,white,40,post-grad,IL,0,0.409799486
male,other,26,post-grad,MI,0,0.501176682
female,white,58,hs,TN,1,0.63624343
male,white,41,some college,UT,1,0.623836582
female,white,81,some college,TX,1,0.547132256
female,black,49,4-year college,VA,0,0.471736237
male,white,45,post-grad,OH,1,0.542676846
female,white,32,4-year college,IL,0,0.409799486
male,white,55,post-grad,MA,0,0.353487213
male,white,37,some college,IN,1,0.601173095
female,white,26,some college,PA,1,0.503755358
male,white,61,some college,NJ,0,0.427158099
