zip,fips,county,state,state_name
22942,51109,Louisa County,VA,Virginia
22943,51003,Albemarle County,VA,Virginia
22945,51003,Albemarle County,VA,Virginia
22946,51003,Albemarle County,VA,Virginia
22947,51003,Albemarle County,VA,Virginia
22948,51113,Madison County,VA,Virginia
22949,51125,Nelson County,VA,Virginia
22952,51015,Augusta County,VA,Virginia
22957,51137,Orange County,VA,Virginia
22958,51125,Nelson County,VA,Virginia
22959,51003,Albemarle County,VA,Virginia
22960,51137,Orange County,VA,Virginia
22963,51065,Fluvanna County,VA,Virginia
22964,51125,Nelson County,VA,Virginia
22965,51079,Greene County,VA,Virginia
22967,51125,Nelson County,VA,Virginia
22968,51079,Greene County,VA,Virginia
22969,51003,Albemarle County,VA,Virginia
22971,51125,Nelson County,VA,Virginia
22972,51137,Orange County,VA,Virginia
22973,51079,Greene County,VA,Virginia
22974,51065,Fluvanna County,VA,Virginia
22976,51125,Nelson County,VA,Virginia
22980,51015,Augusta County,VA,Virginia
22987,51003,Albemarle County,VA,Virginia
22989,51113,Madison County,VA,Virginia
23001,51073,Gloucester County,VA,Virginia
23002,51007,Amelia County,VA,Virginia
23003,51073,Gloucester County,VA,Virginia
23004,51029,Buckingham County,VA,Virginia
23005,51085,Hanover County,VA,Virginia
23009,51101,King William County,VA,Virginia
23011,51127,New Kent County,VA,Virginia
23015,51033,Caroline County,VA,Virginia
23018,51073,Gloucester County,VA,Virginia
23021,51115,Mathews County,VA,Virginia
23022,51065,Fluvanna County,VA,Virginia
23023,51057,Essex County,VA,Virginia
23024,51109,Louisa County,VA,Virginia
23025,51115,Mathews County,VA,Virginia
23027,51049,Cumberland County,VA,Virginia
23030,51036,Charles City County,VA,Virginia
23031,51119,Middlesex County,VA,Virginia
23032,51119,Middlesex County,VA,Virginia
23035,51115,Mathews County,VA,Virginia
23038,51049,Cumberland County,VA,Virginia
23039,51075,Goochland County,VA,Virginia
23040,51049,Cumberland County,VA,Virginia
23043,51119,Middlesex County,VA,Virginia
23045,51115,Mathews County,VA,Virginia
23047,51085,Hanover County,VA,Virginia
23050,51073,Gloucester County,VA,Virginia
23055,51065,Fluvanna County,VA,Virginia
23056,51115,Mathews County,VA,Virginia
23058,51087,Henrico County,VA,Virginia
23059,51087,Henrico County,VA,Virginia
23060,51087,Henrico County,VA,Virginia
23061,51073,Gloucester County,VA,Virginia
23062,51073,Gloucester County,VA,Virginia
23063,51075,Goochland County,VA,Virginia
23064,51115,Mathews County,VA,Virginia
23065,51075,Goochland County,VA,Virginia
23066,51115,Mathews County,VA,Virginia
23067,51075,Goochland County,VA,Virginia
23068,51115,Mathews County,VA,Virginia
23069,51085,Hanover County,VA,Virginia
23070,51119,Middlesex County,VA,Virginia
23071,51119,Middlesex County,VA,Virginia
23072,51073,Gloucester County,VA,Virginia
23075,51087,Henrico County,VA,Virginia
23076,51115,Mathews County,VA,Virginia
23079,51119,Middlesex County,VA,Virginia
23081,51095,James City County,VA,Virginia
23083,51007,Amelia County,VA,Virginia
23084,51065,Fluvanna County,VA,Virginia
23085,51097,King and Queen County,VA,Virginia
23086,51101,King William County,VA,Virginia
23089,51095,James City County,VA,Virginia
23090,51199,York County,VA,Virginia
23091,51097,King and Queen County,VA,Virginia
23092,51119,Middlesex County,VA,Virginia
23093,51109,Louisa County,VA,Virginia
23102,51075,Goochland County,VA,Virginia
23103,51075,Goochland County,VA,Virginia
23105,51007,Amelia County,VA,Virginia
23106,51101,King William County,VA,Virginia
23108,51097,King and Queen County,VA,Virginia
23109,51115,Mathews County,VA,Virginia
23110,51097,King and Queen County,VA,Virginia
23111,51085,Hanover County,VA,Virginia
23112,51041,Chesterfield County,VA,Virginia
23113,51041,Chesterfield County,VA,Virginia
23114,51041,Chesterfield County,VA,Virginia
23115,51057,Essex County,VA,Virginia
23116,51085,Hanover County,VA,Virginia
23117,51109,Louisa County,VA,Virginia
23119,51115,Mathews County,VA,Virginia
23120,51041,Chesterfield County,VA,Virginia
23123,51029,Buckingham County,VA,Virginia
23124,51127,New Kent County,VA,Virginia
23125,51115,Mathews County,VA,Virginia
23126,51097,King and Queen County,VA,Virginia
23127,51095,James City County,VA,Virginia
23128,51115,Mathews County,VA,Virginia
23129,51075,Goochland County,VA,Virginia
23130,51115,Mathews County,VA,Virginia
23131,51073,Gloucester County,VA,Virginia
23138,51115,Mathews County,VA,Virginia
23139,51145,Powhatan County,VA,Virginia
23140,51036,Charles City County,VA,Virginia
23141,51127,New Kent County,VA,Virginia
23146,51075,Goochland County,VA,Virginia
23147,51036,Charles City County,VA,Virginia
23148,51057,Essex County,VA,Virginia
23149,51073,Gloucester County,VA,Virginia
23150,51087,Henrico County,VA,Virginia
23153,51075,Goochland County,VA,Virginia
23154,51073,Gloucester County,VA,Virginia
23156,51097,King and Queen County,VA,Virginia
23160,51075,Goochland County,VA,Virginia
23161,51097,King and Queen County,VA,Virginia
23162,51085,Hanover County,VA,Virginia
23163,51115,Mathews County,VA,Virginia
23168,51095,James City County,VA,Virginia
23169,51119,Middlesex County,VA,Virginia
23170,51109,Louisa County,VA,Virginia
23173,51087,Henrico County,VA,Virginia
23175,51119,Middlesex County,VA,Virginia
23176,51119,Middlesex County,VA,Virginia
23177,51097,King and Queen County,VA,Virginia
23178,51073,Gloucester County,VA,Virginia
23180,51119,Middlesex County,VA,Virginia
23181,51101,King William County,VA,Virginia
23183,51073,Gloucester County,VA,Virginia
23184,51073,Gloucester County,VA,Virginia
23185,51095,James City County,VA,Virginia
23186,51830,Williamsburg city,VA,Virginia
23187,51830,Williamsburg city,VA,Virginia
23188,51095,James City County,VA,Virginia
23190,51073,Gloucester County,VA,Virginia
23192,51085,Hanover County,VA,Virginia
23218,51760,Richmond city,VA,Virginia
23219,51760,Richmond city,VA,Virginia
23220,51760,Richmond city,VA,Virginia
23221,51760,Richmond city,VA,Virginia
23222,51760,Richmond city,VA,Virginia
23223,51760,Richmond city,VA,Virginia
23224,51760,Richmond city,VA,Virginia
23225,51760,Richmond city,VA,Virginia
23226,51087,Henrico County,VA,Virginia
23227,51087,Henrico County,VA,Virginia
23228,51087,Henrico County,VA,Virginia
23229,51087,Henrico County,VA,Virginia
23230,51760,Richmond city,VA,Virginia
23231,51087,Henrico County,VA,Virginia
23232,51760,Richmond city,VA,Virginia
23233,51087,Henrico County,VA,Virginia
23234,51041,Chesterfield County,VA,Virginia
23235,51041,Chesterfield County,VA,Virginia
23236,51041,Chesterfield County,VA,Virginia
23237,51041,Chesterfield County,VA,Virginia
23238,51087,Henrico County,VA,Virginia
23241,51760,Richmond city,VA,Virginia
23242,51087,Henrico County,VA,Virginia
23249,51760,Richmond city,VA,Virginia
23250,51087,Henrico County,VA,Virginia
23255,51087,Henrico County,VA,Virginia
23260,51760,Richmond city,VA,Virginia
23261,51760,Richmond city,VA,Virginia
23269,51760,Richmond city,VA,Virginia
23273,51087,Henrico County,VA,Virginia
23284,51760,Richmond city,VA,Virginia
23293,51760,Richmond city,VA,Virginia
23294,51087,Henrico County,VA,Virginia
23297,51041,Chesterfield County,VA,Virginia
23298,51760,Richmond city,VA,Virginia
23301,51001,Accomack County,VA,Virginia
23302,51001,Accomack County,VA,Virginia
23303,51001,Accomack County,VA,Virginia
23304,51093,Isle of Wight County,VA,Virginia
23306,51001,Accomack County,VA,Virginia
23307,51131,Northampton County,VA,Virginia
23308,51001,Accomack County,VA,Virginia
23310,51131,Northampton County,VA,Virginia
23313,51131,Northampton County,VA,Virginia
23314,51093,Isle of Wight County,VA,Virginia
23315,51093,Isle of Wight County,VA,Virginia
23316,51131,Northampton County,VA,Virginia
23320,51550,Chesapeake city,VA,Virginia
23321,51550,Chesapeake city,VA,Virginia
23322,51550,Chesapeake city,VA,Virginia
23323,51550,Chesapeake city,VA,Virginia
23324,51550,Chesapeake city,VA,Virginia
23325,51550,Chesapeake city,VA,Virginia
23326,51550,Chesapeake city,VA,Virginia
23327,51550,Chesapeake city,VA,Virginia
23328,51550,Chesapeake city,VA,Virginia
23336,51001,Accomack County,VA,Virginia
23337,51001,Accomack County,VA,Virginia
23341,51001,Accomack County,VA,Virginia
23347,51131,Northampton County,VA,Virginia
23350,51001,Accomack County,VA,Virginia
23354,51131,Northampton County,VA,Virginia
23356,51001,Accomack County,VA,Virginia
23357,51001,Accomack County,VA,Virginia
23358,51001,Accomack County,VA,Virginia
23359,51001,Accomack County,VA,Virginia
23389,51001,Accomack County,VA,Virginia
23395,51001,Accomack County,VA,Virginia
23397,51093,Isle of Wight County,VA,Virginia
23398,51131,Northampton County,VA,Virginia
23401,51001,Accomack County,VA,Virginia
23404,51001,Accomack County,VA,Virginia
23405,51131,Northampton County,VA,Virginia
23407,51001,Accomack County,VA,Virginia
23408,51131,Northampton County,VA,Virginia
23409,51001,Accomack County,VA,Virginia
23410,51001,Accomack County,VA,Virginia
23413,51131,Northampton County,VA,Virginia
23414,51001,Accomack County,VA,Virginia
23415,51001,Accomack County,VA,Virginia
23416,51001,Accomack County,VA,Virginia
23417,51001,Accomack County,VA,Virginia
23418,51001,Accomack County,VA,Virginia
23420,51001,Accomack County,VA,Virginia
23421,51001,Accomack County,VA,Virginia
23422,51001,Accomack County,VA,Virginia
23423,51001,Accomack County,VA,Virginia
23424,51093,Isle of Wight County,VA,Virginia
23426,51001,Accomack County,VA,Virginia
23427,51001,Accomack County,VA,Virginia
23429,51131,Northampton County,VA,Virginia
23430,51093,Isle of Wight County,VA,Virginia
23431,51093,Isle of Wight County,VA,Virginia
23432,51800,Suffolk city,VA,Virginia
23433,51800,Suffolk city,VA,Virginia
23434,51800,Suffolk city,VA,Virginia
23435,51800,Suffolk city,VA,Virginia
23436,51800,Suffolk city,VA,Virginia
23437,51800,Suffolk city,VA,Virginia
23438,51800,Suffolk city,VA,Virginia
23439,51800,Suffolk city,VA,Virginia
23440,51001,Accomack County,VA,Virginia
23441,51001,Accomack County,VA,Virginia
23442,51001,Accomack County,VA,Virginia
23443,51131,Northampton County,VA,Virginia
23450,51810,Virginia Beach city,VA,Virginia
23451,51810,Virginia Beach city,VA,Virginia
23452,51810,Virginia Beach city,VA,Virginia
23453,51810,Virginia Beach city,VA,Virginia
23454,51810,Virginia Beach city,VA,Virginia
23455,51810,Virginia Beach city,VA,Virginia
23456,51810,Virginia Beach city,VA,Virginia
23457,51810,Virginia Beach city,VA,Virginia
23459,51810,Virginia Beach city,VA,Virginia
23460,51810,Virginia Beach city,VA,Virginia
23461,51810,Virginia Beach city,VA,Virginia
23462,51810,Virginia Beach city,VA,Virginia
23463,51810,Virginia Beach city,VA,Virginia
23464,51810,Virginia Beach city,VA,Virginia
23466,51810,Virginia Beach city,VA,Virginia
23467,51810,Virginia Beach city,VA,Virginia
23471,51810,Virginia Beach city,VA,Virginia
23479,51810,Virginia Beach city,VA,Virginia
23480,51001,Accomack County,VA,Virginia
23486,51131,Northampton County,VA,Virginia
23487,51093,Isle of Wight County,VA,Virginia
23488,51001,Accomack County,VA,Virginia
23501,51710,Norfolk city,VA,Virginia
23502,51710,Norfolk city,VA,Virginia
23503,51710,Norfolk city,VA,Virginia
23504,51710,Norfolk city,VA,Virginia
23505,51710,Norfolk city,VA,Virginia
23507,51710,Norfolk city,VA,Virginia
23508,51710,Norfolk city,VA,Virginia
23509,51710,Norfolk city,VA,Virginia
23510,51710,Norfolk city,VA,Virginia
23511,51710,Norfolk city,VA,Virginia
23513,51710,Norfolk city,VA,Virginia
23514,51710,Norfolk city,VA,Virginia
23515,51710,Norfolk city,VA,Virginia
23517,51710,Norfolk city,VA,Virginia
23518,51710,Norfolk city,VA,Virginia
23523,51710,Norfolk city,VA,Virginia
23529,51710,Norfolk city,VA,Virginia
23541,51710,Norfolk city,VA,Virginia
23551,51710,Norfolk city,VA,Virginia
23601,51700,Newport News city,VA,Virginia
23602,51700,Newport News city,VA,Virginia
23603,51700,Newport News city,VA,Virginia
23604,51700,Newport News city,VA,Virginia
23605,51700,Newport News city,VA,Virginia
23606,51700,Newport News city,VA,Virginia
23607,51700,Newport News city,VA,Virginia
23608,51700,Newport News city,VA,Virginia
23609,51700,Newport News city,VA,Virginia
23612,51700,Newport News city,VA,Virginia
23628,51700,Newport News city,VA,Virginia
23630,51650,Hampton city,VA,Virginia
23651,51650,Hampton city,VA,Virginia
23661,51650,Hampton city,VA,Virginia
23662,51735,Poquoson city,VA,Virginia
23663,51650,Hampton city,VA,Virginia
23664,51650,Hampton city,VA,Virginia
23665,51650,Hampton city,VA,Virginia
23666,51650,Hampton city,VA,Virginia
23667,51650,Hampton city,VA,Virginia
23668,51650,Hampton city,VA,Virginia
23669,51650,Hampton city,VA,Virginia
23670,51650,Hampton city,VA,Virginia
23681,51650,Hampton city,VA,Virginia
23690,51199,York County,VA,Virginia
23691,51199,York County,VA,Virginia
23692,51199,York County,VA,Virginia
23693,51199,York County,VA,Virginia
23694,51199,York County,VA,Virginia
23696,51199,York County,VA,Virginia
23701,51740,Portsmouth city,VA,Virginia
23702,51740,Portsmouth city,VA,Virginia
23703,51740,Portsmouth city,VA,Virginia
23704,51740,Portsmouth city,VA,Virginia
23705,51740,Portsmouth city,VA,Virginia
23707,51740,Portsmouth city,VA,Virginia
23708,51740,Portsmouth city,VA,Virginia
23709,51740,Portsmouth city,VA,Virginia
23801,51149,Prince George County,VA,Virginia
23803,51730,Petersburg city,VA,Virginia
23804,51730,Petersburg city,VA,Virginia
23805,51730,Petersburg city,VA,Virginia
23821,51025,Brunswick County,VA,Virginia
23824,51135,Nottoway County,VA,Virginia
23827,51175,Southampton County,VA,Virginia
23828,51175,Southampton County,VA,Virginia
23829,51175,Southampton County,VA,Virginia
23830,51183,Sussex County,VA,Virginia
23831,51041,Chesterfield County,VA,Virginia
23832,51041,Chesterfield County,VA,Virginia
23833,51053,Dinwiddie County,VA,Virginia
23834,51041,Chesterfield County,VA,Virginia
23836,51041,Chesterfield County,VA,Virginia
23837,51175,Southampton County,VA,Virginia
23838,51041,Chesterfield County,VA,Virginia
23839,51181,Surry County,VA,Virginia
23840,51053,Dinwiddie County,VA,Virginia
23841,51053,Dinwiddie County,VA,Virginia
23842,51149,Prince George County,VA,Virginia
23843,51025,Brunswick County,VA,Virginia
23844,51175,Southampton County,VA,Virginia
23845,51025,Brunswick County,VA,Virginia
23846,51181,Surry County,VA,Virginia
23847,51025,Brunswick County,VA,Virginia
23850,51053,Dinwiddie County,VA,Virginia
23851,51175,Southampton County,VA,Virginia
23856,51025,Brunswick County,VA,Virginia
23857,51025,Brunswick County,VA,Virginia
23860,51670,Hopewell city,VA,Virginia
23866,51093,Isle of Wight County,VA,Virginia
23867,51081,Greensville County,VA,Virginia
23868,51025,Brunswick County,VA,Virginia
23870,51081,Greensville County,VA,Virginia
23872,51053,Dinwiddie County,VA,Virginia
23873,51025,Brunswick County,VA,Virginia
23874,51175,Southampton County,VA,Virginia
23875,51149,Prince George County,VA,Virginia
23876,51025,Brunswick County,VA,Virginia
23878,51175,Southampton County,VA,Virginia
23879,51081,Greensville County,VA,Virginia
23881,51181,Surry County,VA,Virginia
23882,51053,Dinwiddie County,VA,Virginia
23883,51181,Surry County,VA,Virginia
23884,51183,Sussex County,VA,Virginia
23885,51053,Dinwiddie County,VA,Virginia
23887,51025,Brunswick County,VA,Virginia
23888,51183,Sussex County,VA,Virginia
23889,51025,Brunswick County,VA,Virginia
23890,51183,Sussex County,VA,Virginia
23891,51183,Sussex County,VA,Virginia
23893,51025,Brunswick County,VA,Virginia
23894,51053,Dinwiddie County,VA,Virginia
23897,51183,Sussex County,VA,Virginia
23898,51093,Isle of Wight County,VA,Virginia
23899,51181,Surry County,VA,Virginia
23901,51147,Prince Edward County,VA,Virginia
23909,51147,Prince Edward County,VA,Virginia
23915,51117,Mecklenburg County,VA,Virginia
23917,51117,Mecklenburg County,VA,Virginia
23919,51117,Mecklenburg County,VA,Virginia
23920,51025,Brunswick County,VA,Virginia
23921,51029,Buckingham County,VA,Virginia
23922,51135,Nottoway County,VA,Virginia
23923,51037,Charlotte County,VA,Virginia
23924,51117,Mecklenburg County,VA,Virginia
23927,51117,Mecklenburg County,VA,Virginia
23930,51135,Nottoway County,VA,Virginia
23934,51037,Charlotte County,VA,Virginia
23936,51029,Buckingham County,VA,Virginia
23937,51037,Charlotte County,VA,Virginia
23938,51025,Brunswick County,VA,Virginia
23939,51011,Appomattox County,VA,Virginia
23942,51111,Lunenburg County,VA,Virginia
23943,51147,Prince Edward County,VA,Virginia
23944,51111,Lunenburg County,VA,Virginia
23947,51037,Charlotte County,VA,Virginia
23950,51117,Mecklenburg County,VA,Virginia
23952,51111,Lunenburg County,VA,Virginia
23954,51111,Lunenburg County,VA,Virginia
23955,51135,Nottoway County,VA,Virginia
23958,51147,Prince Edward County,VA,Virginia
23959,51037,Charlotte County,VA,Virginia
23960,51147,Prince Edward County,VA,Virginia
23962,51037,Charlotte County,VA,Virginia
23963,51037,Charlotte County,VA,Virginia
23964,51037,Charlotte County,VA,Virginia
23966,51147,Prince Edward County,VA,Virginia
23967,51037,Charlotte County,VA,Virginia
23968,51117,Mecklenburg County,VA,Virginia
23970,51117,Mecklenburg County,VA,Virginia
23974,51111,Lunenburg County,VA,Virginia
23976,51037,Charlotte County,VA,Virginia
24001,51770,Roanoke city,VA,Virginia
24002,51770,Roanoke city,VA,Virginia
24003,51770,Roanoke city,VA,Virginia
24004,51770,Roanoke city,VA,Virginia
24005,51770,Roanoke city,VA,Virginia
24006,51770,Roanoke city,VA,Virginia
24007,51770,Roanoke city,VA,Virginia
24008,51770,Roanoke city,VA,Virginia
24009,51770,Roanoke city,VA,Virginia
24010,51770,Roanoke city,VA,Virginia
24011,51770,Roanoke city,VA,Virginia
24012,51770,Roanoke city,VA,Virginia
24013,51770,Roanoke city,VA,Virginia
24014,51770,Roanoke city,VA,Virginia
24015,51770,Roanoke city,VA,Virginia
24016,51770,Roanoke city,VA,Virginia
24017,51770,Roanoke city,VA,Virginia
24018,51161,Roanoke County,VA,Virginia
24019,51161,Roanoke County,VA,Virginia
24020,51161,Roanoke County,VA,Virginia
24022,51770,Roanoke city,VA,Virginia
24023,51770,Roanoke city,VA,Virginia
24024,51770,Roanoke city,VA,Virginia
24025,51770,Roanoke city,VA,Virginia
24026,51770,Roanoke city,VA,Virginia
24027,51770,Roanoke city,VA,Virginia
24028,51770,Roanoke city,VA,Virginia
24029,51770,Roanoke city,VA,Virginia
24030,51770,Roanoke city,VA,Virginia
24031,51770,Roanoke city,VA,Virginia
24032,51770,Roanoke city,VA,Virginia
24033,51770,Roanoke city,VA,Virginia
24034,51770,Roanoke city,VA,Virginia
24035,51770,Roanoke city,VA,Virginia
24036,51770,Roanoke city,VA,Virginia
24037,51770,Roanoke city,VA,Virginia
24038,51770,Roanoke city,VA,Virginia
24053,51035,Carroll County,VA,Virginia
24054,51089,Henry County,VA,Virginia
24055,51089,Henry County,VA,Virginia
24058,51155,Pulaski County,VA,Virginia
24059,51063,Floyd County,VA,Virginia
24060,51121,Montgomery County,VA,Virginia
24061,51121,Montgomery County,VA,Virginia
24062,51121,Montgomery County,VA,Virginia
24063,51121,Montgomery County,VA,Virginia
24064,51023,Botetourt County,VA,Virginia
24065,51067,Franklin County,VA,Virginia
24066,51023,Botetourt County,VA,Virginia
24067,51067,Franklin County,VA,Virginia
24068,51121,Montgomery County,VA,Virginia
24069,51143,Pittsylvania County,VA,Virginia
24070,51045,Craig County,VA,Virginia
24072,51063,Floyd County,VA,Virginia
24073,51121,Montgomery County,VA,Virginia
24076,51141,Patrick County,VA,Virginia
24077,51023,Botetourt County,VA,Virginia
24078,51089,Henry County,VA,Virginia
24079,51063,Floyd County,VA,Virginia
24082,51141,Patrick County,VA,Virginia
24083,51023,Botetourt County,VA,Virginia
24084,51155,Pulaski County,VA,Virginia
24085,51005,Alleghany County,VA,Virginia
24086,51071,Giles County,VA,Virginia
24087,51121,Montgomery County,VA,Virginia
24088,51067,Franklin County,VA,Virginia
24089,51089,Henry County,VA,Virginia
24090,51023,Botetourt County,VA,Virginia
24091,51063,Floyd County,VA,Virginia
24092,51067,Franklin County,VA,Virginia
24093,51071,Giles County,VA,Virginia
24095,51019,Bedford County,VA,Virginia
24101,51067,Franklin County,VA,Virginia
24102,51067,Franklin County,VA,Virginia
24104,51019,Bedford County,VA,Virginia
24105,51035,Carroll County,VA,Virginia
24111,51121,Montgomery County,VA,Virginia
24112,51089,Henry County,VA,Virginia
24120,51141,Patrick County,VA,Virginia
24121,51019,Bedford County,VA,Virginia
24122,51019,Bedford County,VA,Virginia
24124,51071,Giles County,VA,Virginia
24126,51155,Pulaski County,VA,Virginia
24127,51045,Craig County,VA,Virginia
24128,51121,Montgomery County,VA,Virginia
24129,51750,Radford city,VA,Virginia
24130,51023,Botetourt County,VA,Virginia
24131,51045,Craig County,VA,Virginia
24132,51155,Pulaski County,VA,Virginia
24133,51141,Patrick County,VA,Virginia
24134,51071,Giles County,VA,Virginia
24136,51071,Giles County,VA,Virginia
24137,51067,Franklin County,VA,Virginia
24138,51063,Floyd County,VA,Virginia
24139,51019,Bedford County,VA,Virginia
24141,51155,Pulaski County,VA,Virginia
24142,51750,Radford city,VA,Virginia
24146,51067,Franklin County,VA,Virginia
24147,51071,Giles County,VA,Virginia
24148,51089,Henry County,VA,Virginia
24149,51121,Montgomery County,VA,Virginia
24150,51071,Giles County,VA,Virginia
24151,51067,Franklin County,VA,Virginia
24153,51161,Roanoke County,VA,Virginia
24155,51023,Botetourt County,VA,Virginia
24161,51143,Pittsylvania County,VA,Virginia
24162,51121,Montgomery County,VA,Virginia
24165,51089,Henry County,VA,Virginia
24167,51071,Giles County,VA,Virginia
24168,51089,Henry County,VA,Virginia
24171,51141,Patrick County,VA,Virginia
24174,51019,Bedford County,VA,Virginia
24175,51023,Botetourt County,VA,Virginia
24176,51067,Franklin County,VA,Virginia
24177,51141,Patrick County,VA,Virginia
24179,51019,Bedford County,VA,Virginia
24184,51067,Franklin County,VA,Virginia
24185,51141,Patrick County,VA,Virginia
24201,51520,Bristol city,VA,Virginia
24202,51191,Washington County,VA,Virginia
24203,51520,Bristol city,VA,Virginia
24209,51520,Bristol city,VA,Virginia
24210,51191,Washington County,VA,Virginia
24211,51191,Washington County,VA,Virginia
24212,51191,Washington County,VA,Virginia
24215,51195,Wise County,VA,Virginia
24216,51195,Wise County,VA,Virginia
24217,51051,Dickenson County,VA,Virginia
24218,51105,Lee County,VA,Virginia
24219,51105,Lee County,VA,Virginia
24220,51051,Dickenson County,VA,Virginia
24221,51105,Lee County,VA,Virginia
24224,51167,Russell County,VA,Virginia
24225,51167,Russell County,VA,Virginia
24226,51051,Dickenson County,VA,Virginia
24228,51051,Dickenson County,VA,Virginia
24230,51195,Wise County,VA,Virginia
24236,51191,Washington County,VA,Virginia
24237,51051,Dickenson County,VA,Virginia
24239,51027,Buchanan County,VA,Virginia
24243,51105,Lee County,VA,Virginia
24244,51169,Scott County,VA,Virginia
24245,51169,Scott County,VA,Virginia
24246,51195,Wise County,VA,Virginia
24248,51105,Lee County,VA,Virginia
24250,51169,Scott County,VA,Virginia
24251,51169,Scott County,VA,Virginia
24256,51051,Dickenson County,VA,Virginia
24258,51169,Scott County,VA,Virginia
24260,51167,Russell County,VA,Virginia
24263,51105,Lee County,VA,Virginia
24265,51105,Lee County,VA,Virginia
24266,51167,Russell County,VA,Virginia
24269,51051,Dickenson County,VA,Virginia
24270,51191,Washington County,VA,Virginia
24271,51169,Scott County,VA,Virginia
24272,51051,Dickenson County,VA,Virginia
24273,51195,Wise County,VA,Virginia
24277,51105,Lee County,VA,Virginia
24279,51195,Wise County,VA,Virginia
24280,51167,Russell County,VA,Virginia
24281,51105,Lee County,VA,Virginia
24282,51105,Lee County,VA,Virginia
24283,51167,Russell County,VA,Virginia
24290,51169,Scott County,VA,Virginia
24292,51077,Grayson County,VA,Virginia
24293,51195,Wise County,VA,Virginia
24301,51155,Pulaski County,VA,Virginia
24311,51173,Smyth County,VA,Virginia
24312,51035,Carroll County,VA,Virginia
24313,51155,Pulaski County,VA,Virginia
24314,51021,Bland County,VA,Virginia
24315,51021,Bland County,VA,Virginia
24316,51173,Smyth County,VA,Virginia
24317,51035,Carroll County,VA,Virginia
24318,51021,Bland County,VA,Virginia
24319,51173,Smyth County,VA,Virginia
24322,51197,Wythe County,VA,Virginia
24323,51197,Wythe County,VA,Virginia
24324,51155,Pulaski County,VA,Virginia
24325,51035,Carroll County,VA,Virginia
24326,51077,Grayson County,VA,Virginia
24327,51191,Washington County,VA,Virginia
24328,51035,Carroll County,VA,Virginia
24330,51077,Grayson County,VA,Virginia
24333,51035,Carroll County,VA,Virginia
24340,51191,Washington County,VA,Virginia
24343,51035,Carroll County,VA,Virginia
24347,51035,Carroll County,VA,Virginia
24348,51077,Grayson County,VA,Virginia
24350,51197,Wythe County,VA,Virginia
24351,51035,Carroll County,VA,Virginia
24352,51035,Carroll County,VA,Virginia
24354,51173,Smyth County,VA,Virginia
24360,51197,Wythe County,VA,Virginia
24361,51191,Washington County,VA,Virginia
24363,51077,Grayson County,VA,Virginia
24366,51021,Bland County,VA,Virginia
24368,51197,Wythe County,VA,Virginia
24370,51173,Smyth County,VA,Virginia
24374,51173,Smyth County,VA,Virginia
24375,51173,Smyth County,VA,Virginia
24377,51185,Tazewell County,VA,Virginia
24378,51077,Grayson County,VA,Virginia
24380,51035,Carroll County,VA,Virginia
24381,51035,Carroll County,VA,Virginia
24382,51197,Wythe County,VA,Virginia
24401,51015,Augusta County,VA,Virginia
24402,51790,Staunton city,VA,Virginia
24411,51015,Augusta County,VA,Virginia
24412,51017,Bath County,VA,Virginia
24413,51091,Highland County,VA,Virginia
24415,51163,Rockbridge County,VA,Virginia
24416,51163,Rockbridge County,VA,Virginia
24421,51015,Augusta County,VA,Virginia
24422,51005,Alleghany County,VA,Virginia
24426,51005,Alleghany County,VA,Virginia
24430,51015,Augusta County,VA,Virginia
24431,51015,Augusta County,VA,Virginia
24432,51015,Augusta County,VA,Virginia
24433,51091,Highland County,VA,Virginia
24435,51163,Rockbridge County,VA,Virginia
24437,51015,Augusta County,VA,Virginia
24438,51023,Botetourt County,VA,Virginia
24439,51015,Augusta County,VA,Virginia
24440,51015,Augusta County,VA,Virginia
24441,51015,Augusta County,VA,Virginia
24442,51091,Highland County,VA,Virginia
24445,51005,Alleghany County,VA,Virginia
24448,51005,Alleghany County,VA,Virginia
24450,51163,Rockbridge County,VA,Virginia
24457,51005,Alleghany County,VA,Virginia
24458,51091,Highland County,VA,Virginia
24459,51015,Augusta County,VA,Virginia
24460,51017,Bath County,VA,Virginia
24463,51015,Augusta County,VA,Virginia
24464,51125,Nelson County,VA,Virginia
24465,51091,Highland County,VA,Virginia
24467,51015,Augusta County,VA,Virginia
24469,51015,Augusta County,VA,Virginia
24471,51165,Rockingham County,VA,Virginia
24472,51163,Rockbridge County,VA,Virginia
24473,51163,Rockbridge County,VA,Virginia
24474,51005,Alleghany County,VA,Virginia
24476,51015,Augusta County,VA,Virginia
24477,51015,Augusta County,VA,Virginia
24479,51015,Augusta County,VA,Virginia
24482,51015,Augusta County,VA,Virginia
24483,51009,Amherst County,VA,Virginia
24484,51017,Bath County,VA,Virginia
24485,51015,Augusta County,VA,Virginia
24486,51015,Augusta County,VA,Virginia
24487,51017,Bath County,VA,Virginia
24501,51680,Lynchburg city,VA,Virginia
24502,51680,Lynchburg city,VA,Virginia
24503,51680,Lynchburg city,VA,Virginia
24504,51680,Lynchburg city,VA,Virginia
24505,51680,Lynchburg city,VA,Virginia
24506,51680,Lynchburg city,VA,Virginia
24513,51680,Lynchburg city,VA,Virginia
24514,51680,Lynchburg city,VA,Virginia
24515,51680,Lynchburg city,VA,Virginia
24517,51031,Campbell County,VA,Virginia
